,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
43598,After having been exposed as a fraud and corrupt can anyone including Sleepyeyes Chuck Todd of Fake @NBCNews continue to listen to his con?,139,2020-01-26 15:27,Twitter for iPhone,64424,14606,realDonaldTrump,1.22e+18,,,False,,en,January,Q1
30203,Wishing you and your loved ones a very Happy Easter! #HeIsRisen,87,2020-04-12 13:36:00,TweetDeck,5047,490,LindseyGrahamSC,1.2493304285421773e+18,,432895323.0,False,https://t.co/Le3oNnyql6,en,April,Q2
44463,Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business supports our Incredible Farmers Loves our Military and our Vets....,256,2020-05-01 0:11,Twitter for iPhone,56012,13602,realDonaldTrump,1.26e+18,,,False,,en,May,Q2
6613,"Major General Grimsley has demonstrated commitment, excellence, determination, and success, and I am honored that he has accepted the call to serve as South Carolina's first Secretary of Veterans' Affairs for the great people of South Carolina.",292,2020-02-11 22:08:44,Twitter Web App,28,7,henrymcmaster,1.2273538013566484e+18,,16335288.0,False,https://t.co/xbxHPENCoA,en,February,Q1
11448,"Instead of rolling up their sleeves and passing bills that were in the best interests of students and expectant moms, the Democrats chose to play politics in what can only be described as an election year headline-grabbing political stunt.",239,2020-06-29 20:39:08,Twitter for iPhone,49,11,GovChrisSununu,1.2777031697793434e+18,8.162821207672914e+17,8.162821207672914e+17,False,,en,June,Q2
28542,Our team at the Emergency Operations Center is working to ensure Arizona is acting with one clear line of direction as we combat the spread of #COVID19. @AZDHS @DrCaraChrist @wendysmithreev1 @KimberLanning @LocalFirstAZ @SecretaryHobbs @SandraWatsonAZ 1/,278,2020-03-18 22:58:47,Twitter Web App,74,24,dougducey,1.240412362621866e+18,,20217019.0,False,https://t.co/aMPtkC0JWp,en,March,Q1
3515,"More information on Phase Two, including new guidance for businesses and the executive order I issued on Tuesday, is available here:",156,2020-06-04 22:00:59,Twitter Web App,69,22,GovernorVA,1.2686640684890726e+18,104198706.0,104198706.0,False,https://t.co/e8Gnbf74dd,en,June,Q2
23838,"But we know we can do more. 

I encourage every member in this chamber to support legislation that would ban so-called ghost guns, and high capacity magazines. 

These bills are just common sense.

#DESOTS",205,2020-01-23 19:32:22,Twitter Web App,7,0,johncarneyde,1.2204290833534607e+18,237770636.0,237770636.0,False,,en,January,Q1
1342,"DC. 
Statehood. 
Now ⬇️",47,2020-02-10 22:22:54,Twitter for iPhone,356,83,MayorBowser,1.226994981937832e+18,,976542720.0,False,https://t.co/gnN4gapEpo,en,February,Q1
41002,"@Carolyn_Bennett @shelleylaskin @normsworld @Rob_Oliphant @RobOliphant Thanks so much, Carolyn. I’m grateful to be working with each of you, always focusing on getting results for our community together.",203,2020-03-02 01:25:08,Twitter for iPhone,4,1,joshmatlow,1.234288597093712e+18,40550119.0,15844405.0,False,,en,March,Q1
24648,"A group of generous Connecticut philanthropists have created an independent charity that's raising funds to help nonprofits on the frontlines of #COVID19 response and recovery.

@4_connecticut is a great example of generosity and I applaud those involved.",304,2020-04-01 16:37:51,Twitter Web App,84,33,govnedlamont,1.2453899250271027e+18,,1.0762939037232332e+18,False,https://t.co/9gIrd34DwG,en,April,Q2
3876,Tune in for the latest updates on Virginia's #COVID19 response:,87,2020-03-27 17:58:20,Periscope,144,97,GovernorVA,1.2435982412302868e+18,,104198706.0,False,https://t.co/MEQtfpO347,en,March,Q1
27333,"Your vote is your tool for change.

Use it.

Find your polling place here:",122,2020-03-03 20:59:48,Twitter for iPhone,659,84,GavinNewsom,1.2349465993499607e+18,,11347122.0,False,https://t.co/H8H63rFd6b,en,March,Q1
22533,"It’s time these unnecessary and outdated laws come off the books. 

*No wild hogs were injured in the trimming of this government fat. #IDLeg",165,2020-02-19 02:56:24,Twitter for iPhone,40,8,GovernorLittle,1.2299629117553336e+18,,41266395.0,False,https://t.co/jC0Z9EnE51,en,February,Q1
1721,"While several states reported some positive news during this morning's Governor's call with @VP, the importance of social distancing measures was reinforced- particularly for those with underlying health conditions. It's critical we stay the course. #StaySafeStayHome",291,2020-04-13 17:06:30,TweetDeck,66,13,GovernorGordon,1.249745792170156e+18,,1.081334766924755e+18,False,https://t.co/jyaqI3TFHF,en,April,Q2
30048,"The recent death of First Lt. Trevarius Bowman in Afghanistan, a member of the South Carolina National Guard residing in Spartanburg, is a sad reminder of the price to be paid in the War on Terror.",222,2020-05-25 22:34:01,Twitter for iPhone,2002,363,LindseyGrahamSC,1.265048504445145e+18,,432895323.0,False,https://t.co/tWArGqQoHJ,en,May,Q2
14671,"At the same time we are extending closures, we are also preparing for a potential increase of patients at our hospitals. We are doing everything we can as a state to prepare to take care of critically ill patients and ensure there is hospital space and supplies to respond.",273,2020-03-24 22:22:08,Twitter Web App,73,10,GovernorBullock,1.2425774648674714e+18,111721601.0,111721601.0,False,,en,March,Q1
19280,A man in his 70s was brought to the hospital and died shortly after arrival. Testing done post-mortem came back positive for COVID-19. He was living in a long-term care facility in Wyandotte County. (4/7),204,2020-03-13 00:38:11,Twitter Web App,13,11,GovLauraKelly,1.238263049540305e+18,1.0400588939075132e+18,1.0400588939075132e+18,False,,en,March,Q1
5029,Remembering the example and the wise words of Dr. Martin Luther King Jr. today. May we always strive to serve together to improve our communities and our world.,184,2020-01-20 15:45:59,Twitter Web App,88,12,GovHerbert,1.219284948718252e+18,,60688326.0,False,https://t.co/myZUWfzUy6,en,January,Q1
21640,"En todo el estado, alrededor del 35 por ciento de nuestras camas totales en la UCI ahora están ocupadas por pacientes con COVID y alrededor del 24 por ciento de nuestras ventilaciones totales están ocupadas por pacientes con COVID.",231,2020-03-31 20:25:55,Twitter Web App,6,2,GovPritzker,1.2450849347060165e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,March,Q1
9764,"COVID-19 is shining a bright light on longstanding inequalities in health care. Yesterday, our Department of Health and Human Services launched a radio and video campaign to share important messages about COVID-19 to historically marginalized populations.",255,2020-05-28 18:04:14,Twitter Web App,19,9,NC_Governor,1.266067776558465e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,May,Q2
3025,"Q: Any updates on WA schools? I am a high school senior and I am worried about graduation and other events and I just want to prepare. Thank you for your hard work and great leadership!#AskGovInslee
- @SydneeAdams_

A:",242,2020-04-02 19:27:33,Twitter VIT App for iOS,73,16,GovInslee,1.2457950195894313e+18,1077214808.0,1077214808.0,False,https://t.co/kr3vwkHVNx,en,April,Q2
43417,Great lineup on @FoxNews tonight with @JesseBWatters @JudgeJeanine and &amp; @greggutfeld. All starts at 8:00 P.M. Will be discussing and explaining the Impeachment Hoax!,170,2020-02-09 0:07,Twitter for iPhone,52580,11396,realDonaldTrump,1.23e+18,,,False,,en,February,Q1
9216,Save the date! The 2020 Governor’s Summit on Innovative Education will now take place virtually on July 21. Registration information coming soon!,169,2020-06-19 19:54:36,Twitter Web App,37,17,DougBurgum,1.2740680839640228e+18,,518700708.0,False,https://t.co/b4KzBMpwxM,en,June,Q2
16136,"Earlier this week, we answered the call of Missouri businesses concerned about their long-term viability.

@SBAgov will offer targeted, low-interest disaster recovery loans for Missouri small businesses that have been severely impacted by economic disruptions related to COVID-19.",280,2020-03-20 18:32:05,Twitter Web App,22,9,GovParsonMO,1.2410700212474716e+18,1.0036723207818076e+18,1.0036723207818076e+18,False,,en,March,Q1
18889,"Gov. Beshear Announces $500,000 in Grants Available for Qualifying Counties for Debris Disposal after Flooding: PRIDE funds will go toward environmentally responsible disposal -",225,2020-02-18 22:09:16,Twitter Web App,78,25,GovAndyBeshear,1.2298906542910792e+18,,1.1925498228652974e+18,False,https://t.co/aRJZUSD8iM,en,February,Q1
10058,"Defeating this virus is going to take compassion and neighbors looking out for one another. 

Volunteer to deliver foods and essential goods to high-risk individuals in your community or request services for yourself or a loved one here:",285,2020-04-18 15:28:03,Twitter Media Studio,485,156,NC_Governor,1.2515329559457546e+18,,8.137922504970281e+17,False,https://t.co/Q9ibhV3VKb,en,April,Q2
17263,"Our state watched George Floyd’s humanity get erased. Our feelings of anger, anguish, and disillusionment are justified.",120,2020-05-28 01:46:12,Twitter for iPhone,11217,1593,GovTimWalz,1.265821645945688e+18,,1.0646035409565656e+18,False,,en,May,Q2
19152,Don't forget to tune in at 2 p.m. CST for my daily press briefing to hear updates on COVID-19 in Kansas. Watch it live on Facebook at .,158,2020-04-29 17:40:20,Twitter Web App,41,18,GovLauraKelly,1.2555525137109197e+18,,1.0400588939075132e+18,False,https://t.co/ul1Motem2v,en,April,Q2
24847,Tonight I was on @CNNSitRoom discussing our efforts to ensure that #Connecticut's hospitals and healthcare workers have the tools they need to provide adequate care to patients. These hospital workers and all of their support staff are to be commended for their service.,294,2020-03-18 00:08:37,Twitter Media Studio,208,44,govnedlamont,1.240067550123307e+18,,1.0762939037232332e+18,False,https://t.co/cao88B9RjR,en,March,Q1
27868,"Arizona’s universities are stepping up to help protect public health. Thank you, @uarizona! And thank you Tucson-native @SavannahGuthrie for highlighting these efforts! #AZTogether @UArizonaPres #COVID19",227,2020-05-05 17:53:15,Twitter Media Studio,66,17,dougducey,1.257730090370138e+18,,20217019.0,False,https://t.co/0lL3VAVPMB,en,May,Q2
30865,"President Trump has failed to listen to science and we have all suffered because of it.

Let's be serious and prioritize our health over the bank accounts of billionaires and large corporations.",218,2020-04-21 12:01:00,TweetDeck,7183,1432,SenSanders,1.2525680120469957e+18,,29442313.0,False,https://t.co/5sbBXTCvb8,en,April,Q2
23202,Honored to participate in the annual Savannah Hockey Classic where @UGAHockey and @GTHockey will battle it out for the Thrasher Cup. Awesome crowd for this great event! #gapol #GoDawgs,208,2020-01-19 03:11:28,Twitter for iPhone,223,28,BrianKempGA,1.2187326819508347e+18,,47437206.0,False,https://t.co/AOuvGD8z0l,en,January,Q1
7661,"Frances and I personally send our gratitude to the essential employees who are keeping Pennsylvania running.
 
Your sacrifices and hard work do not go unnoticed. Thank you.",196,2020-04-27 14:00:00,TweetDeck,761,113,GovernorTomWolf,1.2547722863321416e+18,,2978837542.0,False,https://t.co/ka7QFHfxaZ,en,April,Q2
44489,,0,2020-06-30 18:59,Twitter for iPhone,256805,68564,realDonaldTrump,1.28e+18,,,False,https://t.co/bnQMEO2i9u,en,June,Q2
24039,"We're letting school districts know that they can begin holding in-person graduation ceremonies beginning July 6, following certain health and safety protocols.

I'll have more details during my 4PM news briefing today. Tune in!",228,2020-06-03 19:25:14,Twitter Web App,534,111,govnedlamont,1.2682624850411397e+18,,1.0762939037232332e+18,False,,en,June,Q2
36414,The Toronto Board of Health has unanimously approved our motion to recognize anti-Black racism as a public health crisis in our city.,159,2020-06-08 16:59:42,Twitter Web App,225,89,joe_cressy,1.2700377988469596e+18,,416025003.0,False,https://t.co/yyaQg7PIqR,en,June,Q2
27459,"Starting today, the Arizona Department of Liquor Licenses and Control shall cease issuing special event licenses for the period between June 29, 2020 and July 27, 2020. 5/",171,2020-06-29 22:43:42,Twitter Web App,298,106,dougducey,1.2777345174579446e+18,20217019.0,20217019.0,False,,en,June,Q2
19827,I have used data to drive decisions since the state’s first case of #COVID19 in early March and will continue to do so as the state continues a sector-by-sector reset. The state will move to reopen while continuing to monitor and respond to these four guiding principles:,271,2020-06-11 17:20:36,Twitter Web App,12,2,GovHolcomb,1.271130224189735e+18,4919082864.0,4919082864.0,False,,en,June,Q2
1985,It’s Asian and Pacific American Heritage Month! This month we recognize and celebrate the diverse cultures of Asian and Pacific Americans and their many contributions to our state and country! #APAHM,225,2020-05-19 15:27:08,Twitter Web App,194,35,GovEvers,1.262766750103294e+18,,234896532.0,False,https://t.co/vl1b8WjY8b,en,May,Q2
9371,Donations of personal protective equipment also are being accepted to ensure health care workers and first responders are protected as they respond to COVID-19. Commercially-produced supplies can be dropped off at NDDOT district locations. Details:,272,2020-04-03 00:14:23,Twitter Web App,14,5,DougBurgum,1.2458672061953106e+18,518700708.0,518700708.0,False,https://t.co/76N3r7CTrf,en,April,Q2
42408,Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90 but looks 39 to me. She is going strong!,114,2020-04-22 11:03,Twitter for iPhone,96595,13131,realDonaldTrump,1.25e+18,,,False,,en,April,Q2
29598,"@jonfavs (The merit of the political strategy of the Dem fight is a different question - we should force the GOP to publicly defend their indefensible positions more and in real time, imo.)",189,2020-03-14 19:12:33,Twitter for iPhone,2493,236,aoc,1.2389058789900165e+18,138203134.0,138203134.0,False,,en,March,Q1
22875,Wishing you a #HappyValentineDay on this #AlohaFriday,77,2020-02-14 19:06:25,Twitter Web App,15,4,GovHawaii,1.2283950846866186e+18,,2916915026.0,False,https://t.co/jXKsBFA7zA,en,February,Q1
28692,"Because of these proactive measures, Arizona is able to conduct rapid turnaround on testing and quickly provide treatment and services to anyone diagnosed with #COVID19. We will continue to share information in a timely and transparent manner, as we learn of it. 3/5",266,2020-03-07 16:06:31,Twitter Web App,16,4,dougducey,1.236322346597679e+18,20217019.0,20217019.0,False,,en,March,Q1
41336,"For more information on this virtual meeting with world leaders and international organizations, focused on addressing economic challenges and sustainability, click here:",194,2020-05-28 13:02,Twitter for iPhone,294,60,JustinTrudeau,1.27e+18,,,False,https://t.co/PiBRRstV7l,en,May,Q2
7531,"Domestic violence help is available. Call the @ndvh hotline at 1-800-799-7233, text LOVEIS to 22522, or log on to chat at .",171,2020-05-22 16:30:00,TweetDeck,73,36,GovernorTomWolf,1.2638697315027968e+18,,2978837542.0,False,https://t.co/KhIhLjIEyv,en,May,Q2
33974,"NEW: We will allow elective surgeries to resume in Westchester County and Suffolk County, including at Ambulatory Surgery Centers.",130,2020-05-16 15:44:00,Twitter Web App,3685,377,NYGovCuomo,1.2616838279503913e+18,,232268199.0,False,,en,May,Q2
24427,"🏀🗑️Basketball legend Ray Allen has a message for Connecticut:

The best way to stop the spread of COVID-19 is to #StaySafeStayHome.

""I know these are difficult times, but tough times don't last – tough people do.""",238,2020-04-17 22:18:53,Twitter Media Studio,529,119,govnedlamont,1.2512739579589222e+18,,1.0762939037232332e+18,False,https://t.co/0QPHqUMvCJ,en,April,Q2
1433,"The @uscensusbureau is hiring. Here's what you need to know.

👶 Must be 18+
🕖 30-40 hrs/week
💵 $22-$27 hourly rate

Learn more and apply today: 

#GetCountedDC",206,2020-01-31 23:16:08,Twitter Web App,43,39,MayorBowser,1.2233844978335662e+18,,976542720.0,False,https://t.co/e1Bs4WvQsn,en,January,Q1
20778,"I was glad to join Sen. @AndyManar to tour the Boys and Girls Club of Decatur. They've been working to ensure children have access to everything from meals to masks, virtual college fair resources to at-home activities. Thank you for your commitment to our youngest Illinoisans.",302,2020-06-10 01:05:20,Twitter for iPhone,210,30,GovPritzker,1.2705224027458273e+18,,1.0848175233784544e+18,False,https://t.co/qiNM9wsokt,en,June,Q2
14229,WATCH: Gov. Ricketts and Douglas County Health Department provide a #COVID19 update:,108,2020-03-07 17:39:40,Twitter for iPhone,6,2,GovRicketts,1.2363457877534024e+18,,2891165960.0,False,https://t.co/QjYJWjST2D,en,March,Q1
27676,"We also continue to expand testing throughout our prisons, including making available antibody tests for all correctional officers. And @AZNationalGuard continues to coordinate with tribal leaders throughout AZ to supply the necessary PPE, medical supplies, food, water &amp; more. 3/",284,2020-05-28 21:53:55,Twitter Web App,11,4,dougducey,1.2661255770790257e+18,20217019.0,20217019.0,False,,en,May,Q2
14645,"As we continue to do everything possible to protect Montanans from the spread of this virus, making sure children and families in our state don’t go hungry is a crucial priority.",202,2020-04-05 21:33:26,Twitter for iPhone,160,36,GovernorBullock,1.2469138636284232e+18,,111721601.0,False,https://t.co/DGNkk7c3CG,en,April,Q2
25491,"@LtGovofCO @McCluskieforCO @KerryDonovanSD5 Thanks to reinsurance, health care rates on the individual market are going down by an average of 20%! And the savings are greatest in the Eastern Plains, Southern Colorado, and the Western Slope!",240,2020-01-09 18:52:32,Twitter Web App,9,1,GovofCO,1.2153456279466107e+18,7.283442736203448e+17,7.283442736203448e+17,False,,en,January,Q1
44659,Designating $38.1 million to @MaineDOT1 from @USDOT to replace SEVEN bridges and improve FIVE locations in Kennebec Oxford Penobscot and Somerset Counties. Very important for keeping our bridges safe and people moving in the Great State of Maine!,246,2020-06-18 22:19,Twitter for iPhone,41019,9347,realDonaldTrump,1.27e+18,,,False,,en,June,Q2
24212,ICYMI: Watch this morning's roundtable discussion of the Reopen Connecticut Advisory Group's business committee,135,2020-05-14 16:58:50,Twitter Web App,11,4,govnedlamont,1.2609778851181814e+18,,1.0762939037232332e+18,False,https://t.co/cpMbTdIAK6,en,May,Q2
19179,Don't forget to tune in at 2 p.m. CST for my daily press briefing to hear updates on COVID-19 in Kansas. Watch it live on my Facebook at .,161,2020-04-17 15:03:29,Twitter Web App,67,18,GovLauraKelly,1.251164384723792e+18,,1.0400588939075132e+18,False,https://t.co/yp40cnIdwR,en,April,Q2
10910,"The terrible reality is that the COVID-19 pandemic will get worse before it gets better.

It is critical that New Mexicans minimize person-to-person contact and STAY HOME – it is the ONLY way to slow the spread of COVID-19. It is the only way to save lives.

#StayHomeSaveLives",301,2020-04-02 23:00:14,Twitter Web App,253,75,GovMLG,1.2458485455228805e+18,,1.0700837068224388e+18,False,https://t.co/iVEP7tRM02,en,April,Q2
43950,The men and women of the National Guard have been doing a great job fighting the CoronaVirus. This week I will extend their Title 32 orders through mid-August so they can continue to help States succeed in their response and recovery efforts.,242,2020-05-28 16:20,Twitter for iPhone,96160,19456,realDonaldTrump,1.27e+18,,,False,,en,May,Q2
19839,".@FLJanetHolcomb and I were heartbroken to hear of the passing of a great community leader Christel DeHaan, and we are keeping her family in our thoughts. Christel was a world renown humanitarian, rooted in her expertise in business and expressed through immense compassion. 1/3",278,2020-06-06 15:59:01,Twitter for iPhone,76,6,GovHolcomb,1.2692977515500175e+18,,4919082864.0,False,,en,June,Q2
34072,"What New Yorkers are doing is working.

We have flattened the curve. We have lowered the infection rate.

We must stay the course.

""If you’re going through hell, keep going.""",175,2020-05-07 16:48:54,Twitter Web App,17443,2285,NYGovCuomo,1.2584386699349647e+18,,232268199.0,False,,en,May,Q2
2794,"WATCH: Today I’m talking about our plan to restart elective medical procedures with @myWSNA Executive Director Sally Watkins and @MultiCareHealth President Bill Robertson.

Tune in at 2:30 PM:",240,2020-05-18 20:03:04,Twitter Web App,194,49,GovInslee,1.262473802996265e+18,,1077214808.0,False,https://t.co/N4OfA8LnGR,en,May,Q2
18098,Gov. Andy Beshear's statement on the current fight against #COVID19 and the rising numbers across the U.S.,130,2020-06-28 18:22:31,Twitter Web App,202,47,GovAndyBeshear,1.277306399308026e+18,,1.1925498228652974e+18,False,https://t.co/rRIq5wKIQF,en,June,Q2
6195,"I've proclaimed April 8, 2020, a Statewide Day of Prayer.

South Dakota will get through this together. Please share your prayers to encourage South Dakotans during this difficult time. #PrayforSD",196,2020-04-07 23:51:16,Twitter for Android,153,29,govkristinoem,1.247673328799748e+18,235251868.0,235251868.0,False,,en,April,Q2
6394,"TODAY is the last day to vote for Spearfish in the @smbizrevolution  makeover contest. Cast your votes now! 
👇 👇 👇 👇 👇",144,2020-01-21 17:39:44,Twitter Web App,2,1,govkristinoem,1.2196759636650598e+18,,235251868.0,False,https://t.co/SwYaZchvH6,en,January,Q1
16869,"Before you stream church or listen on the radio, join us in prayer (and for our first birthday shout outs) at 9:30 AM on Facebook Live! A good socially distant way to spend some time with the Lord and your fellow Mississippians on this Palm Sunday!",248,2020-04-05 13:36:11,Twitter for iPhone,168,18,tatereeves,1.246793759284695e+18,,259341329.0,False,,en,April,Q2
10615,"Effective Saturday, May 16, all New Mexicans will be required to wear a mask or face-covering in public settings.

44% of those with COVID-19 contract the virus from someone who shows no symptoms.

It is your duty as a member of your community to protect your fellow New Mexicans.",304,2020-05-14 01:00:19,Twitter Web App,209,62,GovMLG,1.260736666634879e+18,1.0700837068224388e+18,1.0700837068224388e+18,False,https://t.co/N8f8FyCnli,en,May,Q2
23199,"Dr. King was a transformational leader who put his mission ahead of personal comfort. A minister, missionary, &amp; champion of the Civil Rights Movement, he forever changed our culture. His legacy inspires us to treat all people w/ the dignity &amp; respect they deserve. #MLKDay",304,2020-01-20 12:56:07,Twitter Web App,372,56,BrianKempGA,1.2192421996925993e+18,,47437206.0,False,https://t.co/4izVc8p3wp,en,January,Q1
918,10/ A full list of meal sites can be found on .,70,2020-03-20 19:55:36,Twitter Web App,28,40,MayorBowser,1.2410910371179766e+18,976542720.0,976542720.0,False,https://t.co/G0z5prUE5u,en,March,Q1
31294,"About 900,000 people in Puerto Rico are still without power. It is well past time to build a 100% sustainable, decentralized, resilient power grid in Puerto Rico—instead of depending on outdated fossil fuel power plants that repeatedly plunge Puerto Rico into darkness.",293,2020-01-09 21:32:52,Twitter Web App,6091,1733,SenSanders,1.21538597846408e+18,,29442313.0,False,https://t.co/hLMk9q1EkR,en,January,Q1
23144,"To realize our full potential as a state, we must fully fund public school education, champion our educators, and put students - not the status quo - first.  #gapol",187,2020-02-14 03:18:11,Hootsuite Inc.,150,21,BrianKempGA,1.228156454928081e+18,,47437206.0,False,https://t.co/T5priEPzxP,en,February,Q1
15453,"In all, we have ordered almost $40 million worth of PPE and have already shipped almost 2 million pieces of PPE to our local partners, including almost 300,000 N95 respirator masks, 450,000 face shields, and 200,000 surgical masks.",231,2020-05-01 20:03:41,Twitter Web App,2,2,GovParsonMO,1.2563133622769132e+18,1.0036723207818076e+18,1.0036723207818076e+18,False,,en,May,Q2
42679,,0,2020-03-30 17:05,Twitter for iPhone,173520,39114,realDonaldTrump,1.24e+18,,,False,https://t.co/nzWJ8ViwbZ,en,March,Q1
43787,Mini Mike Bloomberg is spending a lot of money on False Advertising. I was the person who saved Pre-Existing Conditions in your Healthcare you have it now while at the same time winning the fight to rid you of the expensive unfair and very unpopular Individual  Mandate.....,274,2020-01-13 13:39,Twitter for iPhone,107849,24661,realDonaldTrump,1.22e+18,,,False,,en,January,Q1
18390,"Governor Beshear will update Kentuckians on #COVID19 at 5 p.m. ET. Tune in via  or  . 

#TogetherKy #TeamKentucky #HealthyatHome",174,2020-05-04 20:42:36,Twitter Web App,86,11,GovAndyBeshear,1.2574103196280955e+18,,1.1925498228652974e+18,False,https://t.co/n7homY7tSv,en,May,Q2
1930,"Today would have been Breonna Taylor’s 27th birthday. As we reflect today on Breonna’s life, we must also reflect on the systemic change needed to address the disease of racism in our state and our country. Her life mattered and her family deserves justice. #SayHerName",269,2020-06-05 21:02:35,Twitter Web App,1607,269,GovEvers,1.2690117617445806e+18,,234896532.0,False,,en,June,Q2
14099,"On Wednesday at 2:00pm, I will provide an update on the state's #COVID19 response along with @NEBgrocery and the Banking Department. I encourage everyone to watch online. Link to live stream here:",220,2020-03-31 23:16:01,Twitter Web App,38,25,GovRicketts,1.2451277417768223e+18,,2891165960.0,False,https://t.co/MYqmj3gAHy,en,March,Q1
19027,Today I spoke with representatives of Kansas’ manufacturing sector about our path to economic recovery and how we can bring more jobs to Kansas. They’ll be an important partner for my administration to get Kansans back to work.,251,2020-06-23 16:38:13,Twitter Web App,49,9,GovLauraKelly,1.2754682142065295e+18,,1.0400588939075132e+18,False,https://t.co/IrYgLNYIb2,en,June,Q2
16611,"I want to thank Senator @DaveSchatz26 and Representative @BeckyRuth114 for their leadership on getting the bridge bonding resolution completed, and let them know that our first round of bonds was achieved at an interest rate of 1.25%. #MissouriSOTS",248,2020-01-15 21:34:52,Twitter Web App,16,7,GovParsonMO,1.217560807061377e+18,,1.0036723207818076e+18,False,,en,January,Q1
7719,"The big steps we have taken to bend the curve of #COVID19 cases are working in PA.

Now is the time to start looking ahead and taking a measured, careful approach to prepare for the future. But the safety of PA'ians comes first and we must ensure we don’t undo all of our efforts.",304,2020-04-15 12:00:00,Twitter Media Studio,1106,255,GovernorTomWolf,1.2503934337740186e+18,,2978837542.0,False,https://t.co/PlEfSzLHje,en,April,Q2
361,"WHEREAS, during the COVID-19 public health emergency, @DCDPW employees have continued to bravely serve their follow residents;

I hereby proclaim May 17 - 23, 2020 as PUBLIC WORKS WEEK in Washington, DC.",227,2020-05-18 18:46:12,Twitter Web App,114,43,MayorBowser,1.2624544556493865e+18,,976542720.0,False,https://t.co/fVYQWiary0,en,May,Q2
27047,“We shouldn’t have to feel like this.”,62,2020-05-31 19:02:49,Twitter for iPhone,18213,6264,GavinNewsom,1.2671696790988268e+18,,11347122.0,False,https://t.co/jdeSonMM2L,en,May,Q2
12526,"A guiding principle in Nevada United: Roadmap to Recovery, is ""The State’s management of the recovery and reopening process must remain flexible at all times, with ongoing monitoring of local and statewide data reporting and analysis.""",235,2020-06-16 00:06:21,Twitter Web App,45,4,GovSisolak,1.2726818857395732e+18,1.080586433088258e+18,1.080586433088258e+18,False,,en,June,Q2
40711,@curiouskind1 @JohnTory Thank you for asking. I’m out of self isolation but am now strictly adhering to social distancing.,122,2020-03-23 19:43:33,Twitter for iPhone,3,0,joshmatlow,1.2421751700869407e+18,9.142382546391736e+17,15844405.0,False,,en,March,Q1
19869,"For this round of funding, service providers were able to apply for up to $5 million per project to expand service to unserved areas.",133,2020-06-04 14:15:50,Twitter Web App,1,0,GovHolcomb,1.2685470098348687e+18,4919082864.0,4919082864.0,False,,en,June,Q2
1791,"We've launched a state website to provide resources and information on the COVID-19 pandemic,  Do your part to mitigate the impacts. #COVID19WY",190,2020-03-19 01:19:02,TweetDeck,14,9,GovernorGordon,1.240447655538557e+18,,1.081334766924755e+18,False,https://t.co/eRcuaJGPqQ,en,March,Q1
8990,Hope Is Rising. Thank you to Pastor Mike Todd and pastors from across our state for inviting me to join in prayer &amp; worship for Oklahoma. As we stay united in prayer for our state we will continue to take proactive measures against #COVID19 &amp; we will get through this together.,309,2020-03-27 14:56:29,Twitter for iPhone,449,51,GovStitt,1.2435524772717773e+18,,8.652108776786862e+17,False,https://t.co/AKC1MHOp6Z,en,March,Q1
21390,"We sped up the application process by replacing some verification checks with faster methods. 

Like other states, we implemented an alphabetized filing schedule to spread out the volume of claims, making it easier and faster for all.",234,2020-04-13 21:40:56,Twitter for iPhone,57,10,GovPritzker,1.2498148555336376e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,April,Q2
19002,"Whether it’s responding to threats, investigating crimes, keeping our roads safe or protecting our kids on the internet, we all owe a debt of gratitude to the law enforcement professionals across this Commonwealth. Thank you for all that you do. ^AB",273,2020-01-09 18:41:39,Twitter Web App,138,30,GovAndyBeshear,1.2153428913604977e+18,,1.1925498228652974e+18,False,https://t.co/3hNhSGhyC3,en,January,Q1
22668,"The county mayors will be joining me on Facebook live to discuss the reopening of businesses and activities in their counties. We will be taking questions, so tune in and ask your questions live. WATCH LIVE➡️

#HawaiiCOVID19",271,2020-05-28 01:36:07,Twitter Web App,23,8,GovHawaii,1.2658191062063104e+18,,2916915026.0,False,https://t.co/9XL3KJMoIp,en,May,Q2
2803,"The HEROES Act is the kind of response COVID-19 demands. It:
✅ protects public health
✅ funds state/local aid 
✅ gives direct support to families and businesses. 

Congress should deliver this relief quickly to help us defeat the virus.",260,2020-05-14 19:24:08,Twitter Web App,930,222,GovInslee,1.2610144538410598e+18,,1077214808.0,False,https://t.co/jxk7W3y3fg,en,May,Q2
758,"1/ The District’s reported data for Saturday, April 4, 2020 includes 96 new positive coronavirus (COVID-19) cases, bringing the overall positive case total to 998.

Learn more:",224,2020-04-05 14:44:29,Twitter for iPhone,46,59,MayorBowser,1.2468109471608054e+18,,976542720.0,False,https://t.co/uZibCt0UMc,en,April,Q2
