Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
"@Mike_Phelan_1 @mikeclegg_msc Mike, I’m listening 🤓",51,2020-05-03 09:52:21,Twitter for iPhone,204,5,marcusrashford,1256884289582649346
"RT @ifrha3: @MarcusRashford @cbbc Morning Marcus! PE lessons normally involve a range of things from the warm up, slowly do small cardio ex…",140,2020-05-03 09:50:40,Twitter for iPhone,0,7,marcusrashford,1256883867182673921
"RT @JDixon_88: @MarcusRashford @cbbc You can do some kind of light body weight resistance exercises but main focus on warm up, cardio, cool…",140,2020-05-03 09:49:40,Twitter for iPhone,0,9,marcusrashford,1256883615146926080
"RT @JamesLeigh3: @MarcusRashford @cbbc Depends what your focus is! If it’s sport focused, like football, try to include some sort of skill…",139,2020-05-03 09:49:27,Twitter for iPhone,0,5,marcusrashford,1256883563586293763
"RT @shajedakhanom: @MarcusRashford @cbbc Simple cardio that may include jumping jacks.
Also good ways to warm up and cool down. 
(From a pr…",140,2020-05-03 09:49:14,Twitter for iPhone,0,7,marcusrashford,1256883505780359169
@OBU_JoeFoy @cbbc Thanks man!,29,2020-05-03 09:48:59,Twitter for iPhone,92,5,marcusrashford,1256883445952897031
@alexjb12345567 @cbbc Thank you!,32,2020-05-03 09:47:49,Twitter for iPhone,55,1,marcusrashford,1256883150002806784
@Prem2014 @cbbc Definitely! That’s the plan 👍🏾,46,2020-05-03 09:47:31,Twitter for iPhone,256,4,marcusrashford,1256883074052362242
@Deancunny @cbbc @MonkeyKello Any advice Mike?,46,2020-05-03 09:46:47,Twitter for iPhone,136,5,marcusrashford,1256882892355108865
@Mike_Phelan_1 you must have some advice 🙏🏾,43,2020-05-03 09:45:35,Twitter for iPhone,2385,50,marcusrashford,1256882590285529089
"Good morning!!

I have some homework and I need help from any PE teachers following me. @cbbc have asked me to pull together a PE session. I obviously know how to warm up but what else do I need? Is it all about cardio? 

Help please 🙏🏾 I want to get this right.",262,2020-05-03 09:43:52,Twitter for iPhone,10719,518,marcusrashford,1256882155415842816
@MUFCPereira @xrMount No longer my friend 😏,43,2020-05-02 16:30:58,Twitter for iPhone,253,3,marcusrashford,1256622218987085825
@tfosumensah @vomaronline Yes Tim 👊🏾,36,2020-05-02 16:14:20,Twitter for iPhone,1779,30,marcusrashford,1256618032107065344
To the Academy Players 🗣 https://t.co/PgszKFuatu,48,2020-05-02 16:04:43,Twitter for iPhone,28520,2444,marcusrashford,1256615612748566529
Happy birthday Becks ♥️🐐 https://t.co/llZqzRggqM,48,2020-05-02 08:45:59,Twitter for iPhone,77672,5457,marcusrashford,1256505202590527489
@Westpauper 😂🤣 I warned you!,28,2020-05-01 11:28:04,Twitter for iPhone,69,3,marcusrashford,1256183601726664706
"You asked for it, I’ve delivered!
This is how I’m starting my day...
https://t.co/DkFVQ8tZge
Thanks @AppleMusic 
Have a great Friday everyone! ♥️ https://t.co/w76MWOje2M",169,2020-05-01 10:20:00,Twitter for iPhone,5355,312,marcusrashford,1256166474034614272
"I really am so grateful to every single one of you who has donated a couple of £’s here and there as those little bits do really make a big difference. I know it’s not an easy time for any of you and I’m blown away that you have pulled together on this.

THANK YOU!! ♥️♥️",271,2020-04-30 17:27:26,Twitter for iPhone,4035,299,marcusrashford,1255911652375105538
"So, to give this campaign another boost and for us to reach a lot more children than we currently are I’m doubling my personal donation to @fareshareuk (3)",155,2020-04-30 17:26:49,Twitter for iPhone,3687,327,marcusrashford,1255911497395507201
"My mum worked all day every day when I was growing up to make sure I had at least one meal on the table every night. I needed breakfast club and free school meals otherwise I didn’t eat until 8/9pm.

Not every child is fortunate enough to get that evening meal... (2)",267,2020-04-30 17:25:58,Twitter for iPhone,4115,515,marcusrashford,1255911284987564032
"Guys, 6 weeks ago I launched my partnership with @fareshareuk and I’m so proud of the progress we’ve made together. Today we are supplying over 2million meals a week to vulnerable people across the UK, meals they wouldn’t otherwise have (1)",240,2020-04-30 17:25:17,Twitter for iPhone,19278,2105,marcusrashford,1255911113788739584
@chrisstokes82 @ManUtd This is very cute ♥️,43,2020-04-30 16:18:40,Twitter for iPhone,537,10,marcusrashford,1255894347469512704
"All this talk of music I’m gonna put together my workout playlist for you all. Some of you will like it, some of you won’t but it’s what gets me going at the moment.

@AppleMusic wana help? 🔊🎧",192,2020-04-30 12:24:47,Twitter for iPhone,6199,278,marcusrashford,1255835487983591424
"Ok ok, some good suggestions.

Let’s try this one: name your go-to workout track 👇🏾",83,2020-04-30 10:51:56,Twitter for iPhone,9367,365,marcusrashford,1255812121083949057
"@primevideosport The first one...
Could never re-enact that feeling",67,2020-04-30 09:58:21,Twitter for iPhone,3319,78,marcusrashford,1255798639513001985
If you could only listen to one song for the rest of your life what would it be? Go 👇🏾,86,2020-04-30 09:54:10,Twitter for iPhone,25049,1556,marcusrashford,1255797584997888001
Getting there...💪🏾 https://t.co/cn0tGnPD7R,42,2020-04-29 09:53:03,Twitter for iPhone,15776,784,marcusrashford,1255434915623112704
@D_DeGea @juanmata8 Isn’t he supposed to be the nice guy 😱😱♥️,61,2020-04-28 21:08:24,Twitter for iPhone,9362,252,marcusrashford,1255242487083474950
@AnderHerrera @juanmata8 Who is trying to get in on the action there boys? 👀 there’s an unidentified arm 💪🏼 Killing the special moment,134,2020-04-28 21:06:38,Twitter for iPhone,5144,133,marcusrashford,1255242041602310144
@juanmata8 ♥️,13,2020-04-28 20:15:21,Twitter for iPhone,2800,56,marcusrashford,1255229133401006088
@Neilg1975 Morning big man! Nice shirt ♥️,41,2020-04-28 07:47:30,Twitter for iPhone,1928,38,marcusrashford,1255040932040359936
Happy Birthday amigo @juanmata8 ♥️ https://t.co/Q66A1Xn8kv https://t.co/FLNDMeIvDI,82,2020-04-28 07:44:51,Twitter for iPhone,25570,2142,marcusrashford,1255040267448733696
@pokeralhoo I noticed you,25,2020-04-27 11:46:11,Twitter for iPhone,780,12,marcusrashford,1254738612316524545
@NICoachDK Great work,21,2020-04-27 11:45:54,Twitter for iPhone,75,1,marcusrashford,1254738539050303488
@WajahatJilani Good luck bro,28,2020-04-27 11:45:35,Twitter for iPhone,101,1,marcusrashford,1254738458754658307
@shai_10_ Pick yourself up mate. Tomorrow’s a new day!,54,2020-04-27 11:45:04,Twitter for iPhone,194,6,marcusrashford,1254738330035589122
@DanCox87 Baby Marcus it is then 😉 congrats!,44,2020-04-27 11:44:46,Twitter for iPhone,308,3,marcusrashford,1254738256140345345
@Jaden_Beattie Yh but we’re all going through it so try to be positive mate,75,2020-04-27 11:43:43,Twitter for iPhone,1486,22,marcusrashford,1254737990531911680
@hydrogz Nothing to complain about bro,38,2020-04-27 11:42:14,Twitter for iPhone,166,3,marcusrashford,1254737617238851584
@Kixn1107 Yh I’m good pal thank you,35,2020-04-27 11:41:15,Twitter for iPhone,100,1,marcusrashford,1254737368902483968
Everyone having a good start to the week?,41,2020-04-27 11:40:44,Twitter for iPhone,19974,897,marcusrashford,1254737239541723136
@DeAndreHopkins No days off 👊🏾,30,2020-04-26 19:51:35,Twitter for iPhone,626,9,marcusrashford,1254498379163414530
RT @RicardoSukai: @MarcusRashford Bribed my 3 yr old with chocolate to get this pose 😆 https://t.co/I8s4OlgZiU,110,2020-04-26 18:27:41,Twitter for iPhone,0,50,marcusrashford,1254477266240917508
Well deserved @laurenjamess22 👏🏾 https://t.co/YelffRRyk2,56,2020-04-26 18:26:37,Twitter for iPhone,4926,202,marcusrashford,1254476997016858626
RT @jay_me7: @MarcusRashford https://t.co/dEiZRQT5B0,52,2020-04-26 17:57:48,Twitter for iPhone,0,11,marcusrashford,1254469742762635264
RT @MrsCupcake79: @MarcusRashford My 6yr old has given it a bash ❤️ https://t.co/DcbgYZ5cCC,91,2020-04-26 17:57:43,Twitter for iPhone,0,11,marcusrashford,1254469722227175430
RT @ChikongL: @MarcusRashford Cos Sunday's are for smiling https://t.co/TlpXoSPbZP,82,2020-04-26 13:55:12,Twitter for iPhone,0,9,marcusrashford,1254408690435862530
RT @_NickNewell_: @MarcusRashford @MarcusRashford 👍🏻 https://t.co/yqK8XT9akH,76,2020-04-26 13:41:35,Twitter for iPhone,0,9,marcusrashford,1254405262716403716
RT @jackmackid: @MarcusRashford https://t.co/mvT5oHPPXq,55,2020-04-26 13:41:23,Twitter for iPhone,0,8,marcusrashford,1254405214502817792
RT @SabrinaMorris12: @MarcusRashford https://t.co/2KjmK0tQIY,60,2020-04-26 13:26:50,Twitter for iPhone,0,20,marcusrashford,1254401553009725441
RT @ChrisTChip: @MarcusRashford I still can't grow a beard in lockdown! https://t.co/4vIibKf9uf,95,2020-04-26 13:25:17,Twitter for iPhone,0,11,marcusrashford,1254401161311981568
RT @NickDenningMUFC: @MarcusRashford My mrs @revell7  was actually doing this and took this pictures without her knowing 😂 https://t.co/frk…,140,2020-04-26 13:25:02,Twitter for iPhone,0,9,marcusrashford,1254401097898373121
RT @emmizjayden: @MarcusRashford 🥰😍@MarcusRashford https://t.co/Jm7lMi0RzW,74,2020-04-26 13:11:42,Twitter for iPhone,0,11,marcusrashford,1254397745361833984
RT @misshodson: @MarcusRashford @marcusrashford This is Jack he turns 9 on Thursday 30th April PLEASE would you do him a video message he’s…,140,2020-04-26 13:11:31,Twitter for iPhone,0,47,marcusrashford,1254397697668321282
RT @craigybott: @MarcusRashford https://t.co/uuHH7p374s,55,2020-04-26 13:11:09,Twitter for iPhone,0,6,marcusrashford,1254397604647055361
@JC69mufc One of my favs 😂🤩,27,2020-04-26 13:10:59,Twitter for iPhone,413,4,marcusrashford,1254397565988212736
RT @JC69mufc: @MarcusRashford 🤩👍 https://t.co/1RZ9PvjkjQ,56,2020-04-26 13:10:43,Twitter for iPhone,0,13,marcusrashford,1254397497407156227
RT @ktwood2524: @MarcusRashford https://t.co/ZhRJbG0h67,55,2020-04-26 13:10:15,Twitter for iPhone,0,13,marcusrashford,1254397377865228290
RT @GuvnorRhys: @MarcusRashford https://t.co/OrPUBYSYd6,55,2020-04-26 13:09:48,Twitter for iPhone,0,7,marcusrashford,1254397264296058882
RT @omotolanifatai3: @MarcusRashford https://t.co/BJT6MXorc0,60,2020-04-26 13:09:22,Twitter for iPhone,0,8,marcusrashford,1254397158851317761
@foxtaylor2001 😂🤣,17,2020-04-26 13:09:08,Twitter for iPhone,461,5,marcusrashford,1254397097606090752
RT @tatendamangezi: @MarcusRashford https://t.co/Z56b4xbHNo,59,2020-04-26 13:08:41,Twitter for iPhone,0,8,marcusrashford,1254396985374846977
RT @ghabbi_johnny: @MarcusRashford Sunday are for smiling https://t.co/vhywu3TFiu,81,2020-04-26 13:08:19,Twitter for iPhone,0,5,marcusrashford,1254396891481223168
"Cos Sunday’s are for smiling...😁

Reply with a pic of you copying this pose and I’ll repost the best ones ♥️ https://t.co/PmKe88Lmgn",132,2020-04-26 12:43:46,Twitter for iPhone,20428,1285,marcusrashford,1254390714345152512
"RT @England: You've seen what @MarcusRashford can do. Now it's your turn.

In support of the #TwoPointSixChallenge, we're setting you the t…",140,2020-04-26 11:37:26,Twitter for iPhone,0,28,marcusrashford,1254374020973244417
6pm UK / 10am PST 🤦🏾,20,2020-04-25 14:36:18,Twitter for iPhone,948,31,marcusrashford,1254056647816871937
"Yo, this is AMAZING! @AbzHeywood I have to get this signed once we are back up and running 🖤 https://t.co/6EYoBgrxyX",116,2020-04-25 12:30:07,Twitter for iPhone,7102,419,marcusrashford,1254024891592040461
"For those asking who my team is, I support players rather than a team. @megatronnie @DeAndreHopkins are my boys 👊🏾",114,2020-04-25 12:28:25,Twitter for iPhone,1012,39,marcusrashford,1254024465719197698
Tonight! 6pm UK / 11am PST @NFL ♥️ https://t.co/uuAUc72PNr,58,2020-04-25 11:55:39,Twitter for iPhone,4718,247,marcusrashford,1254016217939161088
@England I gotchu @Sanchooo10 😉🤩,32,2020-04-24 20:56:36,Twitter for iPhone,8665,364,marcusrashford,1253789966062301185
RT @ManUtd: A blessed #RamadanKareem to all #MUFC supporters — may the holy month bring you good health and peace. https://t.co/Zm9aFPha2X,138,2020-04-24 07:38:55,Twitter for iPhone,0,7532,marcusrashford,1253589222302388229
@famousalexnield Happy birthday big man 👊🏾,42,2020-04-23 21:37:16,Twitter for iPhone,1617,29,marcusrashford,1253437810570223617
"RT @England: We’re up and running!

@AdamJSmithy is joined by @MarcusRashford to look back at the forward’s journey so far with the #ThreeL…",140,2020-04-23 19:02:03,Twitter for iPhone,0,49,marcusrashford,1253398749000458242
"And the good news keeps coming. As of this morning our @FareShareUK campaign is reaching 1.76million vulnerable children in the UK who relied on free school meals. Look what we can do when we work as a team, amazing. Thank you ♥️",229,2020-04-23 11:24:41,Twitter for iPhone,11158,668,marcusrashford,1253283650889748483
"RT @England: This is England, by @HussainManawer. https://t.co/panEQtNg8k",73,2020-04-23 08:04:39,Twitter for iPhone,0,1312,marcusrashford,1253233311138357255
@scottm9633 Happy birthday Liam!,32,2020-04-23 07:37:39,Twitter for iPhone,478,9,marcusrashford,1253226513337651200
RT @ManUtd: Happy #StGeorgesDay from everyone at #MUFC! https://t.co/ytAroGJJWo,79,2020-04-23 07:21:42,Twitter for iPhone,0,969,marcusrashford,1253222499489284097
"RT @England: You won't want to miss this! 🤩

Tune in at 6.30pm on Thursday, as @MarcusRashford joins us for a unique look back at his journ…",140,2020-04-23 07:21:31,Twitter for iPhone,0,79,marcusrashford,1253222455470100480
@cbrett86 @ManUtd @Persie_Official I’ve told him before I would have loved to play with him ♥️,94,2020-04-22 17:40:33,Twitter for iPhone,267,15,marcusrashford,1253015852267515905
@ManUtd @Persie_Official Effortless 🤩,37,2020-04-22 17:37:38,Twitter for iPhone,8827,286,marcusrashford,1253015118046212103
@Scarlet48797550 Twinning,25,2020-04-22 17:06:30,Twitter for iPhone,318,7,marcusrashford,1253007283057053697
@UTDBurner I do!!,17,2020-04-22 17:05:16,Twitter for iPhone,551,2,marcusrashford,1253006973718724611
@Davidpuckett37 @souvenirauction @TSFSUK Very nice! Happy birthday!,67,2020-04-22 16:12:16,Twitter for iPhone,35,2,marcusrashford,1252993633109848066
@hiyyyab Guess you don’t need day 33 😉,38,2020-04-22 16:11:29,Twitter for iPhone,1260,12,marcusrashford,1252993438930395136
@a_m_pawar Thanks bro! 👊🏾,25,2020-04-22 16:09:20,Twitter for iPhone,202,2,marcusrashford,1252992896330092546
@JakeAGriff Glad you enjoyed it!,32,2020-04-22 16:06:45,Twitter for iPhone,266,5,marcusrashford,1252992246959550467
@Jameel_MUFC You got it bro 👊🏾,30,2020-04-22 16:04:07,Twitter for iPhone,433,12,marcusrashford,1252991582309056520
@OwenHunn Show me the evidence 👀,32,2020-04-22 16:03:39,Twitter for iPhone,377,4,marcusrashford,1252991463560024066
@Fristajler Love it,19,2020-04-22 16:02:42,Twitter for iPhone,618,7,marcusrashford,1252991227525574663
@Utd_szn10 Your lucky day pal 👍🏾,32,2020-04-22 16:01:36,Twitter for iPhone,3983,39,marcusrashford,1252990949854232577
What day is it?! 🥴🤯🤣,20,2020-04-22 15:58:40,Twitter for iPhone,25726,1542,marcusrashford,1252990210658521091
RT @MU_Foundation: 📝 In this week's #WednesdayWorksheet we're playing @ManUtd #Countdown so channel your inner @RachelRileyRR and see if yo…,140,2020-04-22 11:51:31,Twitter for iPhone,0,43,marcusrashford,1252928013622292481
@ManUtd @WayneRooney @Persie_Official 😱🤩,40,2020-04-22 07:03:20,Twitter for iPhone,5209,151,marcusrashford,1252855491580932098
@ManUtd @AnthonyMartial And DJ 😂🤣😫 @Daniel_James_97,51,2020-04-21 22:09:28,Twitter for iPhone,6939,206,marcusrashford,1252721136724578308
@ManUtd @AnthonyMartial reaction 😂🤣😂🤣,37,2020-04-21 22:07:55,Twitter for iPhone,9624,334,marcusrashford,1252720747480600576
@sloth_sloman So exciting mate!! Keep calm! It’s going to be amazing ♥️,71,2020-04-21 16:03:45,Twitter for iPhone,647,15,marcusrashford,1252629103502675970
No days off...💪🏾🚴🏾 https://t.co/t2jyprvtiU,42,2020-04-21 15:24:43,Twitter for iPhone,39861,2345,marcusrashford,1252619280719511554
"@MatthewsTw1tter Working out bro, you?",38,2020-04-21 14:38:47,Twitter for iPhone,815,7,marcusrashford,1252607718843703298
@UtdGeraId Thanks bro! You too,30,2020-04-21 10:51:24,Twitter for iPhone,831,10,marcusrashford,1252550495723556865
"@JJokimu Really good thanks mate, you?",38,2020-04-21 10:51:12,Twitter for iPhone,145,3,marcusrashford,1252550445488386049
@tfosumensah 👋🏾♥️,17,2020-04-21 10:49:20,Twitter for iPhone,1421,27,marcusrashford,1252549977450188801
Good morning everyone!! ♥️,26,2020-04-21 09:07:32,Twitter for iPhone,30156,1200,marcusrashford,1252524357500514304
"@BillyChuckle I gotchu mate, don’t worry about what the kids think 👊🏾",69,2020-04-20 20:38:44,Twitter for iPhone,492,10,marcusrashford,1252335917584601090
@terryflewers Congrats bro 👊🏾,29,2020-04-20 20:37:11,Twitter for iPhone,339,7,marcusrashford,1252335525056348161
@Phil3162 Cutie 😍,17,2020-04-20 18:38:05,Twitter for iPhone,361,6,marcusrashford,1252305554309099523
"Enjoyed this @ManUtd ♥️
Podcast feat me and Scholesy live from 5pm today! https://t.co/1lUF1Kqx9z",97,2020-04-20 10:26:31,Twitter for iPhone,17164,1634,marcusrashford,1252181847536263168
"Aw bless you Tailor, have a great day!! ♥️ https://t.co/Dm8Oj7QeYL",66,2020-04-20 09:41:18,Twitter for iPhone,4379,180,marcusrashford,1252170469299687424
What time is the Scholesy podcast out tomorrow @ManUtd ?,56,2020-04-19 15:15:47,Twitter for iPhone,14790,582,marcusrashford,1251892254551298048
"RT @ManUtd: ⭐️ @MarcusRashford
⭐️ Paul Scholes

Two #MUFC stars, one unmissable UTD Podcast: coming 🔜

Here's a taster of what you can expe…",140,2020-04-19 07:59:35,Twitter for iPhone,0,462,marcusrashford,1251782482741075969
@clarealice27 Love that 😍,25,2020-04-18 16:25:25,Twitter for iPhone,639,7,marcusrashford,1251547391884476417
@Knightstar50 What a set up 🤩,29,2020-04-18 16:24:34,Twitter for iPhone,160,9,marcusrashford,1251547178880962562
Caught up with a @ManUtd 🐐 this last week. Can anyone guess who it was? https://t.co/WhLXSaJHpB,95,2020-04-18 13:41:00,Twitter for iPhone,24617,1106,marcusrashford,1251506014463176704
"RT @ManUtd: ""Wazza has been a massive part of my development and it was just a dream come true to play with him on the pitch after watching…",140,2020-04-16 15:42:38,Twitter for iPhone,0,615,marcusrashford,1250811850029248513
"#TBT when ⚽️ met 🏈
With the main man @megatronnie https://t.co/rpLMAju05P",73,2020-04-16 10:58:57,Twitter for iPhone,5731,255,marcusrashford,1250740458931785731
@Mike_Phelan_1 ♥️,17,2020-04-16 08:12:15,Twitter for iPhone,2652,53,marcusrashford,1250698507276689409
"@MailaMwale Sharing this with mum, thanks bro 👊🏾",48,2020-04-15 19:11:42,Twitter for iPhone,680,8,marcusrashford,1250502073042550784
"A wallpaper we should be sharing this Wednesday, thanks @footy_creative 👊🏾 https://t.co/jO25lkq1FG",98,2020-04-15 18:38:44,Twitter for iPhone,4968,324,marcusrashford,1250493779284541440
@Mike_Phelan_1 @SoccerLtd @PFPanthers19 @ighalojude @AnthonyMartial My fellow number 10 😏,89,2020-04-15 18:37:43,Twitter for iPhone,528,10,marcusrashford,1250493524245729280
My guy 👊🏾 https://t.co/Vwl0BCCizF,33,2020-04-15 15:52:58,Twitter for iPhone,3466,163,marcusrashford,1250452063408054282
@jayrose74mufc Love this!,25,2020-04-15 14:06:04,Twitter for iPhone,252,5,marcusrashford,1250425158159839237
"@joshhowes3 No I’ve got you, I’ll be in touch when we are back up and running. Thank you for everything you’re doing man ♥️",123,2020-04-15 10:21:51,Twitter for iPhone,1599,78,marcusrashford,1250368734696480769
@liamjones2105 Wow 😍,20,2020-04-15 10:20:23,Twitter for iPhone,239,4,marcusrashford,1250368365237096448
@jsul23 Soooo cute!,19,2020-04-15 09:57:16,Twitter for iPhone,154,5,marcusrashford,1250362547720593411
"RT @AsterisIG: @MarcusRashford Asked my nephew George, 5, which shirt he wanted, said - “the one Rash scored the penalty in Paris”. 
Asked…",139,2020-04-15 09:40:08,Twitter for iPhone,0,54,marcusrashford,1250358235527348224
Little hero ♥️♥️ https://t.co/4zHFm5YgZS,40,2020-04-15 09:37:39,Twitter for iPhone,5484,264,marcusrashford,1250357610655682561
RT @MUFCWWEEXRAF: @MarcusRashford Jack always trains in one of his many Rashford tops 🙂 https://t.co/yB5D3Dpr1S,111,2020-04-15 09:34:15,Twitter for iPhone,0,19,marcusrashford,1250356753621016576
RT @Bellscratch: @MarcusRashford Harry rocking his favourite shirt with his favourite player. ⚪⚫🔴 https://t.co/rFO4gW6YGl,121,2020-04-15 09:29:08,Twitter for iPhone,0,17,marcusrashford,1250355465705394176
RT @RossWhittaker: @MarcusRashford Just waiting on that call from the gaffer https://t.co/tgtNKazWyf,100,2020-04-15 09:28:37,Twitter for iPhone,0,31,marcusrashford,1250355335656656896
RT @sampatterson19: @MarcusRashford Shirts not big enough to fit Rashford on the back yet but this is George https://t.co/RTELt0bnt3,132,2020-04-15 09:28:27,Twitter for iPhone,0,24,marcusrashford,1250355295571902465
@liamodonnell10 Omg 😱,21,2020-04-15 09:25:35,Twitter for iPhone,842,15,marcusrashford,1250354572054253569
RT @dipsMUFC: @MarcusRashford My boy Ryan rocking the shirt in the Cayman Islands at Christmas last year 🙌🏼 https://t.co/AgCAw4lhbP,131,2020-04-15 09:24:29,Twitter for iPhone,0,18,marcusrashford,1250354295687360513
RT @maughan72: @MarcusRashford Waiting for you and the boys to get back on the pitch. Even my little boy is dressed ready for it https://t.…,140,2020-04-15 09:24:03,Twitter for iPhone,0,12,marcusrashford,1250354189844099075
RT @snalan1: @MarcusRashford Trying to mind our new born. 5 weeks old today https://t.co/ANwBmL1BTv,99,2020-04-15 09:23:32,Twitter for iPhone,0,21,marcusrashford,1250354056209420291
@DanielHalllo Congrats bro 👊🏾,29,2020-04-15 09:23:22,Twitter for iPhone,209,9,marcusrashford,1250354016669831168
RT @JasonRooney10: Happy Birthday to my best mate. 8 today. Where has the time gone. Enjoy your day. We will get back to old Trafford soon…,139,2020-04-15 09:22:36,Twitter for iPhone,0,11,marcusrashford,1250353820984430593
RT @kjw22021980: @MarcusRashford @MarcusRashford it’s my son Conal’s 4th birthday tomorrow. What’s the chances of a happy birthday message…,139,2020-04-15 09:22:11,Twitter for iPhone,0,13,marcusrashford,1250353717838139392
RT @paultowell: My big lad is 9 today! Sporting his new kit. Just need football back so we can get back to OT. Any chance of a birthday sho…,140,2020-04-15 09:21:45,Twitter for iPhone,0,20,marcusrashford,1250353609868361728
@m_almomen This is very cute 😍,30,2020-04-15 09:16:05,Twitter for iPhone,609,15,marcusrashford,1250352182265704455
@joshhowes3 I’ve got 2 tickets reserved for you mate. Looking forward to celebrating the real superstars around here ♥️,119,2020-04-15 09:14:38,Twitter for iPhone,3317,218,marcusrashford,1250351820012015616
RT @martinethan2009: @MarcusRashford How this one @MarcusRashford https://t.co/KY8vLTVxLb,89,2020-04-15 09:12:36,Twitter for iPhone,0,13,marcusrashford,1250351305052155905
Morning!! I’ve seen some lovely pics of little ones wearing Rashford strips. Wana keep sharing them and I’ll dedicate my Insta stories to them today? ♥️,152,2020-04-15 09:10:05,Twitter for iPhone,15857,774,marcusrashford,1250350673033457665
"RT @ManUtd: Today, we stand in solidarity with @LFC to remember the 96 victims of the Hillsborough disaster, which occurred on 15 April 198…",140,2020-04-15 08:41:25,Twitter for iPhone,0,5431,marcusrashford,1250343459002527745
@ManUtd ♥️,10,2020-04-14 14:27:10,Twitter for iPhone,3536,84,marcusrashford,1250068080530685953
@AnderHerrera @juanmata8 https://t.co/fP1Ea7MRTe,48,2020-04-13 19:51:36,Twitter for iPhone,5896,178,marcusrashford,1249787341365030912
"@ManUtd @juanmata8 @AnderHerrera Yo, look at these guys 😎 smoooth ♥️ https://t.co/YI9IB7z59G",92,2020-04-13 18:16:23,Twitter for iPhone,6941,363,marcusrashford,1249763379406872577
@ManUtd My guys @juanmata8 @AnderHerrera ♥️♥️,45,2020-04-13 18:14:41,Twitter for iPhone,5154,185,marcusrashford,1249762952028336129
@LindyLoo28 You too Linda. Your support means a lot ♥️,54,2020-04-13 18:11:50,Twitter for iPhone,117,6,marcusrashford,1249762234575851521
@LewisWissett @btsportfootball 🤤,32,2020-04-13 17:46:54,Twitter for iPhone,113,2,marcusrashford,1249755959641231360
@juliec976 Happy birthday!!,27,2020-04-13 17:46:08,Twitter for iPhone,126,4,marcusrashford,1249755767525294084
@smccormick065 Wouldn’t want to get on the wrong side of that little one 😳♥️,76,2020-04-13 17:45:55,Twitter for iPhone,274,4,marcusrashford,1249755712399519746
@sezjayphil84 Hi Alex! 👋🏾,25,2020-04-13 17:45:30,Twitter for iPhone,116,2,marcusrashford,1249755604991827968
@shaxxwn Relaxxxxx,18,2020-04-13 17:45:00,Twitter for iPhone,907,13,marcusrashford,1249755478453821441
@HayleyPlumtree Yes Charlotte keep practicing 👏🏾,48,2020-04-13 17:39:47,Twitter for iPhone,130,1,marcusrashford,1249754166685249539
@johnjohnCrean @dsully3 Giggsy is an absolute must!,51,2020-04-13 17:32:17,Twitter for iPhone,24,1,marcusrashford,1249752279919529985
@BenjaminGreeen Well done bro 👊🏾,32,2020-04-13 17:30:56,Twitter for iPhone,170,6,marcusrashford,1249751939396575232
@kammid @FareShareUK ♥️,23,2020-04-13 17:18:06,Twitter for iPhone,17,0,marcusrashford,1249748710285860864
@VedatImeri LOL,15,2020-04-13 17:17:34,Twitter for iPhone,326,5,marcusrashford,1249748575170564098
"@MUFCComps Thanks bro, appreciate you 👊🏾",40,2020-04-13 17:17:19,Twitter for iPhone,874,17,marcusrashford,1249748512889286656
@hicko0 He was incredible ♥️,28,2020-04-13 17:16:47,Twitter for iPhone,60,1,marcusrashford,1249748378633875465
@Burns11Mark Happy birthday Olivia!,35,2020-04-13 17:16:23,Twitter for iPhone,79,1,marcusrashford,1249748277437792256
@TheLewDavies Nice strip little lady,36,2020-04-13 17:15:34,Twitter for iPhone,1315,219,marcusrashford,1249748073124892673
@AdamDrewy85 I know all about Peppa Pig thanks to my niece...,61,2020-04-13 17:14:58,Twitter for iPhone,29,2,marcusrashford,1249747920573915139
@mandylewington Happy birthday!,31,2020-04-13 17:13:22,Twitter for iPhone,74,1,marcusrashford,1249747518558265345
@ajrobinson75 Well give her a hug from me please 👏🏾,51,2020-04-13 17:12:40,Twitter for iPhone,317,6,marcusrashford,1249747343886503945
@thetwoeffs Haha tell her I’m sorry,35,2020-04-13 17:12:17,Twitter for iPhone,122,1,marcusrashford,1249747248256364544
@official_s34ley Keep your head up bro. We’re all in this together 👊🏾,69,2020-04-13 17:11:30,Twitter for iPhone,260,4,marcusrashford,1249747050192871430
@20Davidhartono I do notice you 👀,33,2020-04-13 17:10:51,Twitter for iPhone,97,2,marcusrashford,1249746886191390721
@wollacneb Hi Ollie 👋🏾,22,2020-04-13 17:10:09,Twitter for iPhone,82,2,marcusrashford,1249746711356092423
@Phorizia My guys 👊🏾,20,2020-04-13 17:09:26,Twitter for iPhone,82,1,marcusrashford,1249746531739205635
@beast_bailly Great series 👍🏾,29,2020-04-13 17:08:59,Twitter for iPhone,1247,21,marcusrashford,1249746416286777346
@wollacneb Nearly there 👏🏾,26,2020-04-13 17:06:14,Twitter for iPhone,279,0,marcusrashford,1249745724927021058
@LindyLoo28 Amazing Linda! Thank you for the work you are doing ♥️,66,2020-04-13 17:04:17,Twitter for iPhone,213,3,marcusrashford,1249745232951902211
@ryanrydutton Happy birthday bro 👊🏾,35,2020-04-13 17:03:10,Twitter for iPhone,299,6,marcusrashford,1249744953514876928
@UtdPalette Amazing 😍,21,2020-04-13 17:01:42,Twitter for iPhone,310,11,marcusrashford,1249744584055369730
