Source,Tweets,Date,RTs,Favourites,isRT,id_str,tco,Language,Month,Quarter
Twitter for iPhone,Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews!,2020-04-11 23:51,8546,37270,FALSE,1.25E+18,https://t.co/F83yVaxXab,en,April,Q2
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,2020-04-11 23:34,43212,176139,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Governor @GavinNewsom of California has been very nice &amp;  highly supportive about the great job we have done working together for California. That is the good news but this is the bad. He is unfairly under attack by the Radical Left Dems MSDNC etc. He is strong! Will he fold?,2020-04-11 23:28,17150,80488,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will be watching. HAVE A GREAT EASTER!,2020-04-11 22:38,11563,48160,FALSE,1.25E+18,https://t.co/wCa7u6qSnl,en,April,Q2
Twitter for iPhone,The Wall Street Journal Editorial Board doesn’t have a clue on how to fight and win. Their views on Tariffs &amp; Trade are losers for the U.S. but winners for other countries including China. If we followed their standards  we’d have no Country left. They should love Sleepy Joe!,2020-04-11 22:35,17187,73928,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder where the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,2020-04-11 22:27,8950,30643,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,2020-04-11 22:22,953,3197,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Watching @FoxNews on weekend afternoons is a total waste of time. We now have some great alternatives like @OANN.,2020-04-11 21:53,34830,140387,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“The President and the Federal Government are doing an excellent job. When they say the death toll isn’t going to be as high as reported they (the opposition) act like they’re sad because it’s lower. I think they are (Press Conferences) wonderful.” West Virginia Resident C Span,2020-04-11 21:48,19026,94759,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great editorial by @SenRonJohnson!,2020-04-11 21:36,11509,37430,FALSE,1.25E+18,https://t.co/hGmcwI4OSe,en,April,Q2
Twitter for iPhone,Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @robertjeffress at  Church in Dallas Texas tomorrow morning at 10:20 AM Eastern.,2020-04-11 21:08,13886,55633,FALSE,1.25E+18,https://t.co/roBC6bOARn,en,April,Q2
Twitter for iPhone,WE WILL BUILD IT AGAIN!,2020-04-11 18:53,61637,437962,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,2020-04-11 18:47,29143,139094,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,When the Failing @nytimes or Amazon @washingtonpost writes a story saying “unnamed sources said” or any such phrase where a person’s  name is not used don’t believe them. Most of these unnamed sources don’t exist. They are made up to defame &amp; disparage. They have no “source”...,2020-04-11 18:43,31928,121112,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....economy was shuttered. This is unprecedented it is unsettling and challenging but we will rise to meet the occasion.” MACK MCLARTY Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger better and stronger than ever before!,2020-04-11 18:33,14540,71473,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“I think the situation is unprecedented and there is no question about that. It’s whiplash! The economy was moving forward at a rapid pace in terms of growth jobs and even wage increases and all of a sudden the pandemic hit and the....,2020-04-11 18:33,19451,98335,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“Trump did a deal with Japan. A lot of our product goes to Japan and we are booming in North Dakota.” Jim on C Span Washington Journal. Our Trade Deals will be having a big impact on our Country as they kick in!,2020-04-11 16:01,24160,123394,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-10 16:44,25231,96452,FALSE,1.25E+18,https://t.co/HGD0GHUOjt,en,April,Q2
Twitter for iPhone,Nobody wants to say that if Elizabeth Warren gets out of the race before Super Tuesday Crazy Bernie Sanders wins virtually every state in a blowout...NOT EVEN CLOSE!  I haven’t heard one member of the Fake News Establishment even mention this irrefutable fact. FAKE NEWS!,2020-04-10 15:42,22824,118996,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Invisible Enemy will soon be in full retreat!,2020-04-10 15:15,77503,444215,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Because the T.V. Ratings for the White House News Conference’s are the highest the Opposition Party (Lamestream Media) the Radical Left Do Nothing Democrats &amp; of course the few remaining RINO’S are doing everything in their power to disparage &amp; end them. The People’s Voice!,2020-04-10 14:36,25651,112336,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The White House Press Conference will take place today at 1:00 P.M. recognizing that it is Good Friday!,2020-04-10 14:35,16182,84279,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,HAPPY GOOD FRIDAY TO ALL!,2020-04-10 14:32,50681,401651,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Wow Approval Rating in the Republican Party - 96%. Thank you!,2020-04-10 14:14,31122,218747,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Not good Gregg but it is what it is. Have to save the airlines!,2020-04-10 12:36,9993,44523,FALSE,1.25E+18,https://t.co/AeaiLCO9pg,en,April,Q2
Twitter for iPhone,Congress must go back to DEDUCTIBILITY by businesses if Restaurants Clubs &amp; Entertaiment is expected to flourish (like never before)!,2020-04-10 11:48,16061,75082,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Democrats are blocking a 251 Billion Dollar funding boost for Small Businesses which will help them keep their employees. It should be for only that reason with no additions. We should have a big Infrastructure Phase Four with Payroll Tax Cuts &amp; more. Big Economic Bounceback!,2020-04-10 11:32,31285,113761,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,This week in only 4 days we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!,2020-04-10 11:30,35656,217469,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Democrats are blocking a 251 Million Dollar funding boost for Small Businesses which will help them keep their employees. It should be for only that reason with no additions. We should have a big Infrastructure Phase Four with Payroll Tax Cuts &amp; more. Big Economic Bounceback!,2020-04-10 11:19,3302,11811,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Tim Scott is Great!,2020-04-10 4:57,10515,40349,FALSE,1.25E+18,https://t.co/O1Aivbc2yG,en,April,Q2
Twitter for iPhone,Thank you Frank. It’s ABC Fake News. They knew they were wrong when they went with this Hoax of a story!,2020-04-10 4:56,18560,66354,FALSE,1.25E+18,https://t.co/FHkRaW3BTi,en,April,Q2
Twitter for iPhone,Thank you Erin!,2020-04-10 4:45,10205,56824,FALSE,1.25E+18,https://t.co/m8HRlK6VCY,en,April,Q2
Twitter for iPhone,....We will always be there for our Great Farmers Cattlemen Ranchers and Producers!,2020-04-10 0:42,12554,74306,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I have directed @SecretarySonny to expedite help to our farmers especially to the smaller farmers who are hurting right now. I expect Secretary Purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable strong and safe....,2020-04-10 0:42,22821,116594,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football Bachelor Finale according to @nytimes) &amp; is only way for me to escape the Fake News &amp; get my views across. WSJ is Fake News!,2020-04-09 19:35,28686,131924,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,2020-04-09 18:39,54563,444186,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,On National Former Prisoner of War Recognition Day we honor the more than 500000 American warriors captured while protecting our way of life. We pay tribute to these Patriots for their unwavering and unrelenting spirit!,2020-04-09 15:51,22018,88858,FALSE,1.25E+18,https://t.co/KOI7Qd1pZx,en,April,Q2
Twitter for iPhone,.@OANN  A key CoronaVirus Model is now predicting far fewer deaths than the number shown in earlier models. That’s because the American people are doing a great job. Social Distancing etc. Keep going!,2020-04-09 15:08,31291,182657,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Absentee Ballots are a great way to vote for the many senior citizens military and others who can’t get to the polls on Election Day. These ballots are very different from 100% Mail-In Voting which is “RIPE for FRAUD” and shouldn’t be allowed!,2020-04-08 23:34,50256,198429,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,This morning 450000 protective suits landed in Dallas Texas. This was made possible because of the partnership of two great American companies—DuPont and FedEx—and our friends in Vietnam. Thank you! @DuPont_News @FedEx,2020-04-08 23:15,20791,98899,FALSE,1.25E+18,https://t.co/8yhG6tYnQW,en,April,Q2
Twitter for iPhone,,2020-04-08 22:48,12569,57231,FALSE,1.25E+18,https://t.co/DKY3UPeyak,en,April,Q2
Twitter for iPhone,Wishing a HAPPY PASSOVER to those celebrating in the United States Israel and around the world!,2020-04-08 20:50,22179,105051,FALSE,1.25E+18,https://t.co/83odnD9yvh,en,April,Q2
Twitter for iPhone,White House news conference at 5:30 P.M. Eastern. Thank you!,2020-04-08 20:37,13670,89595,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Extraordinary times require even closer cooperation between friends. Thank you India and the Indian people for the decision on HCQ. Will not be forgotten! Thank you Prime Minister @NarendraModi for your strong leadership in helping not just India but humanity in this fight!,2020-04-08 18:11,110302,449820,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Can’t see AOC plus 3 supporting Sleepy Joe!,2020-04-08 16:12,20863,128546,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Wow Bernie is unwilling to give up his delegates and wants more of them! What’s that all about?,2020-04-08 16:09,24867,143373,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats &amp; the DNC wanted same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party TRADE!,2020-04-08 15:49,57860,288576,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,FLATTENING OF THE CURVE!,2020-04-08 15:26,34051,238944,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Once we OPEN UP OUR GREAT COUNTRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,2020-04-08 14:52,39105,214955,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Once we OPEN UP OUR GREAT COUNYRY and it will be sooner rather than later the horror of the Invisible Enemy except for those that sadly lost a family member or friend must be quickly forgotten. Our Economy will BOOM perhaps like never before!!!,2020-04-08 14:49,450,1813,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,...the Fake News Media into not covering them but that effort failed because the ratings are through the roof according to of all sources the Failing New York Times “Monday Night Football Bachelor Finale” type numbers (&amp; sadly they get it $FREE). Trump Derangement Syndrome!,2020-04-08 14:42,15784,72756,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Radical Left Democrats have gone absolutely crazy that I am doing daily Presidential News Conferences. They actually want me to STOP! They used to complain that I am not doing enough of them now they complain that I “shouldn’t be allowed to do them.” They tried to shame.....,2020-04-08 14:42,27530,125183,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Will be immediately sending 100 Ventilators to Colorado at the request of Senator Gardner!,2020-04-08 12:46,14191,68677,FALSE,1.25E+18,https://t.co/Nj4EPxfZl6,en,April,Q2
Twitter for iPhone,Republicans should fight very hard when it comes to state wide mail-in voting. Democrats are clamoring for it. Tremendous potential for voter fraud and for whatever reason  doesn’t work out well for Republicans. @foxandfriends,2020-04-08 12:20,41281,144115,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“The number of New Yorkers admitted to hospitals has dropped.” @ainsleyearhardt @foxandfriends  Good news!,2020-04-08 12:07,20700,117123,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-07 22:43,10890,50427,FALSE,1.25E+18,https://t.co/nyajxA52Fs,en,April,Q2
Twitter for iPhone,,2020-04-07 22:43,10281,49170,FALSE,1.25E+18,https://t.co/fiorkR8wtn,en,April,Q2
Twitter Media Studio,,2020-04-07 21:29,21070,67274,FALSE,1.25E+18,https://t.co/2VsBBtXpfg,en,April,Q2
Twitter for iPhone,Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Look forward to it.,2020-04-07 21:23,13151,63623,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,White House news conference at 5:30 P.M. Eastern. Thank you!,2020-04-07 21:03,12417,86909,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-07 20:39,10112,45488,FALSE,1.25E+18,https://t.co/GIzwKSbuuS,en,April,Q2
Twitter for iPhone,Just had a conf call w/ major lenders discussing our Great Small Businesses &amp; the #PPPloan. I ask every company big &amp; small making announcements about innovative contributions hiring new workers or looking to overcome setbacks to share your stories with #AmericaWorksTogether!,2020-04-07 20:03,15545,59360,FALSE,1.25E+18,https://t.co/zfEy14aJ86,en,April,Q2
Twitter for iPhone,Wisconsin get out and vote NOW for Justice Daniel Kelly. Protect your 2nd Amendment!,2020-04-07 15:26,27629,119169,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Why didn’t the I.G. who spent 8 years with the Obama Administration (Did she Report on the failed H1N1 Swine Flu debacle where 17000 people died?) want to talk to the Admirals Generals V.P. &amp; others in charge before doing her report. Another Fake Dossier!,2020-04-07 15:22,40386,156182,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The W.H.O. really blew it. For some reason funded largely by the United States yet very China centric. We will be giving that a good look. Fortunately I rejected their advice on keeping our borders open to China early on. Why did they give us such a faulty recommendation?,2020-04-07 15:04,113609,462619,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Vote today Tuesday for highly respected Republican Justice Daniel Kelly. Tough on Crime loves your Military Vets Farmers &amp; will save your 2nd Amendment. A BIG VOTE!,2020-04-07 4:35,21841,81450,FALSE,1.25E+18,https://t.co/1FPYjzZCoH,en,April,Q2
Twitter for iPhone,Great job being done by Dr. Nicole Saphier on @FoxNews!,2020-04-07 3:39,13380,89820,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-07 3:32,10673,46707,FALSE,1.25E+18,https://t.co/oUFOV2HQLo,en,April,Q2
Twitter for iPhone,,2020-04-07 0:10,9764,45412,FALSE,1.25E+18,https://t.co/JIkrIczC8o,en,April,Q2
Twitter for iPhone,,2020-04-07 0:10,10360,46449,FALSE,1.25E+18,https://t.co/e3wBhSwDx7,en,April,Q2
Twitter for iPhone,The Wisconsin Supreme Court ruled that tomorrow’s election will proceed as scheduled. VOTE for Justice Daniel Kelly tomorrow and be safe!,2020-04-07 0:09,22763,78872,FALSE,1.25E+18,https://t.co/rYkcxaae1k,en,April,Q2
Twitter for iPhone,White House news conference at 5:45 P.M. Eastern. Thank you!,2020-04-06 21:25,12967,95075,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congratulations to State Representative Karen Whitsett of Michigan. So glad you are getting better!,2020-04-06 21:03,31632,113182,FALSE,1.25E+18,https://t.co/v6z46rUDtg,en,April,Q2
Twitter for iPhone,,2020-04-06 18:32,14808,65072,FALSE,1.25E+18,https://t.co/GIzwKSbuuS,en,April,Q2
Twitter for iPhone,Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention one where he doesn’t have to show up. Gee I wonder why? Also what ever happened to that phone call he told the Fake News he wanted to make to me?,2020-04-06 15:34,35254,173958,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Advertising in the Failing New York Times is WAY down. Washington Post is not much better. I can’t say whether this is because they are Fake News sources of information to a level that few can understand or the Virus is just plain beating them up. Fake News is bad for America!,2020-04-06 13:08,32090,161870,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,LIGHT AT THE END OF THE TUNNEL!,2020-04-06 11:55,74329,415967,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,USA STRONG!,2020-04-06 11:54,60794,362401,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Thank you Gayle. I only wish the public could fully understand how corrupt &amp; dishonest so much of our Lamestream Media is. My Press Conferences are vital. They are reaching millions of people that are not being told the truth &amp; haven’t been for years (Witch-Hunts Fake News)!,2020-04-06 11:53,19699,72240,FALSE,1.25E+18,https://t.co/DN4DDoHPtu,en,April,Q2
Twitter for iPhone,For humanitarian reasons the passengers from the two CoronaVirus stricken cruise ships have been given medical treatment and when appropriate allowed to disembark under strict supervision. Very carefully done. People we’re dying &amp; no other countries would allow them to dock!,2020-04-06 11:49,16025,78381,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@gayletrotter  “To this day the establishment media have not admitted that they were wrong and the President was right.” @FoxNews,2020-04-06 11:40,17903,86550,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-06 0:51,13293,61791,FALSE,1.25E+18,https://t.co/j8fKN49P1o,en,April,Q2
Twitter for iPhone,,2020-04-06 0:51,11351,53188,FALSE,1.25E+18,https://t.co/hUVUJb9zSA,en,April,Q2
Twitter for iPhone,White House news conference at 6:45 P.M. Eastern. Thank you!,2020-04-05 22:19,16269,108662,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,We are learning much about the Invisible Enemy. It is tough and smart but we are tougher and smarter!,2020-04-05 19:35,62618,385798,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will be having a White House CoronaVirus Task Force meeting in a short while. May or may not do a News Conference after the meeting depending on new information. Talks &amp; meetings today are proving promising but a rough two weeks are coming up!,2020-04-05 19:30,19568,92363,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Thank you Gayle!,2020-04-05 16:30,14237,59158,FALSE,1.25E+18,https://t.co/DN4DDoHPtu,en,April,Q2
Twitter for iPhone,I agree!,2020-04-05 16:26,9447,44419,FALSE,1.25E+18,https://t.co/8QO4QquG4A,en,April,Q2
Twitter for iPhone,A very biased “journalist”.,2020-04-05 16:25,10026,42485,FALSE,1.25E+18,https://t.co/4jN4LW63FV,en,April,Q2
Twitter for iPhone,A great &amp; wonderful woman!,2020-04-05 16:23,24359,149830,FALSE,1.25E+18,https://t.co/6ivEcwk12Z,en,April,Q2
Twitter for iPhone,Corrected Fake News!,2020-04-05 16:20,12246,47293,FALSE,1.25E+18,https://t.co/1LISKyeVNg,en,April,Q2
Twitter for iPhone,He wants to raise taxes all over our Country!,2020-04-05 2:02,21202,80215,FALSE,1.25E+18,https://t.co/8RgHO9y8p6,en,April,Q2
Twitter for iPhone,Disgraceful!,2020-04-05 1:59,15712,61309,FALSE,1.25E+18,https://t.co/Z8g6UWi6dB,en,April,Q2
Twitter for iPhone,Palm Sunday is the beginning of a Holy week for many people of Faith and a great day to lift our voices in Prayer. I will be tuning into Pastor @greglaurie at @harvestorg Church in Riverside California tomorrow at 11:00 A.M. Eastern.,2020-04-04 23:25,26052,102620,FALSE,1.25E+18,https://t.co/2eTaKsZVT4,en,April,Q2
Twitter for iPhone,....We will get through this together and bats will be swinging before you know it. In the meantime take care of mom and dad and know that this will not be forever! @littleleagueceo,2020-04-04 19:40,16173,93051,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,To all of our youth who are missing the start of their @LittleLeague seasons hang in there! We will get you back out on the fields and know that you will be playing baseball soon....,2020-04-04 19:40,28957,170743,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Paycheck Protection Program is up and running! The program is open to nonprofits as well so banks be sure to sign up our Great Religious and Veteran Organizations that need help!,2020-04-04 19:19,18395,88160,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,America owes our very hard working food supply workers so much as they produce and deliver high quality food for us during this horrible COVID-19. Join me in thanking our Farmers Ranchers Processors Distributors and Stores! @JohnBoozman,2020-04-04 19:10,28405,152485,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-04 18:30,11286,46191,FALSE,1.25E+18,https://t.co/GIzwKSbuuS,en,April,Q2
Twitter for iPhone,I will be holding a News Conference at 3:30 P.M. at the White House. Thank you!,2020-04-04 17:09,21045,128641,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@CNN is Fake News. They will take a good story and make it as bad as is humanly possible. They are a JOKE!,2020-04-04 17:07,52472,272761,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Good idea Dana!,2020-04-04 17:05,18431,78293,FALSE,1.25E+18,https://t.co/Vx7yfwfpIU,en,April,Q2
Twitter for iPhone,Great!,2020-04-04 15:27,14341,56630,FALSE,1.25E+18,https://t.co/2BL1hj32zJ,en,April,Q2
Twitter for iPhone,I agree with this. Watch!,2020-04-04 15:17,33126,128679,FALSE,1.25E+18,https://t.co/CouUHHu13t,en,April,Q2
Twitter for iPhone,I will immediately ask Congress for more money to support small businesses under the #PPPloan if the allocated money runs out. So far way ahead of schedule. @BankofAmerica &amp; community banks are rocking! @SBAgov @USTreasury,2020-04-04 15:09,11999,53849,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will immediately ask Congress for more money to support small businesses under the @ppploan if the allocated money runs out. So far way ahead of schedule. @BankofAmerica &amp; community banks are rocking! @SBAgov @USTreasury,2020-04-04 14:59,2403,9464,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I fully agree!,2020-04-04 13:48,11642,80802,FALSE,1.25E+18,https://t.co/yAQ71uhk9Q,en,April,Q2
Twitter for iPhone,Thank you Cory!,2020-04-04 13:41,6914,34348,FALSE,1.25E+18,https://t.co/Nx1QykXAE8,en,April,Q2
Twitter for iPhone,Great job being done by @BankofAmerica and many community banks throughout the country. Small businesses appreciate your work!,2020-04-03 18:49,16326,97216,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Paycheck Protection Program is now available! #CARESActSmall Business Guidance &amp; Loan Resources:,2020-04-03 17:51,13390,45848,FALSE,1.25E+18,https://t.co/lfe1wbsSNA,en,April,Q2
Twitter for iPhone,Thank you @DeptofDefense @USACEHQ @USNationalGuard @FEMA and @CDCgov!,2020-04-03 17:33,9359,34347,FALSE,1.25E+18,https://t.co/p9j7kZsD7b,en,April,Q2
Twitter for iPhone,Thank you @USNationalGuard keep up the great work!,2020-04-03 17:29,12122,51941,FALSE,1.25E+18,https://t.co/tzQb3eGDat,en,April,Q2
Twitter for iPhone,GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs for hardworking Americans. Promises Made Promises Kept! #MAGA,2020-04-03 17:14,26180,135667,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Highly respected Justice Daniel Kelly is running for the Supreme Court in the Great State of Wisconsin. Justice Kelly has been doing a terrific job upholding the Rule of Law and defending your #2A. Tough on Crime Loves our Military and our Vets. He has my Complete Endorsement!,2020-04-03 17:12,21225,95126,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,We hit 3M hard today after seeing what they were doing with their Masks. “P Act” all the way. Big surprise to many in government as to what they were doing - will have a big price to pay!,2020-04-03 0:52,44052,202651,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-03 0:15,12657,52604,FALSE,1.25E+18,https://t.co/C4YLj4hKZn,en,April,Q2
Twitter for iPhone,,2020-04-03 0:13,12702,56666,FALSE,1.25E+18,https://t.co/GElcwjwBY2,en,April,Q2
Twitter for iPhone,30 DAYS TO SLOW THE SPREAD,2020-04-02 16:48,21944,87563,FALSE,1.25E+18,https://t.co/GIzwKSt5mq,en,April,Q2
Twitter for iPhone,.....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!,2020-04-02 14:54,17643,97724,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Just spoke to my friend MBS (Crown Prince) of Saudi Arabia who spoke with President Putin of Russia &amp; I expect &amp; hope that they will be cutting back approximately 10 Million Barrels and maybe substantially more which if it happens will be GREAT for the oil &amp; gas industry!,2020-04-02 14:32,39791,161726,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“The States have to get the money to the people who need it.” @MariaBartiromo  And FAST!,2020-04-02 14:12,19059,91141,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....have been stocked up and ready long before this crisis hit. Other states are thrilled with the job we have done. Sending many Ventilators today with thousands being built. 51 large cargo planes coming in with medical supplies. Prefer sending directly to hospitals.,2020-04-02 13:17,14384,63572,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Massive amounts of medical supplies even hospitals and medical centers are being delivered directly to states and hospitals by the Federal Government. Some have insatiable appetites &amp; are never satisfied (politics?). Remember we are a backup for them. The complainers should...,2020-04-02 13:17,23879,107307,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Somebody please explain to Cryin’ Chuck Schumer that we do have a military man in charge of distributing goods a very talented Admiral in fact. New York has gotten far more than any other State including hospitals &amp; a hospital ship but no matter what always complaining.....,2020-04-02 12:57,33676,153657,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,...It wouldn’t matter if you got ten times what was needed it would never be good enough. Unlike other states New York unfortunately got off to a late start. You should have pushed harder. Stop complaining &amp; find out where all of these supplies are going. Cuomo working hard!,2020-04-02 12:57,18128,82991,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Upon information and belief Iran or its proxies are planning a sneak attack on U.S. troops and/or assets in Iraq. If this happens Iran will pay a very heavy price indeed!,2020-04-01 17:05,66884,329879,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congress must pass the old and very strongly proven deductibility by businesses on restaurants and entertainment. This will bring restaurants and everything related back - and stronger than ever. Move quickly they will all be saved!,2020-04-01 16:36,33472,150602,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-01 0:32,12921,51619,FALSE,1.25E+18,https://t.co/cawqG2DGXV,en,April,Q2
Twitter for iPhone,,2020-04-01 0:32,14440,63138,FALSE,1.25E+18,https://t.co/nQfccoKPj2,en,April,Q2
Twitter for iPhone,30 DAYS TO SLOW THE SPREAD#COVIDー19,2020-03-31 23:49,20180,72000,FALSE,1.25E+18,https://t.co/p9j7kZsD7b,en,March,Q1
Twitter for iPhone,Great work @AtlasAirWW thank you!,2020-03-31 20:56,12570,51243,FALSE,1.25E+18,https://t.co/90X4lRRHdM,en,March,Q1
Twitter for iPhone,Will be starting The White House news conference at 5:15 P.M. Eastern.,2020-03-31 20:27,13462,84122,FALSE,1.25E+18,,en,March,Q1
Twitter for iPhone,My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3500 while at the same time making the cars substantially safer. Engines would run smoother. Positive impact on the environment! Foolish executives!,2020-03-31 19:52,24868,114039,FALSE,1.25E+18,,en,March,Q1
Twitter for iPhone,My Administration is helping U.S. auto workers by replacing the failed Obama Emissions Rule. Impossible to satisfy its Green New Deal Standard; Lots of unnecessary and expensive penalties to car buyers!,2020-03-31 19:51,25274,117938,FALSE,1.25E+18,,en,March,Q1
Twitter for iPhone,Great news! American families will now be able to buy safer more affordable and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!,2020-03-31 19:50,33228,189148,FALSE,1.25E+18,,en,March,Q1
