Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
okay you know what's crazy is that one song can make me think of a certain person and that SAME song can make that person think of a different person like lmao i hate that but also kind of cool,193,2020-05-07 21:00:14,Twitter Web App,26,1,sallydarr,1258501922467778564
this is my spotify https://t.co/sS4SBFjMC7,42,2020-05-07 20:20:12,Twitter Web App,4,0,sallydarr,1258491845543432192
@obermydeadbody I need this on a sticker,40,2020-05-07 05:08:27,Twitter for iPhone,2,0,sallydarr,1258262396096917504
I cry on demand in all of my tiktoks now so in the future y’all won’t know if my tears are real or fake 😎 no one will ever know what’s truly in my heart 🧚‍♀️✨💕🌈🖕🏻,162,2020-05-07 04:51:20,Twitter for iPhone,51,0,sallydarr,1258258088974528513
@paigemrw Bae 🥰🥰🥰,17,2020-05-06 20:59:26,Twitter for iPhone,1,0,sallydarr,1258139334051536903
Everyone here is too kind I don’t deserve y’all,47,2020-05-06 20:06:52,Twitter for iPhone,9,0,sallydarr,1258126105229373440
yes https://t.co/PAsAzA14L0,27,2020-05-06 19:41:22,Twitter for iPhone,58,1,sallydarr,1258119686572650496
@latinsuperstar @whoweekly Can confirm I’m a wholigan,53,2020-05-06 19:37:34,Twitter for iPhone,2,0,sallydarr,1258118731483447296
RT @thealexconnor: This is my favorite tiktoker https://t.co/6WOMJflY3s,71,2020-05-06 19:36:29,Twitter for iPhone,0,2,sallydarr,1258118456618221570
@emmkick @juliannakearn 🥺🥺🥺,27,2020-05-06 19:35:30,Twitter for iPhone,0,0,sallydarr,1258118208957136899
Vogue I’m waiting by the phone https://t.co/Qp20a4SLhi,54,2020-05-06 19:35:10,Twitter for iPhone,10,0,sallydarr,1258118126832701445
i often think about how glenn close and i were in the same high school a cappella group bad bitches only,104,2020-05-06 17:13:47,Twitter Web App,12,0,sallydarr,1258082545738092545
no one cares but I used to be obsessed with going on long walks in the morning and that habit has since died but I have started my morning strolls again and it’s really the best way to start your day go for a morning stroll guys and play some Pokémon Go or Wizards Unite,270,2020-05-06 15:54:46,Twitter for iPhone,34,0,sallydarr,1258062660098306051
RT @itsTJD: @sallydarr liking ‘it’s complicated’ gives me such validation. I’ve always loved that movie so much.,112,2020-05-05 20:14:23,Twitter Web App,0,1,sallydarr,1257765605307973634
@itsTJD it is a gem!!! shout it from the rooftops!!,51,2020-05-05 20:14:11,Twitter Web App,1,0,sallydarr,1257765557270720519
"RT @guptaspeaking: watch normal people
watch normal people
watch normal people
watch normal people
watch normal people
watch normal people…",139,2020-05-04 02:03:56,Twitter for iPhone,0,1,sallydarr,1257128798262345728
@guptaspeaking @chrisfromonline AS SOON AS HE SAID HIS GF WAS FROM SLIGO WE KNEW IT WOULD BE HER I WAS SO EXCITED TO SEE HOW HOT SHE WOULD LOOK,143,2020-05-04 02:03:27,Twitter for iPhone,3,0,sallydarr,1257128677135069185
girls that find guys who drink spiked seltzer unattractive are cancelled,72,2020-05-03 01:09:48,Twitter for iPhone,21,0,sallydarr,1256752785699332099
@demiiwhiffin Yes the agreement is that there are worse I could do is #1 and anyone who thinks otherwise needs to listen again,126,2020-05-03 00:18:52,Twitter for iPhone,0,0,sallydarr,1256739970552864768
@demiiwhiffin forgive me I’m having a heated discussion with my family about the soundtrack,91,2020-05-03 00:12:03,Twitter for iPhone,0,0,sallydarr,1256738254159851520
locals think beauty school dropout is the best song from grease,63,2020-05-03 00:08:19,Twitter for iPhone,13,1,sallydarr,1256737313138360331
Uncut Gems (2019) https://t.co/UC1zu6xDBn,41,2020-05-02 20:24:11,Twitter for iPhone,75,1,sallydarr,1256680910784729088
@guptaspeaking Over achiever!!!,31,2020-05-02 01:47:06,Twitter for iPhone,0,0,sallydarr,1256399784275050497
@guptaspeaking omfg send me pages when you’re done,50,2020-05-02 00:47:47,Twitter for iPhone,2,0,sallydarr,1256384859381141507
Cat is number 1 on the call sheet https://t.co/4jYSpBmfUp,57,2020-05-02 00:16:07,Twitter for iPhone,4,0,sallydarr,1256376890107088897
@IkeSpeaks not if you know it's coming from the candle,54,2020-05-01 22:06:14,Twitter Web App,5,0,sallydarr,1256344205082968066
a candle that smells like gasoline,34,2020-05-01 22:04:15,Twitter Web App,40,1,sallydarr,1256343702726938630
@jackadraper @SuperYakiStuff omg,32,2020-05-01 21:51:52,Twitter Web App,0,0,sallydarr,1256340585889349634
RT @aliciaberri: My favorite tiktoker is @sallydarr she us a genius I love this so much https://t.co/A86ehHAMQp,111,2020-05-01 17:09:16,Twitter for iPhone,0,3,sallydarr,1256269469288103937
@guptaspeaking okay stop bullying me I’ll watch it,50,2020-04-30 21:43:48,Twitter for iPhone,2,0,sallydarr,1255976171348676612
if your friends text about you while you are in the room with them they are not your friends send tweet,103,2020-04-30 20:51:28,Twitter Web App,10,0,sallydarr,1255962999602515968
