Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
@Westpauper 😂🤣 I warned you!,28,2020-05-01 11:28:04,Twitter for iPhone,70,3,MarcusRashford,1256183601726664706,False,,en,May
"You asked for it, I’ve delivered!
This is how I’m starting my day...

Thanks @AppleMusic 
Have a great Friday everyone! ♥️",169,2020-05-01 10:20:00,Twitter for iPhone,5364,312,MarcusRashford,1256166474034614272,False,https://t.co/DkFVQ8tZge,en,May
"I really am so grateful to every single one of you who has donated a couple of £’s here and there as those little bits do really make a big difference. I know it’s not an easy time for any of you and I’m blown away that you have pulled together on this.

THANK YOU!! ♥️♥️",271,2020-04-30 17:27:26,Twitter for iPhone,4038,299,MarcusRashford,1255911652375105538,False,,en,April
"So, to give this campaign another boost and for us to reach a lot more children than we currently are I’m doubling my personal donation to @fareshareuk (3)",155,2020-04-30 17:26:49,Twitter for iPhone,3693,328,MarcusRashford,1255911497395507201,False,,en,April
"My mum worked all day every day when I was growing up to make sure I had at least one meal on the table every night. I needed breakfast club and free school meals otherwise I didn’t eat until 8/9pm.

Not every child is fortunate enough to get that evening meal... (2)",267,2020-04-30 17:25:58,Twitter for iPhone,4116,515,MarcusRashford,1255911284987564032,False,,en,April
"Guys, 6 weeks ago I launched my partnership with @fareshareuk and I’m so proud of the progress we’ve made together. Today we are supplying over 2million meals a week to vulnerable people across the UK, meals they wouldn’t otherwise have (1)",240,2020-04-30 17:25:17,Twitter for iPhone,19304,2106,MarcusRashford,1255911113788739584,False,,en,April
@chrisstokes82 @ManUtd This is very cute ♥️,43,2020-04-30 16:18:40,Twitter for iPhone,537,10,MarcusRashford,1255894347469512704,False,,en,April
"All this talk of music I’m gonna put together my workout playlist for you all. Some of you will like it, some of you won’t but it’s what gets me going at the moment.

@AppleMusic wana help? 🔊🎧",192,2020-04-30 12:24:47,Twitter for iPhone,6208,277,MarcusRashford,1255835487983591424,False,,en,April
"Ok ok, some good suggestions.

Let’s try this one: name your go-to workout track 👇🏾",83,2020-04-30 10:51:56,Twitter for iPhone,9383,364,MarcusRashford,1255812121083949057,False,,en,April
"@primevideosport The first one...
Could never re-enact that feeling",67,2020-04-30 09:58:21,Twitter for iPhone,3326,78,MarcusRashford,1255798639513001985,False,,en,April
If you could only listen to one song for the rest of your life what would it be? Go 👇🏾,86,2020-04-30 09:54:10,Twitter for iPhone,25072,1558,MarcusRashford,1255797584997888001,False,,en,April
Getting there...💪🏾,42,2020-04-29 09:53:03,Twitter for iPhone,15788,782,MarcusRashford,1255434915623112704,False,https://t.co/cn0tGnPD7R,en,April
@D_DeGea @juanmata8 Isn’t he supposed to be the nice guy 😱😱♥️,61,2020-04-28 21:08:24,Twitter for iPhone,9374,252,MarcusRashford,1255242487083474950,False,,en,April
@AnderHerrera @juanmata8 Who is trying to get in on the action there boys? 👀 there’s an unidentified arm 💪🏼 Killing the special moment,134,2020-04-28 21:06:38,Twitter for iPhone,5153,133,MarcusRashford,1255242041602310144,False,,en,April
@juanmata8 ♥️,13,2020-04-28 20:15:21,Twitter for iPhone,2807,56,MarcusRashford,1255229133401006088,False,,en,April
@Neilg1975 Morning big man! Nice shirt ♥️,41,2020-04-28 07:47:30,Twitter for iPhone,1929,38,MarcusRashford,1255040932040359936,False,,en,April
Happy Birthday amigo @juanmata8 ♥️,82,2020-04-28 07:44:51,Twitter for iPhone,25603,2142,MarcusRashford,1255040267448733696,False,https://t.co/Q66A1Xn8kv,en,April
@pokeralhoo I noticed you,25,2020-04-27 11:46:11,Twitter for iPhone,784,12,MarcusRashford,1254738612316524545,False,,en,April
@NICoachDK Great work,21,2020-04-27 11:45:54,Twitter for iPhone,75,1,MarcusRashford,1254738539050303488,False,,en,April
@WajahatJilani Good luck bro,28,2020-04-27 11:45:35,Twitter for iPhone,99,1,MarcusRashford,1254738458754658307,False,,en,April
@shai_10_ Pick yourself up mate. Tomorrow’s a new day!,54,2020-04-27 11:45:04,Twitter for iPhone,194,6,MarcusRashford,1254738330035589122,False,,en,April
@DanCox87 Baby Marcus it is then 😉 congrats!,44,2020-04-27 11:44:46,Twitter for iPhone,310,3,MarcusRashford,1254738256140345345,False,,en,April
@Jaden_Beattie Yh but we’re all going through it so try to be positive mate,75,2020-04-27 11:43:43,Twitter for iPhone,1485,22,MarcusRashford,1254737990531911680,False,,en,April
@hydrogz Nothing to complain about bro,38,2020-04-27 11:42:14,Twitter for iPhone,167,3,MarcusRashford,1254737617238851584,False,,en,April
@Kixn1107 Yh I’m good pal thank you,35,2020-04-27 11:41:15,Twitter for iPhone,100,1,MarcusRashford,1254737368902483968,False,,en,April
Everyone having a good start to the week?,41,2020-04-27 11:40:44,Twitter for iPhone,20004,898,MarcusRashford,1254737239541723136,False,,en,April
@DeAndreHopkins No days off 👊🏾,30,2020-04-26 19:51:35,Twitter for iPhone,627,9,MarcusRashford,1254498379163414530,False,,en,April
Well deserved @laurenjamess22 👏🏾,56,2020-04-26 18:26:37,Twitter for iPhone,4930,203,MarcusRashford,1254476997016858626,False,https://t.co/YelffRRyk2,en,April
@JC69mufc One of my favs 😂🤩,27,2020-04-26 13:10:59,Twitter for iPhone,411,4,MarcusRashford,1254397565988212736,False,,en,April
@foxtaylor2001 😂🤣,17,2020-04-26 13:09:08,Twitter for iPhone,463,5,MarcusRashford,1254397097606090752,False,,en,April
"Cos Sunday’s are for smiling...😁

Reply with a pic of you copying this pose and I’ll repost the best ones ♥️",132,2020-04-26 12:43:46,Twitter for iPhone,20445,1288,MarcusRashford,1254390714345152512,False,https://t.co/PmKe88Lmgn,en,April
6pm UK / 10am PST 🤦🏾,20,2020-04-25 14:36:18,Twitter for iPhone,949,31,MarcusRashford,1254056647816871937,False,,en,April
"Yo, this is AMAZING! @AbzHeywood I have to get this signed once we are back up and running 🖤",116,2020-04-25 12:30:07,Twitter for iPhone,7110,421,MarcusRashford,1254024891592040461,False,https://t.co/6EYoBgrxyX,en,April
"For those asking who my team is, I support players rather than a team. @megatronnie @DeAndreHopkins are my boys 👊🏾",114,2020-04-25 12:28:25,Twitter for iPhone,1015,39,MarcusRashford,1254024465719197698,False,,en,April
Tonight! 6pm UK / 11am PST @NFL ♥️,58,2020-04-25 11:55:39,Twitter for iPhone,4725,247,MarcusRashford,1254016217939161088,False,https://t.co/uuAUc72PNr,en,April
@England I gotchu @Sanchooo10 😉🤩,32,2020-04-24 20:56:36,Twitter for iPhone,8673,365,MarcusRashford,1253789966062301185,False,,en,April
@famousalexnield Happy birthday big man 👊🏾,42,2020-04-23 21:37:16,Twitter for iPhone,1619,29,MarcusRashford,1253437810570223617,False,,en,April
"And the good news keeps coming. As of this morning our @FareShareUK campaign is reaching 1.76million vulnerable children in the UK who relied on free school meals. Look what we can do when we work as a team, amazing. Thank you ♥️",229,2020-04-23 11:24:41,Twitter for iPhone,11175,669,MarcusRashford,1253283650889748483,False,,en,April
@scottm9633 Happy birthday Liam!,32,2020-04-23 07:37:39,Twitter for iPhone,478,9,MarcusRashford,1253226513337651200,False,,en,April
@cbrett86 @ManUtd @Persie_Official I’ve told him before I would have loved to play with him ♥️,94,2020-04-22 17:40:33,Twitter for iPhone,269,15,MarcusRashford,1253015852267515905,False,,en,April
@ManUtd @Persie_Official Effortless 🤩,37,2020-04-22 17:37:38,Twitter for iPhone,8834,285,MarcusRashford,1253015118046212103,False,,en,April
@Scarlet48797550 Twinning,25,2020-04-22 17:06:30,Twitter for iPhone,317,7,MarcusRashford,1253007283057053697,False,,en,April
@UTDBurner I do!!,17,2020-04-22 17:05:16,Twitter for iPhone,555,2,MarcusRashford,1253006973718724611,False,,en,April
@Davidpuckett37 @souvenirauction @TSFSUK Very nice! Happy birthday!,67,2020-04-22 16:12:16,Twitter for iPhone,35,2,MarcusRashford,1252993633109848066,False,,en,April
@hiyyyab Guess you don’t need day 33 😉,38,2020-04-22 16:11:29,Twitter for iPhone,1260,12,MarcusRashford,1252993438930395136,False,,en,April
@a_m_pawar Thanks bro! 👊🏾,25,2020-04-22 16:09:20,Twitter for iPhone,202,2,MarcusRashford,1252992896330092546,False,,en,April
@JakeAGriff Glad you enjoyed it!,32,2020-04-22 16:06:45,Twitter for iPhone,266,5,MarcusRashford,1252992246959550467,False,,en,April
@Jameel_MUFC You got it bro 👊🏾,30,2020-04-22 16:04:07,Twitter for iPhone,436,12,MarcusRashford,1252991582309056520,False,,en,April
@OwenHunn Show me the evidence 👀,32,2020-04-22 16:03:39,Twitter for iPhone,378,4,MarcusRashford,1252991463560024066,False,,en,April
@Fristajler Love it,19,2020-04-22 16:02:42,Twitter for iPhone,620,7,MarcusRashford,1252991227525574663,False,,en,April
@Utd_szn10 Your lucky day pal 👍🏾,32,2020-04-22 16:01:36,Twitter for iPhone,3984,39,MarcusRashford,1252990949854232577,False,,en,April
What day is it?! 🥴🤯🤣,20,2020-04-22 15:58:40,Twitter for iPhone,25767,1545,MarcusRashford,1252990210658521091,False,,en,April
@ManUtd @WayneRooney @Persie_Official 😱🤩,40,2020-04-22 07:03:20,Twitter for iPhone,5220,151,MarcusRashford,1252855491580932098,False,,en,April
@ManUtd @AnthonyMartial And DJ 😂🤣😫 @Daniel_James_97,51,2020-04-21 22:09:28,Twitter for iPhone,6944,206,MarcusRashford,1252721136724578308,False,,en,April
@ManUtd @AnthonyMartial reaction 😂🤣😂🤣,37,2020-04-21 22:07:55,Twitter for iPhone,9640,334,MarcusRashford,1252720747480600576,False,,en,April
@sloth_sloman So exciting mate!! Keep calm! It’s going to be amazing ♥️,71,2020-04-21 16:03:45,Twitter for iPhone,649,15,MarcusRashford,1252629103502675970,False,,en,April
No days off...💪🏾🚴🏾,42,2020-04-21 15:24:43,Twitter for iPhone,39906,2347,MarcusRashford,1252619280719511554,False,https://t.co/t2jyprvtiU,en,April
"@MatthewsTw1tter Working out bro, you?",38,2020-04-21 14:38:47,Twitter for iPhone,818,7,MarcusRashford,1252607718843703298,False,,en,April
@UtdGeraId Thanks bro! You too,30,2020-04-21 10:51:24,Twitter for iPhone,837,10,MarcusRashford,1252550495723556865,False,,en,April
"@JJokimu Really good thanks mate, you?",38,2020-04-21 10:51:12,Twitter for iPhone,145,3,MarcusRashford,1252550445488386049,False,,en,April
@tfosumensah 👋🏾♥️,17,2020-04-21 10:49:20,Twitter for iPhone,1425,27,MarcusRashford,1252549977450188801,False,,en,April
Good morning everyone!! ♥️,26,2020-04-21 09:07:32,Twitter for iPhone,30180,1207,MarcusRashford,1252524357500514304,False,,en,April
"@BillyChuckle I gotchu mate, don’t worry about what the kids think 👊🏾",69,2020-04-20 20:38:44,Twitter for iPhone,492,10,MarcusRashford,1252335917584601090,False,,en,April
@terryflewers Congrats bro 👊🏾,29,2020-04-20 20:37:11,Twitter for iPhone,339,7,MarcusRashford,1252335525056348161,False,,en,April
@Phil3162 Cutie 😍,17,2020-04-20 18:38:05,Twitter for iPhone,361,6,MarcusRashford,1252305554309099523,False,,en,April
"Enjoyed this @ManUtd ♥️
Podcast feat me and Scholesy live from 5pm today!",97,2020-04-20 10:26:31,Twitter for iPhone,17182,1635,MarcusRashford,1252181847536263168,False,https://t.co/1lUF1Kqx9z,en,April
"Aw bless you Tailor, have a great day!! ♥️",66,2020-04-20 09:41:18,Twitter for iPhone,4378,181,MarcusRashford,1252170469299687424,False,https://t.co/Dm8Oj7QeYL,en,April
What time is the Scholesy podcast out tomorrow @ManUtd ?,56,2020-04-19 15:15:47,Twitter for iPhone,14808,585,MarcusRashford,1251892254551298048,False,,en,April
@clarealice27 Love that 😍,25,2020-04-18 16:25:25,Twitter for iPhone,638,7,MarcusRashford,1251547391884476417,False,,en,April
@Knightstar50 What a set up 🤩,29,2020-04-18 16:24:34,Twitter for iPhone,160,9,MarcusRashford,1251547178880962562,False,,en,April
Caught up with a @ManUtd 🐐 this last week. Can anyone guess who it was?,95,2020-04-18 13:41:00,Twitter for iPhone,24635,1109,MarcusRashford,1251506014463176704,False,https://t.co/WhLXSaJHpB,en,April
"#TBT when ⚽️ met 🏈
With the main man @megatronnie",73,2020-04-16 10:58:57,Twitter for iPhone,5736,256,MarcusRashford,1250740458931785731,False,https://t.co/rpLMAju05P,en,April
@Mike_Phelan_1 ♥️,17,2020-04-16 08:12:15,Twitter for iPhone,2655,53,MarcusRashford,1250698507276689409,False,,en,April
"@MailaMwale Sharing this with mum, thanks bro 👊🏾",48,2020-04-15 19:11:42,Twitter for iPhone,682,8,MarcusRashford,1250502073042550784,False,,en,April
"A wallpaper we should be sharing this Wednesday, thanks @footy_creative 👊🏾",98,2020-04-15 18:38:44,Twitter for iPhone,4970,324,MarcusRashford,1250493779284541440,False,https://t.co/jO25lkq1FG,en,April
@Mike_Phelan_1 @SoccerLtd @PFPanthers19 @ighalojude @AnthonyMartial My fellow number 10 😏,89,2020-04-15 18:37:43,Twitter for iPhone,530,10,MarcusRashford,1250493524245729280,False,,en,April
My guy 👊🏾,33,2020-04-15 15:52:58,Twitter for iPhone,3473,163,MarcusRashford,1250452063408054282,False,https://t.co/Vwl0BCCizF,en,April
@jayrose74mufc Love this!,25,2020-04-15 14:06:04,Twitter for iPhone,251,5,MarcusRashford,1250425158159839237,False,,en,April
"@joshhowes3 No I’ve got you, I’ll be in touch when we are back up and running. Thank you for everything you’re doing man ♥️",123,2020-04-15 10:21:51,Twitter for iPhone,1602,78,MarcusRashford,1250368734696480769,False,,en,April
@liamjones2105 Wow 😍,20,2020-04-15 10:20:23,Twitter for iPhone,240,4,MarcusRashford,1250368365237096448,False,,en,April
@jsul23 Soooo cute!,19,2020-04-15 09:57:16,Twitter for iPhone,156,5,MarcusRashford,1250362547720593411,False,,en,April
Little hero ♥️♥️,40,2020-04-15 09:37:39,Twitter for iPhone,5488,264,MarcusRashford,1250357610655682561,False,https://t.co/4zHFm5YgZS,en,April
@liamodonnell10 Omg 😱,21,2020-04-15 09:25:35,Twitter for iPhone,844,15,MarcusRashford,1250354572054253569,False,,en,April
@DanielHalllo Congrats bro 👊🏾,29,2020-04-15 09:23:22,Twitter for iPhone,209,9,MarcusRashford,1250354016669831168,False,,en,April
@m_almomen This is very cute 😍,30,2020-04-15 09:16:05,Twitter for iPhone,613,15,MarcusRashford,1250352182265704455,False,,en,April
@joshhowes3 I’ve got 2 tickets reserved for you mate. Looking forward to celebrating the real superstars around here ♥️,119,2020-04-15 09:14:38,Twitter for iPhone,3316,218,MarcusRashford,1250351820012015616,False,,en,April
Morning!! I’ve seen some lovely pics of little ones wearing Rashford strips. Wana keep sharing them and I’ll dedicate my Insta stories to them today? ♥️,152,2020-04-15 09:10:05,Twitter for iPhone,15870,776,MarcusRashford,1250350673033457665,False,,en,April
@ManUtd ♥️,10,2020-04-14 14:27:10,Twitter for iPhone,3545,84,MarcusRashford,1250068080530685953,False,,en,April
@AnderHerrera @juanmata8,48,2020-04-13 19:51:36,Twitter for iPhone,5900,178,MarcusRashford,1249787341365030912,False,https://t.co/fP1Ea7MRTe,en,April
"@ManUtd @juanmata8 @AnderHerrera Yo, look at these guys 😎 smoooth ♥️",92,2020-04-13 18:16:23,Twitter for iPhone,6954,364,MarcusRashford,1249763379406872577,False,https://t.co/YI9IB7z59G,en,April
@ManUtd My guys @juanmata8 @AnderHerrera ♥️♥️,45,2020-04-13 18:14:41,Twitter for iPhone,5159,185,MarcusRashford,1249762952028336129,False,,en,April
@LindyLoo28 You too Linda. Your support means a lot ♥️,54,2020-04-13 18:11:50,Twitter for iPhone,119,6,MarcusRashford,1249762234575851521,False,,en,April
@LewisWissett @btsportfootball 🤤,32,2020-04-13 17:46:54,Twitter for iPhone,114,2,MarcusRashford,1249755959641231360,False,,en,April
@juliec976 Happy birthday!!,27,2020-04-13 17:46:08,Twitter for iPhone,126,4,MarcusRashford,1249755767525294084,False,,en,April
@smccormick065 Wouldn’t want to get on the wrong side of that little one 😳♥️,76,2020-04-13 17:45:55,Twitter for iPhone,274,4,MarcusRashford,1249755712399519746,False,,en,April
@sezjayphil84 Hi Alex! 👋🏾,25,2020-04-13 17:45:30,Twitter for iPhone,117,2,MarcusRashford,1249755604991827968,False,,en,April
@shaxxwn Relaxxxxx,18,2020-04-13 17:45:00,Twitter for iPhone,907,13,MarcusRashford,1249755478453821441,False,,en,April
@HayleyPlumtree Yes Charlotte keep practicing 👏🏾,48,2020-04-13 17:39:47,Twitter for iPhone,130,1,MarcusRashford,1249754166685249539,False,,en,April
@johnjohnCrean @dsully3 Giggsy is an absolute must!,51,2020-04-13 17:32:17,Twitter for iPhone,24,1,MarcusRashford,1249752279919529985,False,,en,April
@BenjaminGreeen Well done bro 👊🏾,32,2020-04-13 17:30:56,Twitter for iPhone,170,6,MarcusRashford,1249751939396575232,False,,en,April
@kammid @FareShareUK ♥️,23,2020-04-13 17:18:06,Twitter for iPhone,17,0,MarcusRashford,1249748710285860864,False,,en,April
@VedatImeri LOL,15,2020-04-13 17:17:34,Twitter for iPhone,326,5,MarcusRashford,1249748575170564098,False,,en,April
"@MUFCComps Thanks bro, appreciate you 👊🏾",40,2020-04-13 17:17:19,Twitter for iPhone,875,17,MarcusRashford,1249748512889286656,False,,en,April
@hicko0 He was incredible ♥️,28,2020-04-13 17:16:47,Twitter for iPhone,60,1,MarcusRashford,1249748378633875465,False,,en,April
@Burns11Mark Happy birthday Olivia!,35,2020-04-13 17:16:23,Twitter for iPhone,79,1,MarcusRashford,1249748277437792256,False,,en,April
@TheLewDavies Nice strip little lady,36,2020-04-13 17:15:34,Twitter for iPhone,1325,221,MarcusRashford,1249748073124892673,False,,en,April
@AdamDrewy85 I know all about Peppa Pig thanks to my niece...,61,2020-04-13 17:14:58,Twitter for iPhone,29,2,MarcusRashford,1249747920573915139,False,,en,April
@mandylewington Happy birthday!,31,2020-04-13 17:13:22,Twitter for iPhone,74,1,MarcusRashford,1249747518558265345,False,,en,April
@ajrobinson75 Well give her a hug from me please 👏🏾,51,2020-04-13 17:12:40,Twitter for iPhone,318,6,MarcusRashford,1249747343886503945,False,,en,April
@thetwoeffs Haha tell her I’m sorry,35,2020-04-13 17:12:17,Twitter for iPhone,123,1,MarcusRashford,1249747248256364544,False,,en,April
@official_s34ley Keep your head up bro. We’re all in this together 👊🏾,69,2020-04-13 17:11:30,Twitter for iPhone,260,4,MarcusRashford,1249747050192871430,False,,en,April
@20Davidhartono I do notice you 👀,33,2020-04-13 17:10:51,Twitter for iPhone,97,2,MarcusRashford,1249746886191390721,False,,en,April
@wollacneb Hi Ollie 👋🏾,22,2020-04-13 17:10:09,Twitter for iPhone,82,2,MarcusRashford,1249746711356092423,False,,en,April
@Phorizia My guys 👊🏾,20,2020-04-13 17:09:26,Twitter for iPhone,82,1,MarcusRashford,1249746531739205635,False,,en,April
@beast_bailly Great series 👍🏾,29,2020-04-13 17:08:59,Twitter for iPhone,1253,22,MarcusRashford,1249746416286777346,False,,en,April
@wollacneb Nearly there 👏🏾,26,2020-04-13 17:06:14,Twitter for iPhone,279,0,MarcusRashford,1249745724927021058,False,,en,April
@LindyLoo28 Amazing Linda! Thank you for the work you are doing ♥️,66,2020-04-13 17:04:17,Twitter for iPhone,215,3,MarcusRashford,1249745232951902211,False,,en,April
@ryanrydutton Happy birthday bro 👊🏾,35,2020-04-13 17:03:10,Twitter for iPhone,300,6,MarcusRashford,1249744953514876928,False,,en,April
@UtdPalette Amazing 😍,21,2020-04-13 17:01:42,Twitter for iPhone,311,11,MarcusRashford,1249744584055369730,False,,en,April
What’s everyone up to??,23,2020-04-13 16:58:08,Twitter for iPhone,23001,973,MarcusRashford,1249743686528835590,False,,en,April
@mikestone28887 Have to start somewhere 😍💪🏾,43,2020-04-13 15:21:39,Twitter for iPhone,367,5,MarcusRashford,1249719404830568448,False,,en,April
@cunniff_vinny Yes little man 👏🏾,32,2020-04-13 14:12:55,Twitter for iPhone,494,15,MarcusRashford,1249702106900107278,False,,en,April
@deeprsett @ManUtd Haha very cute ♥️,36,2020-04-13 11:20:22,Twitter for iPhone,466,11,MarcusRashford,1249658683069472768,False,,en,April
@jesser81 Great work boys 👊🏾,28,2020-04-12 16:16:16,Twitter for iPhone,416,10,MarcusRashford,1249370761292374018,False,,en,April
@andyplumley Happy birthday Harry! Hope you have the best day with your family! ♥️,82,2020-04-12 13:08:22,Twitter for iPhone,832,4,MarcusRashford,1249323473920569354,False,,en,April
@AdrianPal38 Very nice! Thank you so much 👏🏾,44,2020-04-12 13:07:21,Twitter for iPhone,461,8,MarcusRashford,1249323219494076417,False,,en,April
@ManUtd @ericbailly24 Happy birthday bro!! 👊🏾♥️,71,2020-04-12 12:04:50,Twitter for iPhone,11203,371,MarcusRashford,1249307484877185024,False,https://t.co/BkykJWtgsp,en,April
@DavidMagill_ Hi 👋🏾,19,2020-04-12 10:26:59,Twitter for iPhone,1139,22,MarcusRashford,1249282861112463360,False,,en,April
@nicandabs This is amazing 😍,28,2020-04-12 09:58:16,Twitter for iPhone,763,14,MarcusRashford,1249275634095972353,False,,en,April
"Happy Easter guys! 
Already seen some amazing eggs, keep them coming and I’ll share them on my Insta this afternoon 🐰",141,2020-04-12 09:09:55,Twitter for iPhone,10088,538,MarcusRashford,1249263466197716992,False,https://t.co/jliGEvZDKH,en,April
Enjoy ♥️,32,2020-04-11 11:13:07,Twitter for iPhone,6496,341,MarcusRashford,1248932085475282944,False,https://t.co/5KvdGeTiAR,en,April
@Sanchooo10 @England Yh Yh...😒♥️,32,2020-04-10 20:24:35,Twitter for iPhone,3549,69,MarcusRashford,1248708478027382785,False,,en,April
@England @Sanchooo10 😤,22,2020-04-10 18:47:15,Twitter for iPhone,1985,66,MarcusRashford,1248683980582457344,False,,en,April
@England @Sanchooo10 I’m nervous 😂🤣😂🤣,37,2020-04-10 18:36:51,Twitter for iPhone,883,34,MarcusRashford,1248681366050557953,False,,en,April
@England @tammyabraham You’re welcome @tammyabraham 😌😏♥️,56,2020-04-10 18:35:57,Twitter for iPhone,1037,24,MarcusRashford,1248681140136935424,False,,en,April
@MrTombeard @CraigHeywood6 @England @NatEmergTrust England YouTube or Twitter in a couple of mins 👍🏾,100,2020-04-10 16:11:35,Twitter for iPhone,152,6,MarcusRashford,1248644808358408192,False,,en,April
"@ctrfootball Bro this made me smile, thank you so much 👏🏾",57,2020-04-10 15:42:40,Twitter for iPhone,2546,65,MarcusRashford,1248637531836616704,False,,en,April
@famousalexnield @btsportfootball It was lovely to see you again buddy ♥️,73,2020-04-10 14:09:56,Twitter for iPhone,405,7,MarcusRashford,1248614194984837121,False,,en,April
"Amazing, here’s a little teaser...#TeamTalk",91,2020-04-10 11:41:41,Twitter for iPhone,5607,352,MarcusRashford,1248576883115122688,False,https://t.co/vkid61XYOE,en,April
"@btsportfootball we need to thank everyone involved in my campaign. Let’s get #TeamTalk out tomorrow at midday, you in? 💪🏾♥️",124,2020-04-10 11:28:47,Twitter for iPhone,2559,94,MarcusRashford,1248573639445921792,False,,en,April
"Guys, my Good Friday, just turned into a Great Friday. I’m blown away. With our donations @FareShareUK are now able to reach just under 1million vulnerable children across the UK. I can’t thank you all enough, your support has been amazing ♥️♥️",244,2020-04-10 11:27:25,Twitter for iPhone,17233,1198,MarcusRashford,1248573293545893889,False,,en,April
"It’s Good Friday so let’s be good this Friday. Stay safe, stay home ♥️",70,2020-04-10 09:05:32,Twitter for iPhone,25753,2133,MarcusRashford,1248537586764853249,False,,en,April
@Sanchooo10 @England 👊🏾♥️,25,2020-04-09 19:00:44,Twitter for iPhone,2859,76,MarcusRashford,1248324985829167104,False,,en,April
Sorry about that @Fred08oficial 😏♥️ #tbt,64,2020-04-09 17:09:03,Twitter for iPhone,24537,2013,MarcusRashford,1248296881937166338,False,https://t.co/aYwbMzvgKb,en,April
@chrismufc83 Haha bless him 👏🏾,30,2020-04-09 17:06:15,Twitter for iPhone,397,6,MarcusRashford,1248296178384502784,False,,en,April
@ManUtd @WayneRooney No...,26,2020-04-09 17:04:57,Twitter for iPhone,2773,57,MarcusRashford,1248295851727953926,False,,en,April
"Can’t say I’m too confident about this @Sanchooo10 @England but all for a good cause! 

Tune in from 5pm Friday via  or @England on Twitter!",187,2020-04-09 15:11:53,Twitter for iPhone,6687,543,MarcusRashford,1248267394902036481,False,https://t.co/0FB8lJTwmk,en,April
There we go 🥰♥️,39,2020-04-09 13:55:38,Twitter for iPhone,13938,661,MarcusRashford,1248248206518935552,False,https://t.co/rz8fL0yi8s,en,April
@Feyer69 @mctominay10 @ManUtd This might help 👍🏾,72,2020-04-09 10:23:00,Twitter for iPhone,1596,55,MarcusRashford,1248194695995555842,False,https://t.co/sEJq94dDHg,en,April
Great job @coopuk 👏🏾,44,2020-04-09 09:41:35,Twitter for iPhone,1750,103,MarcusRashford,1248184274299256832,False,https://t.co/5gdp1ChzMc,en,April
#tbt ♥️,31,2020-04-09 07:35:00,Twitter for iPhone,27570,1689,MarcusRashford,1248152418573078530,False,https://t.co/4S5pbSnyEj,en,April
#PlayersTogether,40,2020-04-08 20:08:17,Twitter for iPhone,18326,1199,MarcusRashford,1247979601323790337,False,https://t.co/T2gZKTfUVJ,en,April
"Love seeing kiddies artwork, thank you for this one Zac and Charlie ♥️",94,2020-04-08 17:54:04,Twitter for iPhone,10981,463,MarcusRashford,1247945824337899521,False,https://t.co/HBufXKS8bu,en,April
@Mike_Phelan_1 😂🤣 ok ok,23,2020-04-08 15:54:08,Twitter for iPhone,393,19,MarcusRashford,1247915638426947589,False,,en,April
"@Mike_Phelan_1 Nice image to choose 😍
Can’t figure out if I was in trouble here or not 👀😂",89,2020-04-08 15:53:06,Twitter for iPhone,353,15,MarcusRashford,1247915380670111746,False,,en,April
@johnnyhalley4 Hope you had a good day bro 👊🏾,45,2020-04-08 15:41:52,Twitter for iPhone,162,2,MarcusRashford,1247912553818226691,False,,en,April
@Realist_Dawud @btsportfootball @WayneRooney loved playing with him 👊🏾,70,2020-04-08 15:36:32,Twitter for iPhone,254,8,MarcusRashford,1247911213306167299,False,,en,April
"@ChaudhuriUTD Keep your head lifted mate, we are all in this together 👊🏾",72,2020-04-08 15:35:15,Twitter for iPhone,285,6,MarcusRashford,1247910890042789888,False,,en,April
@_K_47_______ @ManUtd Mariah-esque 😉,36,2020-04-08 15:33:47,Twitter for iPhone,476,7,MarcusRashford,1247910521082449921,False,,en,April
@tom_eaton86 @ManUtd Lovely x,29,2020-04-08 15:19:12,Twitter for iPhone,199,5,MarcusRashford,1247906848528834561,False,,en,April
"Sharing some of these wallpapers on my insta, they are SO good!! Thank you! 🙏🏾♥️",80,2020-04-08 14:58:15,Twitter for iPhone,12003,468,MarcusRashford,1247901577521721345,False,,en,April
@MrsJTRibby @ManUtd @luisnani @WayneRooney Haha amazing 👏🏾,58,2020-04-08 14:33:33,Twitter for iPhone,85,3,MarcusRashford,1247895361177268226,False,,en,April
"Erm...@ManUtd 🤔🤣
To my followers, please give me a gift this Wednesday 🙏🏾 Let’s show them what we have, I’ve already seen some great ones. Remember the hashtag so we can track you 💪🏾💪🏾",208,2020-04-08 14:32:26,Twitter for iPhone,8989,592,MarcusRashford,1247895081991860224,False,https://t.co/gRXx9dfWRJ,en,April
"@englandcricket @JofraArcher @WisdenCricket Yes big man 👊🏾 congrats, very well deserved",87,2020-04-08 14:21:27,Twitter for iPhone,365,7,MarcusRashford,1247892315366019075,False,,en,April
@Blotty999 @ManUtd @luisnani @WayneRooney Very nice 👏🏾,54,2020-04-08 11:18:48,Twitter for iPhone,277,5,MarcusRashford,1247846348948475904,False,,en,April
@ManUtd I watched the Wazza bicycle kick from the Stretford end. Scholesy &gt; @luisnani &gt; @WayneRooney. Unbelievable technique 👏🏾👏🏾 spent the night trying to recreate it in the park ha,188,2020-04-08 11:13:54,Twitter for iPhone,8770,509,MarcusRashford,1247845119178530817,False,,en,April
