Source,Tweets,Date,RTs,Favourites,isRT,id_str,tco,Language,Month,Quarter,TweetsTokenized
Twitter for iPhone,Mini Mike Bloomberg didn’t bring NYC back as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also with his endorsement got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!,2020-03-02 0:08,19176,75730,False,1.23e+18,,en,March,Q1,"['mini', 'mike', 'bloomberg', 'bring', 'nyc', 'fake', 'ad', '@rudygiuliani', 'brought', 'nyc', 'endorsement', 'mini', 'mike', 'elected', 'barely', 'thank', 'boring', 'mayor', 'people', 'couldnt', 'stand']"
Twitter for iPhone,Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION AGAIN!,2020-03-01 23:43,28733,127515,False,1.23e+18,,en,March,Q1,"['pete', 'buttigieg', 'supertuesday', 'votes', 'sleepy', 'joe', 'biden', 'great', 'timing', 'real', 'beginning', 'dems', 'taking', 'bernie', 'play', 'nomination']"
Twitter for iPhone,People are disgusted and embarrassed by the Fake News Media as headed by the @nytimes @washingtonpost @comcast &amp; MSDNC @ABC @CBSNews and more. They no longer believe what they see and read and for good reason. Fake News is indeed THE ENEMY OF THE PEOPLE!,2020-03-01 21:13,35130,120802,False,1.23e+18,,en,March,Q1,"['people', 'disgusted', 'embarrassed', 'fake', 'news', 'media', 'headed', '@nytimes', '@washingtonpost', '@comcast', 'msdnc', '@abc', '@cbsnews', 'longer', 'believe', 'good', 'reason', 'fake', 'news', 'indeed', 'enemy', 'people']"
Twitter for iPhone,“Who better than @RepRatcliffe who got to the bottom of the FISAGATE &amp; RUSSIAGATE HOAX. It makes a lot of sense to put John Ratcliffe in there (DNI).The Senate should quickly approve him. @DevinNunes @MariaBartiromo  John will do a great job for the American people!,2020-03-01 21:00,15034,55001,False,1.23e+18,,en,March,Q1,"['@repratcliffe', 'bottom', 'fisagate', 'russiagate', 'hoax', 'makes', 'lot', 'sense', 'put', 'john', 'ratcliffe', 'dnithe', 'senate', 'quickly', 'approve', '@devinnunes', '@mariabartiromo', 'john', 'great', 'job', 'american', 'people']"
Twitter for iPhone,A Poll in today’s New York Post says that 77% of “U.S. adults have confidence in their government’s ability to handle the Coronavirus (Number One) compared to other health threats.” 64% for Zika 58% for Ebola. Others way down on list. Our professionals are doing a great job!,2020-03-01 20:17,23042,99929,False,1.23e+18,,en,March,Q1,"['poll', 'todays', 'new_york', 'post', 'says', '77', 'adults', 'confidence', 'governments', 'ability', 'handle', 'coronavirus', 'number', 'compared', 'health', 'threats', '64', 'zika', '58', 'ebola', 'list', 'professionals', 'great', 'job']"
Twitter for iPhone,The food is GREAT at Sammy’s Mexican Grill in Phoenix Arizona. Congratulations to Betty &amp; Jorge Rivas on doing such a wonderful job. I will try hard to stop by the next time I am in Phoenix. Support Sammy’s! @foxandfriends,2020-03-01 15:11,31629,127959,False,1.23e+18,,en,March,Q1,"['food', 'great', 'sammys', 'mexican', 'grill', 'phoenix', 'arizona', 'congratulations', 'betty', 'jorge', 'rivas', 'wonderful', 'job', 'try', 'hard', 'stop', 'next', 'phoenix', 'support', 'sammys', '@foxandfriends']"
Twitter for iPhone,Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries or areas within those countries they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector,2020-03-01 13:31,18025,71404,False,1.23e+18,,en,March,Q1,"['coronavirus', 'addition', 'screening', 'travelers', 'prior', 'boarding', 'certain', 'designated', 'high', 'risk', 'countries', 'areas', 'within', 'countries', 'screened', 'arrive', 'america', 'thank', '@vp', '@secazar', '@cdcgov', '@cdcdirector']"
Twitter for iPhone,.....a very dark and lonely path! Your reputation will never be the same!,2020-03-01 13:23,9077,41686,False,1.23e+18,,en,March,Q1,"['dark', 'lonely', 'path', 'reputation']"
Twitter for iPhone,Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!) are on the “gravy train” and all making a fortune for themselves pushing Mini hard when they knew he never had what it takes. Don’t pay them anymore Mike they led you down....,2020-03-01 13:23,14719,69573,False,1.23e+18,,en,March,Q1,"['mini', 'mike', 'bloombergs', 'consultants', 'socalled', 'advisorshow', 'advice', 'work', 'ask', 'gravy', 'train', 'making', 'fortune', 'pushing', 'mini', 'hard', 'takes', 'pay', 'anymore', 'mike', 'led']"
Twitter for iPhone,I would find it hard to believe that failed presidential candidates Tom Steyer or Mini Mike Bloombeg would contribute to the Democrat Party even against me after the way they have been treated - laughed at &amp; mocked. The real politicians ate them up and spit them out!,2020-03-01 5:39,18722,91521,False,1.23e+18,,en,March,Q1,"['find', 'hard', 'believe', 'failed', 'presidential', 'candidates', 'tom', 'steyer', 'mini', 'mike', 'bloombeg', 'contribute', 'democrat', 'party', 'treated', 'laughed', 'mocked', 'real', 'politicians', 'ate', 'spit']"
Twitter for iPhone,Tom Steyer who other than Mini Mike Bloomberg spent more dollars for NOTHING than any candidate in history quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!,2020-03-01 5:30,16502,79939,False,1.23e+18,,en,March,Q1,"['tom', 'steyer', 'mini', 'mike', 'bloomberg', 'spent', 'dollars', 'nothing', 'candidate', 'history', 'quit', 'race', 'proclaiming', 'thrilled', 'part', 'democrat', 'clown', 'show', 'away', 'tom', 'save', 'whatever', 'little', 'money', 'left']"
Twitter for iPhone,Congratulations to Sleepy Joe Biden!,2020-03-01 4:49,11467,79516,False,1.23e+18,,en,March,Q1,"['congratulations', 'sleepy', 'joe', 'biden']"
Twitter for iPhone,Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders and take the nomination away from him!,2020-03-01 4:45,16679,91103,False,1.23e+18,,en,March,Q1,"['democrats', 'working', 'hard', 'destroy', 'name', 'reputation', 'crazy', 'bernie', 'sanders', 'take', 'nomination', 'away']"
Twitter for iPhone,Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates  Mini Mike now has Biden split up his very few voters taking many away!,2020-03-01 0:16,18523,90623,False,1.23e+18,,en,March,Q1,"['sleepy', 'joe', 'bidens', 'victory', 'south', 'carolina', 'democrat', 'primary', 'end', 'mini', 'mike', 'bloombergs', 'joke', 'campaign', 'worst', 'debate', 'performance', 'history', 'presidential', 'debates', 'mini', 'mike', 'biden', 'split', 'voters', 'taking', 'away']"
Twitter for iPhone,THE BEST IS YET TO COME!,2020-02-29 23:42,28070,92244,False,1.23e+18,https://t.co/C0RicMRP0Z,en,February,Q1,['best']
Twitter for iPhone,Dana you are the real deal!,2020-02-29 23:10,24358,103628,False,1.23e+18,https://t.co/nAGDnP1RDp,en,February,Q1,"['dana', 'real', 'deal']"
Twitter for iPhone,THANK YOU @CPAC! #CPAC2020,2020-02-29 23:02,8947,36174,False,1.23e+18,https://t.co/Qf2zIk0FOj,en,February,Q1,"['thank', '@cpac', '#cpac2020']"
Twitter for iPhone,I will be having a 1:30 P.M. Press Conference at the White House to discuss the latest CoronaVirus developments. Thank you!,2020-02-29 17:02,21282,118643,False,1.23e+18,,en,February,Q1,"['130', 'press', 'conference', 'white', 'house', 'discuss', 'latest', 'coronavirus', 'developments', 'thank']"
Twitter for iPhone,THANK YOU SOUTH CAROLINA!,2020-02-29 16:19,17969,82745,False,1.23e+18,https://t.co/7i5BYCQfg8,en,February,Q1,"['thank', 'south', 'carolina']"
Twitter for iPhone,South Carolina was GREAT. A BIG &amp; REALLY ENTHUSIASTIC CROWD!,2020-02-29 3:25,15146,90256,False,1.23e+18,,en,February,Q1,"['south', 'carolina', 'great', 'big', 'enthusiastic', 'crowd']"
Twitter for iPhone,A so-called reporter named @JohnJHarwood who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance) is now with Fake News @CNN. A total loser!,2020-02-29 3:00,13060,59154,False,1.23e+18,,en,February,Q1,"['socalled', 'reporter', 'named', '@johnjharwood', 'bombed', 'badly', '2016', 'presidential', 'debates', 'thought', 'immediately', 'fired', 'mini', 'mike', 'type', 'performance', 'fake', 'news', '@cnn', 'loser']"
Twitter for iPhone,I hope we can get Admiral @RonnyJackson4TX of Texas who served our Country so well into the runoff election in #TX13! Ronny is strong on Crime and Borders GREAT for our Military and Vets and will protect your #2A. Get out and vote for Ronny on Tuesday March 3rd!,2020-02-29 2:43,17115,58421,False,1.23e+18,,en,February,Q1,"['hope', 'admiral', '@ronnyjackson4tx', 'texas', 'served', 'country', 'runoff', 'election', '#tx13', 'ronny', 'strong', 'crime', 'borders', 'great', 'military', 'vets', 'protect', '#2a', 'vote', 'ronny', 'tuesday', 'march', '3rd']"
Twitter for iPhone,Thank you to all of the incredible Law Enforcement Officers in South Carolina tonight. We love you!,2020-02-29 2:00,25798,129688,False,1.23e+18,https://t.co/yoqjwFzqQA,en,February,Q1,"['thank', 'incredible', 'law', 'enforcement', 'officers', 'south', 'carolina', 'tonight', 'love']"
Twitter for iPhone,It was my great honor to be back in South Carolina tonight with thousands of hardworking American Patriots who believe in Faith Family God and Country. Thank you for a beautiful evening! #KAG2020,2020-02-29 1:58,16726,65736,False,1.23e+18,https://t.co/5vZKXLQFO3,en,February,Q1,"['great', 'honor', 'south', 'carolina', 'tonight', 'thousands', 'hardworking', 'american', 'patriots', 'believe', 'faith', 'family', 'god', 'country', 'thank', 'beautiful', 'evening', '#kag2020']"
Twitter for iPhone,I am pleased to announce the nomination of @RepRatcliffe (Congressman John Ratcliffe) to be Director of National Intelligence (DNI). Would have completed process earlier but John wanted to wait until after IG Report was finished. John is an outstanding man of great talent!,2020-02-28 22:24,26058,96086,False,1.23e+18,,en,February,Q1,"['pleased', 'announce', 'nomination', '@repratcliffe', 'congressman', 'john', 'ratcliffe', 'director', 'national', 'intelligence', 'dni', 'completed', 'process', 'earlier', 'john', 'wanted', 'wait', 'ig', 'report', 'finished', 'john', 'outstanding', 'man', 'great', 'talent']"
Twitter for iPhone,On my way to the Great State of South Carolina. See everyone soon! #MAGA #KAG,2020-02-28 22:20,13282,57109,False,1.23e+18,https://t.co/cjzElGNyDN,en,February,Q1,"['great', 'state', 'south', 'carolina', 'everyone', 'soon', '#maga', '#kag']"
Twitter for iPhone,Nobody fights harder for Montana than @SteveDaines. Steve is a close friend of mine a STRONG Conservative and a tremendous supporter of our #MAGA Agenda. He is strong on Crime &amp; Borders GREAT for our Military &amp; Vets &amp; will protect your #2A. Steve has my Complete Endorsement!,2020-02-28 21:01,10852,41419,False,1.23e+18,,en,February,Q1,"['nobody', 'fights', 'harder', 'montana', '@stevedaines', 'steve', 'close', 'friend', 'mine', 'strong', 'conservative', 'tremendous', 'supporter', '#maga', 'agenda', 'strong', 'crime', 'borders', 'great', 'military', 'vets', 'protect', '#2a', 'steve', 'complete', 'endorsement']"
Twitter for iPhone,The Dems are working hard to take the prized nomination away from Bernie. Back room politics which Bernie is not very good at. His people will not let it happen again!,2020-02-28 20:28,13416,65042,False,1.23e+18,,en,February,Q1,"['dems', 'working', 'hard', 'take', 'prized', 'nomination', 'away', 'bernie', 'room', 'politics', 'bernie', 'good', 'people']"
Twitter for iPhone,Mini Mike is getting slammed. His debates were perhaps the worst in presidential debating history. A total phony who disavowed “Stop &amp; Frisk” after swearing by it for years and even recently. He horribly overused it &amp; then dropped when running as a Dem. A total phony!,2020-02-28 20:25,15756,69628,False,1.23e+18,,en,February,Q1,"['mini', 'mike', 'slammed', 'debates', 'perhaps', 'worst', 'presidential', 'debating', 'history', 'phony', 'disavowed', 'stop', 'frisk', 'swearing', 'recently', 'horribly', 'overused', 'dropped', 'running', 'dem', 'phony']"
Twitter for iPhone,We strongly stand with Terrence!,2020-02-28 20:03,26443,81753,False,1.23e+18,https://t.co/N4uFExD6Vz,en,February,Q1,"['strongly', 'stand', 'terrence']"
Twitter for iPhone,“You go around Pennsylvania and you see Trump signs everywhere. The Donald Trump situation is bigger than the Reagan Revolution. Donald Trump has inspired us.” @RjHarris15  WHP580,2020-02-28 15:30,14015,57284,False,1.23e+18,,en,February,Q1,"['pennsylvania', 'trump', 'signs', 'everywhere', 'donald', 'trump', 'situation', 'bigger', 'reagan', 'revolution', 'donald', 'trump', 'inspired', '@rjharris15', 'whp580']"
Twitter for iPhone,Worst Polls just like in 2016 when they were so far off the mark are the @FoxNews Polls. Why doesn’t Fox finally get a competent Polling Company?,2020-02-28 15:24,13375,66468,False,1.23e+18,,en,February,Q1,"['worst', 'polls', '2016', 'mark', '@foxnews', 'polls', 'fox', 'finally', 'competent', 'polling', 'company']"
Twitter for iPhone,To the people of South Carolina Tom Steyer is a joke laughed at by everyone a total incompetent. He made money in coal now he “hates” coal. Did you see him fawning over Crazy Bernie? Has no chance a loser for South Carolina doesn’t deserve your vote!,2020-02-28 14:54,18676,93228,False,1.23e+18,,en,February,Q1,"['people', 'south', 'carolina', 'tom', 'steyer', 'joke', 'laughed', 'everyone', 'incompetent', 'money', 'coal', 'hates', 'coal', 'fawning', 'crazy', 'bernie', 'chance', 'loser', 'south', 'carolina', 'deserve', 'vote']"
Twitter for iPhone,Will be in the Great State of South Carolina tonight 7:00 P.M. for a really BIG Rally. Best place to be is a Trump Rally. See you later!,2020-02-28 14:46,16022,76247,False,1.23e+18,,en,February,Q1,"['great', 'state', 'south', 'carolina', 'tonight', '700', 'big', 'rally', 'best', 'place', 'trump', 'rally', 'later']"
Twitter for iPhone,“Federal Court Deals Major Blow To Sanctuary Cities.” @FoxNews  In other words there will be no more Federal Tax Dollars to States &amp; Cities that will not cooperate with Federal Law Enforcement (ICE). This is BIG NEWS! Funds will be cut off immediately. MAKE AMERICA GREAT AGAIN!,2020-02-28 6:13,32065,114616,False,1.23e+18,,en,February,Q1,"['federal', 'court', 'deals', 'major', 'blow', 'sanctuary', 'cities', '@foxnews', 'words', 'federal', 'tax', 'dollars', 'states', 'cities', 'cooperate', 'federal', 'law', 'enforcement', 'ice', 'big', 'news', 'funds', 'cut', 'immediately', 'america', 'great']"
Twitter for iPhone,The Do Nothing Democrats were busy wasting time on the Immigration Hoax &amp; anything else they could do to make the Republican Party look bad while I was busy calling early BORDER &amp; FLIGHT closings putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!,2020-02-28 5:43,21989,89415,False,1.23e+18,,en,February,Q1,"['do_nothing', 'democrats', 'busy', 'wasting', 'immigration', 'hoax', 'anything', 'else', 'could', 'republican', 'party', 'bad', 'busy', 'calling', 'early', 'border', 'flight', 'closings', 'putting', 'ahead', 'battle', 'coronavirus', 'dems', 'called', 'wrong']"
Twitter for iPhone,So the Coronavirus which started in China and spread to various countries throughout the world but very slowly in the U.S. because President Trump closed our border and ended flights VERY EARLY is now being blamed by the Do Nothing Democrats to be the fault of “Trump”.,2020-02-28 5:05,34970,159391,False,1.23e+18,,en,February,Q1,"['coronavirus', 'started', 'china', 'spread', 'various', 'countries', 'throughout', 'world', 'slowly', 'president', 'trump', 'closed', 'border', 'ended', 'flights', 'early', 'blamed', 'do_nothing', 'democrats', 'fault', 'trump']"
Twitter for iPhone,So nice!,2020-02-28 4:37,14195,59219,False,1.23e+18,https://t.co/rnhymmWJu6,en,February,Q1,['nice']
Twitter for iPhone,“Diagnosis positive: @CNN is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly politicizing what should be a unifying battle against a virus that doesn’t choose sides.” @trish_regan @FoxNews  Like I say they are Fake News!,2020-02-28 3:41,24486,89551,False,1.23e+18,,en,February,Q1,"['diagnosis', 'positive', '@cnn', 'infected', 'trump', 'derangement', 'syndrome', 'calling', 'cnn', 'irresponsibly', 'politicizing', 'unifying', 'battle', 'virus', 'choose', 'sides', '@trish_regan', '@foxnews', 'fake', 'news']"
Twitter for iPhone,Word is that Mini Mike Bloomberg performed so poorly in the two debates that he is thinking about dropping out of the Democrat Primary. The fact is he was not true to himself and the public was able to quickly figure him out. Not a good experience for Mini Mike!,2020-02-28 3:16,18055,95240,False,1.23e+18,,en,February,Q1,"['word', 'mini', 'mike', 'bloomberg', 'performed', 'poorly', 'debates', 'thinking', 'dropping', 'democrat', 'primary', 'fact', 'public', 'able', 'quickly', 'figure', 'good', 'experience', 'mini', 'mike']"
Twitter for iPhone,Congratulations and thank you to our great Vice President &amp; all of the many professionals doing such a fine job at CDC &amp; all other agencies on the Coronavirus situation. Only a very small number in U.S. &amp; China numbers look to be going down. All countries working well together!,2020-02-28 2:39,21032,98797,False,1.23e+18,,en,February,Q1,"['congratulations', 'thank', 'great', 'vice', 'president', 'professionals', 'fine', 'job', 'cdc', 'agencies', 'coronavirus', 'situation', 'number', 'china', 'numbers', 'countries', 'working', 'together']"
Twitter for iPhone,Do Nothing Democrats were busy wasting their time on the Impeachment Hoax &amp; anything they could do to make the Republican Party look bad while I was busy calling early boarder &amp; flight closings putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!,2020-02-28 2:32,15305,59823,False,1.23e+18,,en,February,Q1,"['do_nothing', 'democrats', 'busy', 'wasting', 'impeachment', 'hoax', 'anything', 'could', 'republican', 'party', 'bad', 'busy', 'calling', 'early', 'boarder', 'flight', 'closings', 'putting', 'ahead', 'battle', 'coronavirus', 'dems', 'called', 'wrong']"
Twitter for iPhone,“Anti-Trump Network @CNN doing whatever it can to stoke a national Coronavirus panic. The far left Network pretty much ignoring anyone who they interview who doesn’t blame President Trump.” @trish_regan @FoxNews Media refuses to discuss the great job our professionals are doing!,2020-02-28 1:53,21949,79496,False,1.23e+18,,en,February,Q1,"['antitrump', 'network', '@cnn', 'whatever', 'stoke', 'national', 'coronavirus', 'panic', 'left', 'network', 'pretty', 'ignoring', 'anyone', 'interview', 'blame', 'president', 'trump', '@trish_regan', '@foxnews', 'media', 'refuses', 'discuss', 'great', 'job', 'professionals']"
Twitter for iPhone,They spied on my campaign!,2020-02-27 6:02,29158,105301,False,1.23e+18,https://t.co/LpIc3cNBnr,en,February,Q1,"['spied', 'campaign']"
Twitter for iPhone,.@RepKevinBrady (R) of Texas-08 loves Texas &amp; our Country. He has been a GREAT Congressman &amp; supporter of #MAGA. Strong on Crime Border Military Vets and your 2A he is the best Tax Cutter in D.C. Kevin has my Complete &amp; Total Endorsement. Vote on March 3rd. Thank you!,2020-02-27 5:21,14514,53979,False,1.23e+18,,en,February,Q1,"['@repkevinbrady', 'r', 'texas08', 'loves', 'texas', 'country', 'great', 'congressman', 'supporter', '#maga', 'strong', 'crime', 'border', 'military', 'vets', '2a', 'best', 'tax', 'cutter', 'dc', 'kevin', 'complete', 'endorsement', 'vote', 'march', '3rd', 'thank']"
Twitter for iPhone,Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable.,2020-02-26 19:02,28679,91209,False,1.23e+18,https://t.co/wnABoOQOVe,en,February,Q1,"['nancy', 'allowed', 'district', 'usa', 'hardly', 'recognizable']"
Twitter for iPhone,My two great friends. Proud of you both!,2020-02-26 16:20,21138,102668,False,1.23e+18,https://t.co/Fo2CLjc9YZ,en,February,Q1,"['great', 'friends', 'proud']"
Twitter for iPhone,Eric I can live with that!,2020-02-26 16:17,6333,35382,False,1.23e+18,https://t.co/TtNdK9pg06,en,February,Q1,"['eric', 'live']"
Twitter for iPhone,Piers I like you too!,2020-02-26 16:15,10400,57857,False,1.23e+18,https://t.co/pUe09YlrY0,en,February,Q1,['piers']
Twitter for iPhone,Big Rally in the Great State of South Carolina on Friday. See you there!,2020-02-26 13:51,18582,91385,False,1.23e+18,,en,February,Q1,"['big', 'rally', 'great', 'state', 'south', 'carolina', 'friday']"
Twitter for iPhone,“Every poll you look at shows that Black support for President Trump is growing.” @RealCandaceO @MariaBartiromo,2020-02-26 13:41,12600,58141,False,1.23e+18,,en,February,Q1,"['poll', 'shows', 'black', 'support', 'president', 'trump', 'growing', '@realcandaceo', '@mariabartiromo']"
Twitter for iPhone,Big Story Big Win - Except in the Fake News which won’t cover it!,2020-02-26 13:35,18864,62675,False,1.23e+18,https://t.co/reWPi2hc4v,en,February,Q1,"['big', 'story', 'big', 'win', 'except', 'fake', 'news', 'wont', 'cover']"
Twitter for iPhone,....during a debate). Pocahontas was mean &amp; undisciplined mostly aiming at Crazy Bernie and Mini Mike. They don’t know how to handle her but I know she is a “chocker”. Steyer was a disaster who along with Mini are setting records in $’s per vote. Just give me an opponent!,2020-02-26 13:24,12830,56183,False,1.23e+18,,en,February,Q1,"['debate', 'pocahontas', 'mean', 'undisciplined', 'mostly', 'aiming', 'crazy', 'bernie', 'mini', 'mike', 'handle', 'chocker', 'steyer', 'disaster', 'along', 'mini', 'setting', 'records', 'per', 'vote', 'give', 'opponent']"
Twitter for iPhone,Crazy chaotic Democrat Debate last night. Fake News said Biden did well even though he said half of our population was shot to death. Would be OVER for most. Mini Mike was weak and unsteady but helped greatly by his many commercials (which are not supposed to be allowed....,2020-02-26 13:24,19451,81017,False,1.23e+18,,en,February,Q1,"['crazy', 'chaotic', 'democrat', 'debate', 'night', 'fake', 'news', 'biden', 'though', 'half', 'population', 'shot', 'death', 'mini', 'mike', 'weak', 'unsteady', 'helped', 'greatly', 'commercials', 'supposed', 'allowed']"
Twitter for iPhone,I will be having a News Conference at the White House on this subject today at 6:00 P.M. CDC representatives and others will be there. Thank you!,2020-02-26 13:03,13623,48095,False,1.23e+18,,en,February,Q1,"['news', 'conference', 'white', 'house', 'subject', '600', 'cdc', 'representatives', 'thank']"
Twitter for iPhone,Low Ratings Fake News MSDNC (Comcast) &amp; @CNN are doing everything possible to make the Caronavirus look as bad as possible including panicking markets if possible. Likewise their incompetent Do Nothing Democrat comrades are all talk no action. USA in great shape! @CDCgov.....,2020-02-26 13:03,20518,74618,False,1.23e+18,,en,February,Q1,"['low', 'ratings', 'fake', 'news', 'msdnc', 'comcast', '@cnn', 'possible', 'caronavirus', 'bad', 'possible', 'panicking', 'markets', 'possible', 'likewise', 'incompetent', 'do_nothing', 'democrat', 'comrades', 'talk', 'action', 'usa', 'great', 'shape', '@cdcgov']"
Twitter for iPhone,Just landed. India was great trip very successful. Heading to the White House. Meetings and calls scheduled today. @CDCgov @SecAzar and all doing a great job with respect to Coronavirus! Briefing this afternoon.,2020-02-26 11:39,17818,99298,False,1.23e+18,,en,February,Q1,"['landed', 'india', 'great', 'trip', 'successful', 'heading', 'white', 'house', 'meetings', 'calls', 'scheduled', '@cdcgov', '@secazar', 'great', 'job', 'respect', 'coronavirus', 'briefing', 'afternoon']"
Twitter for iPhone,“U.S. acted on the Coronavirus very very quickly.” Gordon Chang  @IngrahamAngle,2020-02-26 7:19,11378,54817,False,1.23e+18,,en,February,Q1,"['acted', 'coronavirus', 'quickly', 'gordon', 'chang', '@ingrahamangle']"
Twitter for iPhone,Thank you!,2020-02-26 6:52,8936,37859,False,1.23e+18,https://t.co/5DNbnbEtyy,en,February,Q1,['thank']
Twitter for iPhone,Russia wants him to win!,2020-02-26 6:49,6834,28685,False,1.23e+18,https://t.co/bNUeIsqmQX,en,February,Q1,"['russia', 'wants', 'win']"
Twitter for iPhone,An absolute disgrace!,2020-02-26 6:47,11150,36600,False,1.23e+18,https://t.co/xwmsyitlMh,en,February,Q1,"['absolute', 'disgrace']"
Twitter for iPhone,52% in the new Rasmussen Poll. 95% Approval Rating in the Republican Party. Thank you!,2020-02-26 2:34,25793,140237,False,1.23e+18,,en,February,Q1,"['52', 'new', 'rasmussen', 'poll', '95', 'approval', 'rating', 'republican', 'party', 'thank']"
Twitter for iPhone,....Democrats talking point is that we are doing badly. If the virus disappeared tomorrow they would say we did a really poor and even incompetent job. Not fair but it is what it is. So far by the way we have not had one death. Let’s keep it that way!,2020-02-26 2:29,15930,67601,False,1.23e+18,,en,February,Q1,"['democrats', 'talking', 'point', 'badly', 'virus', 'disappeared', 'tomorrow', 'poor', 'incompetent', 'job', 'fair', 'death', 'lets']"
Twitter for iPhone,CDC and my Administration are doing a GREAT job of handling Coronavirus including the very early closing of our borders to certain areas of the world. It was opposed by the Dems “too soon” but turned out to be the correct decision. No matter how well we do however the.....,2020-02-26 2:29,25415,109363,False,1.23e+18,,en,February,Q1,"['cdc', 'administration', 'great', 'job', 'handling', 'coronavirus', 'early', 'closing', 'borders', 'certain', 'areas', 'world', 'opposed', 'dems', 'soon', 'turned', 'correct', 'decision', 'matter', 'however']"
Twitter for iPhone,That is because they cover your favorite President relatively well. @CNN &amp; MSDNC are dying in the ratings!,2020-02-25 22:36,13075,53010,False,1.23e+18,https://t.co/dhlZlbyg2N,en,February,Q1,"['cover', 'favorite', 'president', 'relatively', '@cnn', 'msdnc', 'dying', 'ratings']"
Twitter for iPhone,No surprise!,2020-02-25 22:00,12599,52242,False,1.23e+18,https://t.co/qCcUPsXgG9,en,February,Q1,['surprise']
Twitter for iPhone,True but we are getting it all done!,2020-02-25 20:52,12285,57987,False,1.23e+18,https://t.co/omwdyyPDAX,en,February,Q1,[]
Twitter for iPhone,A total miscarriage of justice!,2020-02-25 20:43,12141,45129,False,1.23e+18,https://t.co/zHLo1NL9Sb,en,February,Q1,"['miscarriage', 'justice']"
Twitter for iPhone,There has rarely been a juror so tainted as the forewoman in the Roger Stone case. Look at her background. She never revealed her hatred of “Trump” and Stone. She was totally biased as is the judge. Roger wasn’t even working on my campaign. Miscarriage of justice. Sad to watch!,2020-02-25 20:01,23934,95881,False,1.23e+18,,en,February,Q1,"['rarely', 'juror', 'tainted', 'forewoman', 'roger', 'stone', 'case', 'background', 'revealed', 'hatred', 'trump', 'stone', 'totally', 'biased', 'judge', 'roger', 'wasnt', 'working', 'campaign', 'miscarriage', 'justice', 'sad', 'watch']"
Twitter for iPhone,Cryin’ Chuck Schumer is complaining for publicity purposes only that I should be asking for more money than $2.5 Billion to prepare for Coronavirus. If I asked for more he would say it is too much. He didn’t like my early travel closings. I was right. He is incompetent!,2020-02-25 14:02,28254,124772,False,1.23e+18,,en,February,Q1,"['cryin', 'chuck', 'schumer', 'complaining', 'publicity', 'purposes', 'asking', 'money', '25', 'billion', 'prepare', 'coronavirus', 'asked', 'early', 'travel', 'closings', 'incompetent']"
Twitter for iPhone,“Sotomayor accuses GOP appointed Justices  of being biased in favor of Trump.” @IngrahamAngle @FoxNews  This is a terrible thing to say. Trying to “shame” some into voting her way? She never criticized Justice Ginsberg when she called me a “faker”. Both should recuse themselves..,2020-02-25 4:09,24886,93577,False,1.23e+18,,en,February,Q1,"['sotomayor', 'accuses', 'gop', 'appointed', 'justices', 'biased', 'favor', 'trump', '@ingrahamangle', '@foxnews', 'terrible', 'thing', 'trying', 'shame', 'voting', 'criticized', 'justice', 'ginsberg', 'called', 'faker', 'recuse']"
Twitter for iPhone,....on all Trump or Trump related matters! While “elections have consequences” I only ask for fairness especially when it comes to decisions made by the United States Supreme Court!,2020-02-25 4:09,14024,59593,False,1.23e+18,,en,February,Q1,"['trump', 'trump', 'related', 'matters', 'elections', 'consequences', 'ask', 'fairness', 'especially', 'comes', 'decisions', 'united', 'states', 'supreme', 'court']"
Twitter for iPhone,..It has been a scam right from the beginning with the illegally started Mueller Report FISA the leaking lying &amp; more. Schiff should not have access to Intelligence he is a corrupt pol. “Amazing that they went to Bernie Sanders but not to President Trump.” @marthamaccallum,2020-02-25 2:29,12069,45307,False,1.23e+18,,en,February,Q1,"['scam', 'beginning', 'illegally', 'started', 'mueller', 'report', 'fisa', 'leaking', 'lying', 'schiff', 'access', 'intelligence', 'corrupt', 'pol', 'amazing', 'went', 'bernie', 'sanders', 'president', 'trump', '@marthamaccallum']"
