Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
198,coreceiver biodegrading plagiograph alternance micropathological unreconnoitered tentortoria grewsomely possibilism nonagglutinating doublets ruffable infrigidate heitiki ruffable unappreciableness braved braved clitter unappreciableness reelection gerefa alkalescency,,,,,,,,,,,,February,Q1,"['coreceiver', 'biodegrading', 'plagiograph', 'alternance', 'micropathological', 'unreconnoitered', 'tentortoria', 'grewsomely', 'possibilism', 'nonagglutinating', 'doublets', 'ruffable', 'infrigidate', 'heitiki', 'ruffable', 'unappreciableness', 'braved', 'braved', 'clitter', 'unappreciableness', 'reelection', 'gerefa', 'alkalescency']"
199,maureen snippish cleverness sponge loran reflooded supersensuously folies disquiparancy experts satispassion interestedness lictorian corticopeduncular unpedantical repine redemption erythremia assort deviated hyperaeolism untriableness canvasman precrural satispassion,,,,,,,,,,,,February,Q1,"['maureen', 'snippish', 'cleverness', 'sponge', 'loran', 'reflooded', 'supersensuously', 'folies', 'disquiparancy', 'experts', 'satispassion', 'interestedness', 'lictorian', 'corticopeduncular', 'unpedantical', 'repine', 'redemption', 'erythremia', 'assort', 'deviated', 'hyperaeolism', 'untriableness', 'canvasman', 'precrural', 'satispassion']"
200,achyranthes hydrochloride drycoal copiously weeviled pusillanimously pyrogenic implant clearsightedness avertible incondensible externes unverminously rampagers micronutrient reperception wingfishes misbranding noncastigation pneumatophonic euphonise outraising elatrometer,,,,,,,,,,,,March,Q1,"['achyranthes', 'hydrochloride', 'drycoal', 'copiously', 'weeviled', 'pusillanimously', 'pyrogenic', 'implant', 'clearsightedness', 'avertible', 'incondensible', 'externes', 'unverminously', 'rampagers', 'micronutrient', 'reperception', 'wingfishes', 'misbranding', 'noncastigation', 'pneumatophonic', 'euphonise', 'outraising', 'elatrometer']"
201,embryomas plenipotential photonephograph niggardized scabland unbias indear reflation cecomorphic unsavingly redrew seraphs convicts correctrice hamauls brazers procrastinated extratorrid roker inhibits repugnate servomechanically holohyaline lymphocele sigmatic miscasting,,,,,,,,,,,,March,Q1,"['embryomas', 'plenipotential', 'photonephograph', 'niggardized', 'scabland', 'unbias', 'indear', 'reflation', 'cecomorphic', 'unsavingly', 'redrew', 'seraphs', 'convicts', 'correctrice', 'hamauls', 'brazers', 'procrastinated', 'extratorrid', 'roker', 'inhibits', 'repugnate', 'servomechanically', 'holohyaline', 'lymphocele', 'sigmatic', 'miscasting']"
202,hysterodynia aeneid loofahs nonreasonability omnirepresentative chromatioideae bullock unincludable macers comptrollership pariglin inspective zeroed unpunctated unfrilly engineeringly porty vee unpunctated prothalamion principle wormlike interreligiously prostomiumia implement,,,,,,,,,,,,March,Q1,"['hysterodynia', 'aeneid', 'loofahs', 'nonreasonability', 'omnirepresentative', 'chromatioideae', 'bullock', 'unincludable', 'macers', 'comptrollership', 'pariglin', 'inspective', 'zeroed', 'unpunctated', 'unfrilly', 'engineeringly', 'porty', 'vee', 'unpunctated', 'prothalamion', 'principle', 'wormlike', 'interreligiously', 'prostomiumia', 'implement']"
203,underbursar sanders confessionist sextains scows apolog calculiform aerotaxis lairs alw horribly behaviourism runesmith nonvocable limpidly nickstick buncombes ichors ovenmen interconnected chinchillette luridness crabeater snappe bilharzic midwatches resumer unconvicted didies,,,,,,,,,,,,March,Q1,"['underbursar', 'sanders', 'confessionist', 'sextains', 'scows', 'apolog', 'calculiform', 'aerotaxis', 'lairs', 'alw', 'horribly', 'behaviourism', 'runesmith', 'nonvocable', 'limpidly', 'nickstick', 'buncombes', 'ichors', 'ovenmen', 'interconnected', 'chinchillette', 'luridness', 'crabeater', 'snappe', 'bilharzic', 'midwatches', 'resumer', 'unconvicted', 'didies']"
204,tartarum isolations mooress iodobehenate dcollet carditis subsumption ijithad eusol scotize overidden tunesmith uncontradicted blitzes ingrainedly undistinguishable chromophilous cardanic pelvimetry dinitrile staurolitic advisedness silentest confusable cardanic protosaurian,,,,,,,,,,,,March,Q1,"['tartarum', 'isolations', 'mooress', 'iodobehenate', 'dcollet', 'carditis', 'subsumption', 'ijithad', 'eusol', 'scotize', 'overidden', 'tunesmith', 'uncontradicted', 'blitzes', 'ingrainedly', 'undistinguishable', 'chromophilous', 'cardanic', 'pelvimetry', 'dinitrile', 'staurolitic', 'advisedness', 'silentest', 'confusable', 'cardanic', 'protosaurian']"
205,rippingly pleomorphist stillicide lapidation noncontroversially demireps hospita summerlay misadventures nonambulaties predescribing destines lurement antibigotry hyperidrosis tintamarre redargue weirdos hyperidrosis nonanalogy angiostenosis nonextrication apposer segregatedness,,,,,,,,,,,,March,Q1,"['rippingly', 'pleomorphist', 'stillicide', 'lapidation', 'noncontroversially', 'demireps', 'hospita', 'summerlay', 'misadventures', 'nonambulaties', 'predescribing', 'destines', 'lurement', 'antibigotry', 'hyperidrosis', 'tintamarre', 'redargue', 'weirdos', 'hyperidrosis', 'nonanalogy', 'angiostenosis', 'nonextrication', 'apposer', 'segregatedness']"
206,techier amissness keyway callistemon toilers clewing nonuniformly dereligionize certiorate redisciplining porcelainizing sideritis oidwlfe backtrick suprachoroidal drowsiness unyearned birdlike outtongued representationes aftersong manganocolumbite semicynical smocking,,,,,,,,,,,,March,Q1,"['techier', 'amissness', 'keyway', 'callistemon', 'toilers', 'clewing', 'nonuniformly', 'dereligionize', 'certiorate', 'redisciplining', 'porcelainizing', 'sideritis', 'oidwlfe', 'backtrick', 'suprachoroidal', 'drowsiness', 'unyearned', 'birdlike', 'outtongued', 'representationes', 'aftersong', 'manganocolumbite', 'semicynical', 'smocking']"
207,gifted myctodera larcenish gironny gifted outbend adfected carpophalangeal debromination counterexpostulation unsanguineous comprehensively suevian unextruded perperfect hemerobius donkeys inwardness ultrastructure bufflehead suevian closeups mucedine phalaropodidae echini,,,,,,,,,,,,March,Q1,"['gifted', 'myctodera', 'larcenish', 'gironny', 'gifted', 'outbend', 'adfected', 'carpophalangeal', 'debromination', 'counterexpostulation', 'unsanguineous', 'comprehensively', 'suevian', 'unextruded', 'perperfect', 'hemerobius', 'donkeys', 'inwardness', 'ultrastructure', 'bufflehead', 'suevian', 'closeups', 'mucedine', 'phalaropodidae', 'echini']"
208,orchitic hypercalcinuria decurion caramel geometroidea ailurophobe commutative interpenetrable dogskin mowhawk unstitch scoggan inerrantly scoggan syncopic affecter superuniversalness joker anesthesiologist sistency stob nonobscurity commutative superfoliation steamtightness,,,,,,,,,,,,March,Q1,"['orchitic', 'hypercalcinuria', 'decurion', 'caramel', 'geometroidea', 'ailurophobe', 'commutative', 'interpenetrable', 'dogskin', 'mowhawk', 'unstitch', 'scoggan', 'inerrantly', 'scoggan', 'syncopic', 'affecter', 'superuniversalness', 'joker', 'anesthesiologist', 'sistency', 'stob', 'nonobscurity', 'commutative', 'superfoliation', 'steamtightness']"
209,overelegance decorum hematherapy oblique archoplasm unopprobrious fluorogenic particularistic nonflatulent soporifousness besonnet airdrome unrelentance nondiphtherial versatility flashbulbs pastoress profession precontrol profession unovercome foreweigh rechristen glycosin poly,,,,,,,,,,,,March,Q1,"['overelegance', 'decorum', 'hematherapy', 'oblique', 'archoplasm', 'unopprobrious', 'fluorogenic', 'particularistic', 'nonflatulent', 'soporifousness', 'besonnet', 'airdrome', 'unrelentance', 'nondiphtherial', 'versatility', 'flashbulbs', 'pastoress', 'profession', 'precontrol', 'profession', 'unovercome', 'foreweigh', 'rechristen', 'glycosin', 'poly']"
210,disrank trizonia conqueringly prepetition orfevrerie sultanist plantal hectical cockshy miranhan churchway lithologically copemates australian superfluent ingenerate forereaching encephalalgia toweling overpeopled straked buttonbur cassites flatterers detrainment commemorable,,,,,,,,,,,,March,Q1,"['disrank', 'trizonia', 'conqueringly', 'prepetition', 'orfevrerie', 'sultanist', 'plantal', 'hectical', 'cockshy', 'miranhan', 'churchway', 'lithologically', 'copemates', 'australian', 'superfluent', 'ingenerate', 'forereaching', 'encephalalgia', 'toweling', 'overpeopled', 'straked', 'buttonbur', 'cassites', 'flatterers', 'detrainment', 'commemorable']"
211,knowledgeability quoiter turfskis pseudarachnidan morice spasmatical contredanses aday demeans reaccentuate peshito christians squinty turfskis cabiritic bobet insociable pasteurizer methylated unmackly christians annals schussboomer pottering yuki grooms emoluments formylate,,,,,,,,,,,,March,Q1,"['knowledgeability', 'quoiter', 'turfskis', 'pseudarachnidan', 'morice', 'spasmatical', 'contredanses', 'aday', 'demeans', 'reaccentuate', 'peshito', 'christians', 'squinty', 'turfskis', 'cabiritic', 'bobet', 'insociable', 'pasteurizer', 'methylated', 'unmackly', 'christians', 'annals', 'schussboomer', 'pottering', 'yuki', 'grooms', 'emoluments', 'formylate']"
212,alupag elytroplastic oversand waylaid akpek supercivilly carduelis ferroaluminum preday unrests boltstrake trabeculas arboricoline localiser sydneian machicolated cephalodiscus participatingly literalization sequenced arboricoline hygrostatics scape tuberosity pretestifying,,,,,,,,,,,,March,Q1,"['alupag', 'elytroplastic', 'oversand', 'waylaid', 'akpek', 'supercivilly', 'carduelis', 'ferroaluminum', 'preday', 'unrests', 'boltstrake', 'trabeculas', 'arboricoline', 'localiser', 'sydneian', 'machicolated', 'cephalodiscus', 'participatingly', 'literalization', 'sequenced', 'arboricoline', 'hygrostatics', 'scape', 'tuberosity', 'pretestifying']"
213,brandrith clanned preteaching cataphyllary unpedigreed engrege faroff buccaneers tigerbird demidevil engrege gult xenopterygian kyaung gratification squarelike kenspac gult archididascalian picturization tsiology rucksey unevoked coelialgia acosmist brandrith devolatilised,,,,,,,,,,,,March,Q1,"['brandrith', 'clanned', 'preteaching', 'cataphyllary', 'unpedigreed', 'engrege', 'faroff', 'buccaneers', 'tigerbird', 'demidevil', 'engrege', 'gult', 'xenopterygian', 'kyaung', 'gratification', 'squarelike', 'kenspac', 'gult', 'archididascalian', 'picturization', 'tsiology', 'rucksey', 'unevoked', 'coelialgia', 'acosmist', 'brandrith', 'devolatilised']"
214,dreamless dreamless megadonty silicotalcose dramatics snaw meharis rutile epigeous durrie mangeiest anomura argues conducted counterpreach alicoche freiezlebenhe occulter nonrevelation doubleyou twenties evangelising cassoon haroset planetarium hallos gemmiest aplace foederal,,,,,,,,,,,,March,Q1,"['dreamless', 'dreamless', 'megadonty', 'silicotalcose', 'dramatics', 'snaw', 'meharis', 'rutile', 'epigeous', 'durrie', 'mangeiest', 'anomura', 'argues', 'conducted', 'counterpreach', 'alicoche', 'freiezlebenhe', 'occulter', 'nonrevelation', 'doubleyou', 'twenties', 'evangelising', 'cassoon', 'haroset', 'planetarium', 'hallos', 'gemmiest', 'aplace', 'foederal']"
215,monasa kernites rectilinearly antisepticise pompilus althaea diluvium hypoditone alumna postward hoult apass cytologists artillerist undertakingly calctuff skags marmoration nemertina calctuff reoccupation postward aurei unspuriousness sacciferous easterners sacrificed tereu,,,,,,,,,,,,March,Q1,"['monasa', 'kernites', 'rectilinearly', 'antisepticise', 'pompilus', 'althaea', 'diluvium', 'hypoditone', 'alumna', 'postward', 'hoult', 'apass', 'cytologists', 'artillerist', 'undertakingly', 'calctuff', 'skags', 'marmoration', 'nemertina', 'calctuff', 'reoccupation', 'postward', 'aurei', 'unspuriousness', 'sacciferous', 'easterners', 'sacrificed', 'tereu']"
216,familiarities skatole bituberculate interdict intermatting ess encapsulations hilloas progeneration progeneration stilbites affably longshoreman cellulolytic lightfooted swabby reclasped synusia cytoid familiarities nominature pentacoccous nominature nominature unviolable,,,,,,,,,,,,March,Q1,"['familiarities', 'skatole', 'bituberculate', 'interdict', 'intermatting', 'ess', 'encapsulations', 'hilloas', 'progeneration', 'progeneration', 'stilbites', 'affably', 'longshoreman', 'cellulolytic', 'lightfooted', 'swabby', 'reclasped', 'synusia', 'cytoid', 'familiarities', 'nominature', 'pentacoccous', 'nominature', 'nominature', 'unviolable']"
217,postnuptial stepney byline contentiousness thelephora fatiguesome incessable predisposition refoot chattanoogan nonarrival polaxis cryptomeria roberdsman reeper counterexplanation sympathism puncticular metakinesis puncticular contentiousness malassociation appreciate,,,,,,,,,,,,March,Q1,"['postnuptial', 'stepney', 'byline', 'contentiousness', 'thelephora', 'fatiguesome', 'incessable', 'predisposition', 'refoot', 'chattanoogan', 'nonarrival', 'polaxis', 'cryptomeria', 'roberdsman', 'reeper', 'counterexplanation', 'sympathism', 'puncticular', 'metakinesis', 'puncticular', 'contentiousness', 'malassociation', 'appreciate']"
218,sillibibs nontannin unplunderously ratany fasciculate lea bastard esthetician antiscolic opinicuses psychagogue chainstitch carotene petrogale dishful snoozles systematism hippocamp bulbine kokra sheafage pentandrian disoblige bathyscaphe ungreatly stook lacertilian lacertilian,,,,,,,,,,,,March,Q1,"['sillibibs', 'nontannin', 'unplunderously', 'ratany', 'fasciculate', 'lea', 'bastard', 'esthetician', 'antiscolic', 'opinicuses', 'psychagogue', 'chainstitch', 'carotene', 'petrogale', 'dishful', 'snoozles', 'systematism', 'hippocamp', 'bulbine', 'kokra', 'sheafage', 'pentandrian', 'disoblige', 'bathyscaphe', 'ungreatly', 'stook', 'lacertilian', 'lacertilian']"
219,crosshair wheezier unpardonably colugo undividable neotenous melismatics dere isophoria unpictorialize unhit orgasmic amuzzle contemporaneity throw undividable kendo municipalizer dere copromisor vrouw regerminated socinianism dorsolum sixths interlobular jerksome undividable,,,,,,,,,,,,March,Q1,"['crosshair', 'wheezier', 'unpardonably', 'colugo', 'undividable', 'neotenous', 'melismatics', 'dere', 'isophoria', 'unpictorialize', 'unhit', 'orgasmic', 'amuzzle', 'contemporaneity', 'throw', 'undividable', 'kendo', 'municipalizer', 'dere', 'copromisor', 'vrouw', 'regerminated', 'socinianism', 'dorsolum', 'sixths', 'interlobular', 'jerksome', 'undividable']"
220,kittens ungazetted musted augend yetzer porosis confidante radiologic faradays ungazetted orthopteral velds hovercar gnatho unbirdlike potiches carf turnhalls vaselike philosophy orthopteral monte falsettist lithologist spidery eventime coleophoridae clarkia experientialism,,,,,,,,,,,,March,Q1,"['kittens', 'ungazetted', 'musted', 'augend', 'yetzer', 'porosis', 'confidante', 'radiologic', 'faradays', 'ungazetted', 'orthopteral', 'velds', 'hovercar', 'gnatho', 'unbirdlike', 'potiches', 'carf', 'turnhalls', 'vaselike', 'philosophy', 'orthopteral', 'monte', 'falsettist', 'lithologist', 'spidery', 'eventime', 'coleophoridae', 'clarkia', 'experientialism']"
221,crayonists unamorously hemoglobinometer unworshipful angled rheoscopic nickeliferous petallike necrophil tomboyishly latticewise terbic siciliana bromatium sarcocyte entrance canonics crayonists weighman rescriptively chimerical disheaven abattised tricorporate untrivially,,,,,,,,,,,,March,Q1,"['crayonists', 'unamorously', 'hemoglobinometer', 'unworshipful', 'angled', 'rheoscopic', 'nickeliferous', 'petallike', 'necrophil', 'tomboyishly', 'latticewise', 'terbic', 'siciliana', 'bromatium', 'sarcocyte', 'entrance', 'canonics', 'crayonists', 'weighman', 'rescriptively', 'chimerical', 'disheaven', 'abattised', 'tricorporate', 'untrivially']"
222,tonous stimulability unproscribed humans unvertiginously inheritability cunila refacing retractive chainette noetian thingly gurges unproscribed colletic explorations nonresolvabness strobiloid entablements cravers immorigerousness pilling unlocalize patches distains nonfreemen,,,,,,,,,,,,March,Q1,"['tonous', 'stimulability', 'unproscribed', 'humans', 'unvertiginously', 'inheritability', 'cunila', 'refacing', 'retractive', 'chainette', 'noetian', 'thingly', 'gurges', 'unproscribed', 'colletic', 'explorations', 'nonresolvabness', 'strobiloid', 'entablements', 'cravers', 'immorigerousness', 'pilling', 'unlocalize', 'patches', 'distains', 'nonfreemen']"
223,hotly dramatics rapide raffinate colt crymoanesthesia tahitians jam villageous enzymologist shelters ebony crymoanesthesia crocker mastectomy sluices givenness urol phraseless hydrozincite mendaciousness irresonant ballat intranquil coigning untediously allumette,,,,,,,,,,,,March,Q1,"['hotly', 'dramatics', 'rapide', 'raffinate', 'colt', 'crymoanesthesia', 'tahitians', 'jam', 'villageous', 'enzymologist', 'shelters', 'ebony', 'crymoanesthesia', 'crocker', 'mastectomy', 'sluices', 'givenness', 'urol', 'phraseless', 'hydrozincite', 'mendaciousness', 'irresonant', 'ballat', 'intranquil', 'coigning', 'untediously', 'allumette']"
224,unclotting herbartianism woodhen cohesiveness buckeyed galoubet enchased nestorianism orchideously gauges gangliomata beleapt wynkernel longicaudate demiurgeous nonagglutinative sulphion hexs overshade saccules herbartianism wakizashi klucker zooks puccinoid transessentiating,,,,,,,,,,,,March,Q1,"['unclotting', 'herbartianism', 'woodhen', 'cohesiveness', 'buckeyed', 'galoubet', 'enchased', 'nestorianism', 'orchideously', 'gauges', 'gangliomata', 'beleapt', 'wynkernel', 'longicaudate', 'demiurgeous', 'nonagglutinative', 'sulphion', 'hexs', 'overshade', 'saccules', 'herbartianism', 'wakizashi', 'klucker', 'zooks', 'puccinoid', 'transessentiating']"
225,quadrigae scrupulum sombrous stooked brucines mydatoxine transcendingness desmogenous portulan stomoxys intramuralism subtrunk misspoken corrosionproof acoin today today misyoked entoprocta nitrofuran arrivism demarks overburdeningly barid tagalize insensitivity gastropodan,,,,,,,,,,,,March,Q1,"['quadrigae', 'scrupulum', 'sombrous', 'stooked', 'brucines', 'mydatoxine', 'transcendingness', 'desmogenous', 'portulan', 'stomoxys', 'intramuralism', 'subtrunk', 'misspoken', 'corrosionproof', 'acoin', 'misyoked', 'entoprocta', 'nitrofuran', 'arrivism', 'demarks', 'overburdeningly', 'barid', 'tagalize', 'insensitivity', 'gastropodan']"
226,septendecennial cocle beefburger renounceable replunder repitch saturater quonking nympholeptic fatuate replunder ferae megalogastria archespores nuptiality brabagious combings fatuate prochlorite pheochromocytoma outhunt overdiscount palaeoanthropus ephidrosis sunned dandelion,,,,,,,,,,,,March,Q1,"['septendecennial', 'cocle', 'beefburger', 'renounceable', 'replunder', 'repitch', 'saturater', 'quonking', 'nympholeptic', 'fatuate', 'replunder', 'ferae', 'megalogastria', 'archespores', 'nuptiality', 'brabagious', 'combings', 'fatuate', 'prochlorite', 'pheochromocytoma', 'outhunt', 'overdiscount', 'palaeoanthropus', 'ephidrosis', 'sunned', 'dandelion']"
227,shareship carbureter subtrochanteric henroost decadrachma mutinous inebriacy overwing unpicking manufactural isostasy revenants subtrochanteric exploit unattacked tovariaceous unsapped intersow codlings regrafted palletization thysel triphenylated regrafted immoralized pavillon,,,,,,,,,,,,March,Q1,"['shareship', 'carbureter', 'subtrochanteric', 'henroost', 'decadrachma', 'mutinous', 'inebriacy', 'overwing', 'unpicking', 'manufactural', 'isostasy', 'revenants', 'subtrochanteric', 'exploit', 'unattacked', 'tovariaceous', 'unsapped', 'intersow', 'codlings', 'regrafted', 'palletization', 'thysel', 'triphenylated', 'regrafted', 'immoralized', 'pavillon']"
228,stagers waggeries logis occupationally synoetic ingerminate undivestedly hyalographer methoxide outbegged poodleship frower understrapped occupationally territorialised superdanger unabased blister cephalocyst ecstaticize idealisms semisaline disimmure mesocarps exopterygota,,,,,,,,,,,,March,Q1,"['stagers', 'waggeries', 'logis', 'occupationally', 'synoetic', 'ingerminate', 'undivestedly', 'hyalographer', 'methoxide', 'outbegged', 'poodleship', 'frower', 'understrapped', 'occupationally', 'territorialised', 'superdanger', 'unabased', 'blister', 'cephalocyst', 'ecstaticize', 'idealisms', 'semisaline', 'disimmure', 'mesocarps', 'exopterygota']"
229,mouill calfs cycadofilicinean detruncation outswindling carnel barytocelestite diadelphic diphyzooid unlyrically funneled grumpy outswindling unshorn unshorn marybud foveole suprapubian ectoderms unstridulating bailie eclogites withstands quantivalent leveeing foveole,,,,,,,,,,,,March,Q1,"['mouill', 'calfs', 'cycadofilicinean', 'detruncation', 'outswindling', 'carnel', 'barytocelestite', 'diadelphic', 'diphyzooid', 'unlyrically', 'funneled', 'grumpy', 'outswindling', 'unshorn', 'unshorn', 'marybud', 'foveole', 'suprapubian', 'ectoderms', 'unstridulating', 'bailie', 'eclogites', 'withstands', 'quantivalent', 'leveeing', 'foveole']"
230,reordinate clysters dyssodia gladkaite zythum asperser minifloppy branchiosaurus recanvas millward wezen notice rubiginous flecky sunups brigetty proliterary koels allium papayotin fecundation bipinnated kipskin izote surfmanship cabbageheadedness updove guly equinate ulexites,,,,,,,,,,,,March,Q1,"['reordinate', 'clysters', 'dyssodia', 'gladkaite', 'zythum', 'asperser', 'minifloppy', 'branchiosaurus', 'recanvas', 'millward', 'wezen', 'notice', 'rubiginous', 'flecky', 'sunups', 'brigetty', 'proliterary', 'koels', 'allium', 'papayotin', 'fecundation', 'bipinnated', 'kipskin', 'izote', 'surfmanship', 'cabbageheadedness', 'updove', 'guly', 'equinate', 'ulexites']"
231,hypoglossus rippers scarcities idosaccharic wildlings ande exploration lactam rideable sestuor bigotedness unexigible hematospermatocele discrepantly hexateuch limping stampedable sesiidae decision repulsing cryptograph twirp pulicidae siliquae actinide rectigrade apparent ande,,,,,,,,,,,,March,Q1,"['hypoglossus', 'rippers', 'scarcities', 'idosaccharic', 'wildlings', 'ande', 'exploration', 'lactam', 'rideable', 'sestuor', 'bigotedness', 'unexigible', 'hematospermatocele', 'discrepantly', 'hexateuch', 'limping', 'stampedable', 'sesiidae', 'decision', 'repulsing', 'cryptograph', 'twirp', 'pulicidae', 'siliquae', 'actinide', 'rectigrade', 'apparent', 'ande']"
232,overarch titularly vitiosities tuberculoid hypericales lampblacking stylist presbycusis obtusest capernaite eschynite histologist potboy vitiosities pathogenically restaffed meach cabresto quislingistic pseudomilitaristic mistletoe amess dronte defervesced kodakry,,,,,,,,,,,,March,Q1,"['overarch', 'titularly', 'vitiosities', 'tuberculoid', 'hypericales', 'lampblacking', 'stylist', 'presbycusis', 'obtusest', 'capernaite', 'eschynite', 'histologist', 'potboy', 'vitiosities', 'pathogenically', 'restaffed', 'meach', 'cabresto', 'quislingistic', 'pseudomilitaristic', 'mistletoe', 'amess', 'dronte', 'defervesced', 'kodakry']"
233,signalese misdate cosuggestion lymphoblastosis thiopyran porogamic dibbuk register motorcyclists techniques weaselly blotchier patellula astromantic polloi doorways timpano contredanses paste tetramethylsilane ankus tarsitis sancties armor paterae gecko psittacism auricomous,,,,,,,,,,,,March,Q1,"['signalese', 'misdate', 'cosuggestion', 'lymphoblastosis', 'thiopyran', 'porogamic', 'dibbuk', 'register', 'motorcyclists', 'techniques', 'weaselly', 'blotchier', 'patellula', 'astromantic', 'polloi', 'doorways', 'timpano', 'contredanses', 'paste', 'tetramethylsilane', 'ankus', 'tarsitis', 'sancties', 'armor', 'paterae', 'gecko', 'psittacism', 'auricomous']"
234,umbethink introverted outfiguring untrusty dispatches ashier sanguinopurulent revictory davens spinule decreaseless sctd overcooling nonlyrical parcidentate untrusty unpainstaking heartlessness compelled decremented unpainstaking hernioplasties binominal popinjay atis paranoias,,,,,,,,,,,,March,Q1,"['umbethink', 'introverted', 'outfiguring', 'untrusty', 'dispatches', 'ashier', 'sanguinopurulent', 'revictory', 'davens', 'spinule', 'decreaseless', 'sctd', 'overcooling', 'nonlyrical', 'parcidentate', 'untrusty', 'unpainstaking', 'heartlessness', 'compelled', 'decremented', 'unpainstaking', 'hernioplasties', 'binominal', 'popinjay', 'atis', 'paranoias']"
235,outstartling conjugationally gipser garmenting vernacularized immoveables outmarried koreishite preelimination transpositor orson scarriest freestones electroplaque kelotomies koreishite directivity malariotherapy enjewel oviducts calendula amiranha sylvius repositions,,,,,,,,,,,,March,Q1,"['outstartling', 'conjugationally', 'gipser', 'garmenting', 'vernacularized', 'immoveables', 'outmarried', 'koreishite', 'preelimination', 'transpositor', 'orson', 'scarriest', 'freestones', 'electroplaque', 'kelotomies', 'koreishite', 'directivity', 'malariotherapy', 'enjewel', 'oviducts', 'calendula', 'amiranha', 'sylvius', 'repositions']"
236,diarthric steal romanticism ascertainer suzerainties suzerainties outtravel romanticism ecchondrosis goshenite amatito fourteen monochromically tetchy chillums mildens glossocele ragfish mannas renay overtutor pleomorphist nallah hexyls overtutor skanda pandanales mannas,,,,,,,,,,,,March,Q1,"['diarthric', 'steal', 'romanticism', 'ascertainer', 'suzerainties', 'suzerainties', 'outtravel', 'romanticism', 'ecchondrosis', 'goshenite', 'amatito', 'fourteen', 'monochromically', 'tetchy', 'chillums', 'mildens', 'glossocele', 'ragfish', 'mannas', 'renay', 'overtutor', 'pleomorphist', 'nallah', 'hexyls', 'overtutor', 'skanda', 'pandanales', 'mannas']"
237,groset flutterless papaverous committedness monotocous cerebellocortex kingweed elfish madonnalike introrsely unsteadiest numeric pullulated stymphalian unbesieged pleasureless heterochronous orating ideologise shittim pattering squillid zoarces kymograph mealiness papaverous,,,,,,,,,,,,March,Q1,"['groset', 'flutterless', 'papaverous', 'committedness', 'monotocous', 'cerebellocortex', 'kingweed', 'elfish', 'madonnalike', 'introrsely', 'unsteadiest', 'numeric', 'pullulated', 'stymphalian', 'unbesieged', 'pleasureless', 'heterochronous', 'orating', 'ideologise', 'shittim', 'pattering', 'squillid', 'zoarces', 'kymograph', 'mealiness', 'papaverous']"
238,often antiagglutination refuser kazak propman irrotational tamaraus ungodlike superempirical pendeloque sleight chalcididae micellar prorogations landgates internships residence carouses centerable cauld rebring subdenomination bossisms diaconicum bossisms aflicker evens swarfs,,,,,,,,,,,,March,Q1,"['often', 'antiagglutination', 'refuser', 'kazak', 'propman', 'irrotational', 'tamaraus', 'ungodlike', 'superempirical', 'pendeloque', 'sleight', 'chalcididae', 'micellar', 'prorogations', 'landgates', 'internships', 'residence', 'carouses', 'centerable', 'cauld', 'rebring', 'subdenomination', 'bossisms', 'diaconicum', 'bossisms', 'aflicker', 'evens', 'swarfs']"
239,sensorimuscular pensive pentastylos rhizopuses beneceptive congeneracy turgid weed clippingly areopagy sarsechim electorial bioecological domineeringly internatl chloroethylene thickheadedly hobbyism isostasies amphidiscophora zarf bradyesthesia tinkerlike onychia taxables,,,,,,,,,,,,March,Q1,"['sensorimuscular', 'pensive', 'pentastylos', 'rhizopuses', 'beneceptive', 'congeneracy', 'turgid', 'weed', 'clippingly', 'areopagy', 'sarsechim', 'electorial', 'bioecological', 'domineeringly', 'internatl', 'chloroethylene', 'thickheadedly', 'hobbyism', 'isostasies', 'amphidiscophora', 'zarf', 'bradyesthesia', 'tinkerlike', 'onychia', 'taxables']"
240,intercystic underachieve ceratopteris chivalry tetrahedroid namesakes basileus slipped ammonium diphenylhydantoin tithingman cerine sailable episcope ceratopteris camouflages bitewing players rectangle toggles hadith knurls cose unsplendid unshowered nasobasilar unrepudiative,,,,,,,,,,,,March,Q1,"['intercystic', 'underachieve', 'ceratopteris', 'chivalry', 'tetrahedroid', 'namesakes', 'basileus', 'slipped', 'ammonium', 'diphenylhydantoin', 'tithingman', 'cerine', 'sailable', 'episcope', 'ceratopteris', 'camouflages', 'bitewing', 'players', 'rectangle', 'toggles', 'hadith', 'knurls', 'cose', 'unsplendid', 'unshowered', 'nasobasilar', 'unrepudiative']"
241,nasalising congelative acrinyl unmaterialistically forworn sarees taft pyroxyline lambliasis yoghurts hairstyling banksman throwbacks degenerated utilitarianism congelative semperjuvenescent bungle objurgated sploit euploids volumetry disseated monochromatism feverwort yoghurts,,,,,,,,,,,,March,Q1,"['nasalising', 'congelative', 'acrinyl', 'unmaterialistically', 'forworn', 'sarees', 'taft', 'pyroxyline', 'lambliasis', 'yoghurts', 'hairstyling', 'banksman', 'throwbacks', 'degenerated', 'utilitarianism', 'congelative', 'semperjuvenescent', 'bungle', 'objurgated', 'sploit', 'euploids', 'volumetry', 'disseated', 'monochromatism', 'feverwort', 'yoghurts']"
