Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
Then don’t forget to tune in to @abcnetwork at 7p/6p Central for an ele-phantastic #DisneySingalong and roll straight into the #AmericanIdol Top 7 reveal singing their favorite Disney songs and mom tributes 😩,208,2020-05-10 21:09:30,Twitter for iPhone,4168,460,katyperry,1259591416721727489,False,,en,May,"['forget', 'tune', '@abcnetwork', '7p6p', 'central', 'elephantastic', '#disneysingalong', 'roll', 'straight', '#americanidol', 'top', '7', 'reveal', 'singing', 'favorite', 'disney', 'songs', 'mom', 'tributes']"
"I SEE NO DIFFERENCE! 🐘 
Have you HERD? It’s the best night of the year - Disney Night/Mother’s Day, and we’ve got a whole trunkful of ❤️👶🏼 for you! I’ll be on Facebook Live at 6:30p ET (3:30p pacific) to answer all of your questions about #AmericanIdol",276,2020-05-10 21:09:03,Twitter for iPhone,31906,3892,katyperry,1259591301655220224,False,https://t.co/Dyje8izGX7,en,May,"['difference', 'herd', 'best', 'night', 'year', 'disney', 'nightmothers', 'whole', 'trunkful', 'facebook', 'live', '630p', 'et', '330p', 'pacific', 'answer', 'questions', '#americanidol']"
Have you sent your #KatysDaisies flowers yet?! Which is your favorite bouquet? Don’t forget momma! 🌼,147,2020-05-09 19:21:28,Twitter for iPhone,14510,2430,katyperry,1259201839720837121,False,https://t.co/bEiUNflbAW,en,May,"['sent', '#katysdaisies', 'flowers', 'favorite', 'bouquet', 'forget', 'momma']"
Select a bouquet you wish to share and write your personal message to go along with it. We're sure you'll be able to find the right bloom for just about anyone - even for Mom this Mother’s Day!  🌼🌺🌸🌻🌹🌷💐,249,2020-05-08 16:31:27,Twitter for iPhone,6692,1483,katyperry,1258796667869917187,False,https://t.co/bEiUNflbAW,en,May,"['select', 'bouquet', 'wish', 'share', 'write', 'personal', 'message', 'along', 'youll', 'able', 'find', 'bloom', 'anyone', 'mom', 'mothers']"
"At #KatysDaisies, our goal is to provide the best virtual flower delivery service that can help you tell someone you care, you love them, you miss them, or simply thank them for believing in you.",219,2020-05-08 16:31:09,Twitter for iPhone,18646,3920,katyperry,1258796593366499329,False,https://t.co/AAn4SPwHXs,en,May,"['#katysdaisies', 'goal', 'provide', 'best', 'virtual', 'flower', 'delivery', 'service', 'help', 'tell', 'someone', 'care', 'love', 'miss', 'simply', 'thank', 'believing']"
"🌼 The first single from #KP5 is called #DAISIES and she’s coming MAY 15, 2020 🌼

THE MUSIC MUST GO ON",149,2020-05-07 16:02:17,Twitter for iPhone,88569,22959,katyperry,1258426939934560256,False,https://t.co/lI71mjIm0J,en,May,"['single', '#kp5', 'called', '#daisies', 'shes', 'coming', 'may', '15', '2020', 'music']"
Reminding myself that we are called human beings not human doings,89,2020-05-07 07:22:37,Instagram,12105,1227,katyperry,1258296159698710528,False,https://t.co/ANTB0FdQiL,en,May,"['reminding', 'called', 'human', 'beings', 'human', 'doings']"
the world’s starting to feel like one big game of mafia for the truth,69,2020-05-06 21:41:04,Twitter for iPhone,33601,4081,katyperry,1258149807979257856,False,,en,May,"['worlds', 'starting', 'feel', 'big', 'game', 'mafia', 'truth']"
i think eventually my tipping point will be one last zoom link,62,2020-05-06 02:00:38,Twitter for iPhone,28658,2349,katyperry,1257852744519438337,False,,en,May,"['think', 'eventually', 'tipping', 'point', 'zoom', 'link']"
"Sticks and stones may break your bones, but Daisies are the friendliest flower 🌼🤗 don’t forget 10% of every purchase will be donated to @baby2baby to assist their efforts in providing essential items to children and families impacted by COVID-19  #ShoesdayTuesday @kpcollections",302,2020-05-05 23:02:58,Twitter for iPhone,7324,802,katyperry,1257808031212957696,False,https://t.co/BRyYkIrBf5,en,May,"['sticks', 'stones', 'may', 'break', 'bones', 'daisies', 'friendliest', 'flower', 'forget', '10', 'purchase', 'donated', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'children', 'families', 'impacted', 'covid19', '#shoesdaytuesday', '@kpcollections']"
Happy CYN-co De Mayo! Grab your 🍸 (or apple juice for me 😩) and join @cynthialovely and me on IG Live at 5pm PT for a little happy hour hang over some DRINKS and we’ll talk music and mentorship 👯☺️,221,2020-05-05 19:02:10,Twitter for iPhone,7558,774,katyperry,1257747431254396928,False,https://t.co/7AjYGUi7Cw,en,May,"['happy', 'cynco', 'de', 'mayo', 'grab', 'apple', 'juice', 'join', '@cynthialovely', 'ig', 'live', '5pm', 'pt', 'little', 'happy', 'hour', 'hang', 'drinks', 'talk', 'music', 'mentorship']"
"what would have been... #TheMetBall2020💔 @ The Metropolitan Museum of Art, New York",107,2020-05-05 05:20:17,Instagram,9419,934,katyperry,1257540600905314305,False,https://t.co/z7u3NwYTpI,en,May,"['#themetball2020', '@', 'metropolitan', 'museum', 'art', 'new', 'york']"
"WIPE (I mean SWIPE😬) over to see how you can vote for your fav #americanidol top 10 FYI 🚨spoiler alert🚨West coast, if you’re looking for that extra roll, tune in to @AmericanIdol now on @abcnetwork to see my big dumb…",241,2020-05-04 03:04:14,Instagram,4652,473,katyperry,1257143972159524864,False,https://t.co/rRtmYfHgkb,en,May,"['wipe', 'mean', 'swipe', 'vote', 'fav', '#americanidol', 'top', '10', 'fyi', 'spoiler', 'alertwest', 'coast', 'looking', 'extra', 'roll', 'tune', '@americanidol', '@abcnetwork', 'big', 'dumb']"
but do you think we’ll make any sense? 🙃,64,2020-05-03 23:29:25,Twitter for iPhone,10654,920,katyperry,1257089912383238144,False,https://t.co/Z7BlUoQ7UE,en,May,"['think', 'sense']"
". @AmericanIdol is on a roll so you’re going to want to put your 🧩 down, pull out your 🍌🍞, &amp; tune into #AmericanIdol tonight at 8/7c on @abcnetwork. What better way to wipe your cares away for 2 hours 🧻 PS: we’ll catch up beforehand at 4:30p PT / 7:30p ET on Facebook live! 😍",303,2020-05-03 21:06:42,Twitter for iPhone,22006,2446,katyperry,1257053995136200704,False,https://t.co/wekv7OBf6O,en,May,"['@americanidol', 'roll', 'put', 'pull', 'tune', '#americanidol', 'tonight', '87c', '@abcnetwork', 'wipe', 'cares', 'away', '2', 'hours', 'ps', 'catch', 'beforehand', '430p', 'pt', '730p', 'et', 'facebook', 'live']"
🙋🏼‍♀️ if you’re up for a princess picnic in your backyard or living room 👸🏼✨🧺 and don’t forget 10% of every purchase will be donated to @baby2baby to assist their efforts in providing essential items to children and families impacted by COVID-19  #ShoesdayTuesday @kpcollections,302,2020-04-29 04:32:34,Twitter for iPhone,9578,961,katyperry,1255354262638510081,False,https://t.co/S2UUIxVayB,en,April,"['princess', 'picnic', 'backyard', 'living', 'room', 'forget', '10', 'purchase', 'donated', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'children', 'families', 'impacted', 'covid19', '#shoesdaytuesday', '@kpcollections']"
Welcome to my home studio! 🏠📹 🙃 WESTCOAST! It’s your turn for #AmericanIdol! And don’t forget to ➡️ VOTE for who you want in your TOP 10 before 9am ET tomorrow❗️,185,2020-04-27 02:58:55,Twitter for iPhone,13077,1311,katyperry,1254605918311866368,False,https://t.co/Qgb2xX1U20,en,April,"['welcome', 'home', 'studio', 'westcoast', 'turn', '#americanidol', 'forget', 'vote', 'top', '10', '9am', 'et', 'tomorrow']"
We at #AmericanIdol are keeping it both fresh and CLEAN! Tune in for the 1st ever episode from our homes tonight @ 8/7c on @abcnetwork. It’s up to u to narrow us down to our top 🔟! And I’ll be going live on Facebook at 4:30pm PT / 7:30pm ET before the east coast broadcast! 🤗,299,2020-04-26 21:21:25,Twitter for iPhone,21630,2726,katyperry,1254520985220288512,False,https://t.co/G11wH3Jzmc,en,April,"['#americanidol', 'keeping', 'fresh', 'clean', 'tune', '1st', 'episode', 'homes', 'tonight', '@', '87c', '@abcnetwork', 'u', 'narrow', 'top', 'live', 'facebook', '430pm', 'pt', '730pm', 'et', 'east', 'coast', 'broadcast']"
when you hear “hey guys” 17 times as you scroll ig 🙃,52,2020-04-26 07:02:18,Twitter for iPhone,40676,3154,katyperry,1254304781230694401,False,,en,April,"['hear', 'hey', 'guys', '17', 'times', 'scroll', 'ig']"
Who said you can’t add a little sparkle to your sweats? ✨🌈✨ and don’t forget 10% of every purchase will be donated to @baby2baby to assist their efforts in providing essential items to children and families impacted by COVID-19  #ShoesdayTuesday @kpcollections,284,2020-04-21 23:40:28,Twitter for iPhone,7096,677,katyperry,1252744040556068864,False,https://t.co/e5Sr4cMxRZ,en,April,"['cant', 'add', 'little', 'sparkle', 'sweats', 'forget', '10', 'purchase', 'donated', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'children', 'families', 'impacted', 'covid19', '#shoesdaytuesday', '@kpcollections']"
Here I am in my last glampt prequarentina look March 12th in front of the Sydney Opera House - a world class venue that our next #AmericanIdol could be performing at in their future 🔮 Follow their journey tonight…,237,2020-04-19 22:36:13,Instagram,7143,714,katyperry,1252003095397257217,False,https://t.co/q2Kl7RD1v4,en,April,"['glampt', 'prequarentina', 'march', '12th', 'front', 'sydney', 'opera', 'house', 'world', 'class', 'venue', 'next', '#americanidol', 'could', 'performing', 'future', 'follow', 'journey', 'tonight']"
"Kitty Purry crawled through my then-boyfriend’s window 15 years ago, fully pregnant and seeking shelter. Two litters and many moons later, this street cat became a lovable mascot to many. Sadly, Kitty completed her…",239,2020-04-19 06:23:27,Instagram,19953,2087,katyperry,1251758289085435906,False,https://t.co/QFyWDhs40B,en,April,"['kitty', 'purry', 'crawled', 'thenboyfriends', 'window', '15', 'fully', 'pregnant', 'seeking', 'shelter', 'litters', 'moons', 'later', 'street', 'cat', 'became', 'lovable', 'mascot', 'sadly', 'kitty', 'completed']"
♥️🙏🏻,28,2020-04-17 19:12:13,Twitter for iPhone,16290,1464,katyperry,1251226980965470208,False,https://t.co/giuOd16tI4,en,April,[]
the people that used to say “I only do hugs” are most definitely cancelled for the foreseeable future,101,2020-04-15 18:45:51,Twitter for iPhone,21659,2481,katyperry,1250495570893926400,False,,en,April,"['people', 'used', 'hugs', 'definitely', 'cancelled', 'foreseeable', 'future']"
My definition of success is being able to peel a price tag off the bottom of an item CLEANLY leaving NO residue,111,2020-04-15 04:31:59,Twitter for iPhone,39965,4524,katyperry,1250280686264545280,False,,en,April,"['definition', 'success', 'able', 'peel', 'price', 'tag', 'bottom', 'item', 'cleanly', 'leaving', 'residue']"
Who says you can’t look cute while being bored in the house? 🙃✌🏻💗 and don’t forget 10% of every purchase will be donated to @baby2baby to assist their efforts in providing essential items to children and families impacted by COVID-19 #ShoesdayTuesday @kpcollections,289,2020-04-14 23:59:11,Twitter for iPhone,9277,1115,katyperry,1250212033695367170,False,https://t.co/jPjwrqX2UC,en,April,"['says', 'cant', 'cute', 'bored', 'house', 'forget', '10', 'purchase', 'donated', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'children', 'families', 'impacted', 'covid19', '#shoesdaytuesday', '@kpcollections']"
do we think this is the season finale of The Simulation or nah,62,2020-04-14 23:57:07,Twitter for iPhone,17894,1925,katyperry,1250211516269264896,False,,en,April,"['think', 'season', 'finale', 'simulation', 'nah']"
"How will @AmericanIdol continue? 
I'll be judging from California ☀️
@LionelRichie from LA 👋
@LukeBryanOnline &amp; @mrBobbyBones in Nashville.🤠
@RyanSeacrest will host from Cali!🌴
Contestants perform at their house!🎤
America will VOTE from HOME and choose a WINNER!🗳️🎉",293,2020-04-14 20:06:04,Twitter for iPhone,6614,822,katyperry,1250153369382973441,False,https://t.co/DF1emYAfuR,en,April,"['@americanidol', 'continue', 'judging', 'california', '@lionelrichie', 'la', '@lukebryanonline', '@mrbobbybones', 'nashville@ryanseacrest', 'host', 'calicontestants', 'perform', 'houseamerica', 'vote', 'home', 'choose', 'winner']"
Somebunny 🐰 is going to be live on FACEBOOK with you right before Idol starts tonight at 7:45p ET to have a little Q&amp;A about any of your #AmericanIdol questions 🐣,190,2020-04-12 22:36:32,Twitter for iPhone,32418,3426,katyperry,1249466458586804224,False,https://t.co/wpKauXwwlH,en,April,"['somebunny', 'live', 'facebook', 'idol', 'starts', 'tonight', '745p', 'et', 'little', 'qampa', '#americanidol', 'questions']"
Two of my favorites have come together at the perfect moment #toyourhealth #pressedxbragg 🍎 🍏 Check out @PressedJuicery to order online for contactless curbside pickup or delivery or go to,236,2020-04-09 22:07:14,Twitter for iPhone,5152,519,katyperry,1248371923307749376,False,https://t.co/2auxqdPWRp,en,April,"['favorites', 'together', 'perfect', 'moment', '#toyourhealth', '#pressedxbragg', 'check', '@pressedjuicery', 'order', 'online', 'contactless', 'curbside', 'pickup', 'delivery']"
Sending ❤️ out to all of you on this #ShoesdayTuesday! I will be donating 10% from the sale of every shoe and handbag from  in April and May to @baby2baby to assist their efforts in providing essential items to children and families impacted by COVID-19 💕,302,2020-04-08 03:05:44,Twitter for iPhone,7650,925,katyperry,1247722267540221952,False,https://t.co/F1qKGOllSl,en,April,"['sending', '#shoesdaytuesday', 'donating', '10', 'sale', 'shoe', 'handbag', 'april', 'may', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'children', 'families', 'impacted', 'covid19']"
this is how you wash with styyylesss,60,2020-04-07 19:20:51,Twitter for iPhone,8588,926,katyperry,1247605274380128256,False,https://t.co/C7rlCUGv9Y,en,April,"['wash', 'styyylesss']"
"OMGEE We’re leaving it to you, America! We couldn’t choose between @GraceLeermusic &amp; @LaurenMascitti so we’re leaving it to you! Vote at  #AmericanIdol @emmylousongbird",219,2020-04-06 02:00:35,Twitter for iPhone,2341,217,katyperry,1246981095683321858,False,https://t.co/AeLQtxZkD5,en,April,"['omgee', 'leaving', 'america', 'couldnt', 'choose', '@graceleermusic', '@laurenmascitti', 'leaving', 'vote', '#americanidol', '@emmylousongbird']"
It’s the end of the #AmericanIdol journey for #DemiRae 🥺 but the beginning of a new journey for her. Keep being the you you wanna see on stage girl! 💫,174,2020-04-06 01:46:37,Twitter for iPhone,6496,867,katyperry,1246977580198051840,False,https://t.co/wvfEaJWKrU,en,April,"['end', '#americanidol', 'journey', '#demirae', 'beginning', 'new', 'journey', 'wanna', 'stage', 'girl']"
This is definitely love that I’m feeling for @ArthurGunn122’s pure light ✨#AmericanIdol,87,2020-04-06 01:41:35,Twitter for iPhone,2899,225,katyperry,1246976313258151936,False,,en,April,"['definitely', 'love', 'feeling', '@arthurgunn122s', 'pure', 'light', '#americanidol']"
"YASSSTH @OliviaXimines not just the voice, not just the moves, but THE REVEAL AND I AM HERE FOR IT #AmericanIdol @LoveTinaTurner",152,2020-04-06 01:38:46,Twitter for iPhone,3525,324,katyperry,1246975603732971520,False,https://t.co/wQAyWtMmGT,en,April,"['yasssth', '@oliviaximines', 'voice', 'moves', 'reveal', '#americanidol', '@lovetinaturner']"
We gotta look out cause the next generation is coming and they are NOT👏🏻HERE👏🏻TO👏🏻PLAY❗️@CyniahElise @MakaylaPhillips @iamlaurenmusic #AmericanIdol @MsPattiPatti,185,2020-04-06 01:25:03,Twitter for iPhone,1893,174,katyperry,1246972154517708801,False,https://t.co/LJBeoP9nTY,en,April,"['gotta', 'cause', 'next', 'generation', 'coming', 'notheretoplay@cyniahelise', '@makaylaphillips', '@iamlaurenmusic', '#americanidol', '@mspattipatti']"
. @shan_gibbons all endings are also beginnings. Chin up butter cup ♥️🌱#AmericanIdol @adele,91,2020-04-06 01:17:46,Twitter for iPhone,2357,162,katyperry,1246970319111213061,False,,en,April,"['@shan_gibbons', 'endings', 'beginnings', 'chin', 'butter', 'cup', '#americanidol', '@adele']"
"I've said it before but IT. IS. NOT. EASY. saying no to some really great contestants like #GraceLundy. Mark my words, give it 5 years and Grace is gonna prove us wrong. It’s all about timing, sometimes 💫 #AmericanIdol",218,2020-04-06 01:15:23,Twitter for iPhone,2563,187,katyperry,1246969721494179842,False,,en,April,"['ive', 'easy', 'saying', 'great', 'contestants', '#gracelundy', 'mark', 'words', 'give', '5', 'grace', 'gonna', 'prove', 'wrong', 'timing', 'sometimes', '#americanidol']"
. @GabrielaKimmy has one of the best voices in the competition but she’s gotta round it all out now if she wants to go ALL THE WAY 💯 #AmericanIdol @ddlovato,180,2020-04-06 01:08:00,Twitter for iPhone,2518,272,katyperry,1246967863182684161,False,https://t.co/i3U1X5DkKG,en,April,"['@gabrielakimmy', 'best', 'voices', 'competition', 'shes', 'gotta', 'round', 'wants', '#americanidol', '@ddlovato']"
"Also, I have a lot of respect for @mrBobbyBones. As you can tell, he wasn’t supposed to shoot that day (5 o’clock shadow, no makeup) but he means it when he says he’ll always be there for the contestants. I thought that was really cool of him 👍🏻 #AmericanIdol",259,2020-04-06 01:02:36,Twitter for iPhone,3938,213,katyperry,1246966502537846786,False,,en,April,"['lot', 'respect', '@mrbobbybones', 'tell', 'wasnt', 'supposed', 'shoot', '5', 'oclock', 'shadow', 'makeup', 'means', 'says', 'hell', 'contestants', 'thought', 'cool', '#americanidol']"
"I hope #RobertTaylor keeps chasing those dreams, and the hair. Werk, but don’t overwork!  #AmericanIdol @eltonofficial",142,2020-04-06 00:54:15,Twitter for iPhone,1663,162,katyperry,1246964401212510210,False,https://t.co/fIWwaSyrV7,en,April,"['hope', '#roberttaylor', 'keeps', 'chasing', 'dreams', 'hair', 'werk', 'overwork', '#americanidol', '@eltonofficial']"
"I have no problem throwing @LukeBryanOnline and @LionelRichie under the bus, especially when I win the argument 💅🏻 It ain’t nothing but a hair flip hinny! You earned that top 20 spot @SophiaWackerman! #AmericanIdol @nickjonas",249,2020-04-06 00:42:09,Twitter for iPhone,2741,254,katyperry,1246961355837456389,False,https://t.co/srZN21OivL,en,April,"['problem', 'throwing', '@lukebryanonline', '@lionelrichie', 'bus', 'especially', 'win', 'argument', 'aint', 'nothing', 'hair', 'flip', 'hinny', 'earned', 'top', '20', 'spot', '@sophiawackerman', '#americanidol', '@nickjonas']"
"We love a good surprise at #AmericanIdol... So glad your dad got to see you make it to the top 20 @Aliana_Jester! And yes, that performance definitely earned a celebratory pool jump...",208,2020-04-06 00:35:39,Twitter for iPhone,1856,174,katyperry,1246959721296216065,False,https://t.co/yR8dL3gwLC,en,April,"['love', 'good', 'surprise', '#americanidol', 'glad', 'dad', 'top', '20', '@aliana_jester', 'yes', 'performance', 'definitely', 'earned', 'celebratory', 'pool', 'jump']"
I’ve loved seeing @Julia_Gargano  AKA Julia GaGORGEOUS blossom 🌺 To be honest this rendition of #GlitterInTheAir by @pink was maybe my favorite performance in Hawaii yet... #AmericanIdol,186,2020-04-06 00:27:46,Twitter for iPhone,2153,200,katyperry,1246957738518671360,False,,en,April,"['ive', 'loved', 'seeing', '@julia_gargano', 'aka', 'julia', 'gagorgeous', 'blossom', 'honest', 'rendition', '#glitterintheair', '@pink', 'maybe', 'favorite', 'performance', 'hawaii', '#americanidol']"
Be the artist you want to see in your own students @FBooneMusic! I hope you continue to make your daughter AND your students PROUD ♥️🙏🏻 #AmericanIdol,149,2020-04-06 00:17:32,Twitter for iPhone,2450,194,katyperry,1246955163379568640,False,,en,April,"['artist', 'students', '@fboonemusic', 'hope', 'continue', 'daughter', 'students', 'proud', '#americanidol']"
I’m always gonna root for @genlinkowski and the strength/💪🏻vulnerability💪🏻 and growth she’s shown us over the last 2 years has been amazing 🌱#AmericanIdol @Lauren_Daigle,169,2020-04-06 00:14:15,Twitter for iPhone,2044,171,katyperry,1246954337110130689,False,,en,April,"['gonna', 'root', '@genlinkowski', 'strengthvulnerability', 'growth', 'shes', 'shown', '2', 'amazing', '#americanidol', '@lauren_daigle']"
"Hope you can continue to keep seeing the VALUE in yourself @DillonJOfficial. You aren’t just a singer, you’re an ARTIST and every human life has VALUE ♥️ #AmericanIdol",191,2020-04-06 00:04:20,Twitter for iPhone,1924,200,katyperry,1246951839926378497,False,https://t.co/feuT5mj1la,en,April,"['hope', 'continue', 'seeing', 'value', '@dillonjofficial', 'arent', 'singer', 'artist', 'human', 'life', 'value', '#americanidol']"
It’s been a WEEK since we left you with a cliffhanger for @DillonJOfficial on #AmericanIdol 😳 Does it feel like it’s been forever or does it feel like yesterday?,161,2020-04-05 23:59:15,Twitter for iPhone,1601,168,katyperry,1246950559115915266,False,,en,April,"['week', 'left', 'cliffhanger', '@dillonjofficial', '#americanidol', 'feel', 'forever', 'feel', 'yesterday']"
"Make some tea as the tea is served... Real talk, tonight (and every night 💁🏼‍♀️) on #AmericanIdol 👀 Tune in for part ✌🏼 of Hawaii at 8/7c on @abcnetwork #stayathome",188,2020-04-05 22:05:21,Twitter for iPhone,6500,604,katyperry,1246921897540898816,False,https://t.co/s8kYZfTCCt,en,April,"['tea', 'tea', 'served', 'real', 'talk', 'tonight', 'night', '#americanidol', 'tune', 'part', 'hawaii', '87c', '@abcnetwork', '#stayathome']"
🇺🇸,26,2020-04-05 17:41:54,Twitter for iPhone,4726,445,katyperry,1246855595811995648,False,https://t.co/TjjshW8e5l,en,April,[]
love you guys,13,2020-04-05 04:52:05,Twitter for iPhone,79544,7292,katyperry,1246661864664096768,False,,en,April,"['love', 'guys']"
💕 it’s a girl 💕 @ Girls Run The World,61,2020-04-04 03:32:18,Instagram,77668,9511,katyperry,1246279400754229249,False,https://t.co/2Nd5jPaqo1,en,April,"['girl', '@', 'girls', 'run', 'world']"
Today’s #ShoesdayTuesday: staying home but making it pineapple🍍 @kpcollections,102,2020-04-01 02:49:34,Twitter for iPhone,18518,1773,katyperry,1245181481003057152,False,https://t.co/EjiN2Nmtbu,en,April,"['todays', '#shoesdaytuesday', 'staying', 'home', 'making', 'pineapple', '@kpcollections']"
NOOO @AmericanIdol HOW DARE YOU with a cliffhanger! I DON’T NEED THIS EXTRA SKRESS‼️ Do ya’ll think @DillonJOfficial makes it?,126,2020-03-30 02:30:40,Twitter for iPhone,1995,205,katyperry,1244451951137316864,False,,en,March,"['nooo', '@americanidol', 'dare', 'cliffhanger', 'extra', 'skress', 'yall', 'think', '@dillonjofficial', 'makes']"
"Your family, @margiemaysmusic, and we believe in you @ohJonnyWest. Time for you to believe in you too! #AmericanIdol @TheFray",149,2020-03-30 02:01:32,Twitter for iPhone,3968,373,katyperry,1244444618478870531,False,https://t.co/7zEj2547s6,en,March,"['family', '@margiemaysmusic', 'believe', '@ohjonnywest', 'believe', '#americanidol', '@thefray']"
What. A. Metamorphosis. @CoJustsam has grown before our very eyes but still continues to surprise us 😲😍 #AmericanIdol,117,2020-03-30 01:38:04,Twitter for iPhone,2932,243,katyperry,1244438712231981058,False,,en,March,"['metamorphosis', '@cojustsam', 'grown', 'eyes', 'still', 'continues', 'surprise', '#americanidol']"
EVERYONE WHEN @CoJustsam STARTED SINGING EN ESPAÑOL #AmericanIdol,89,2020-03-30 01:36:56,Twitter for iPhone,5847,548,katyperry,1244438430097887232,False,https://t.co/K6YNPiYulj,en,March,"['everyone', '@cojustsam', 'started', 'singing', 'en', 'español', '#americanidol']"
We’ll always believe in #AmberFiedler. She’s a fighter 🥊💪🏼 #AmericanIdol,72,2020-03-30 01:30:36,Twitter for iPhone,3107,217,katyperry,1244436833661906945,False,,en,March,"['believe', '#amberfiedler', 'shes', 'fighter', '#americanidol']"
All that WERK you put in from being in cover bands really gave you an edge performing in front of a crowd @faithbecnel. YOU 👏🏼 CAN’T 👏🏼 SKIP 👏🏼 THE 👏🏼 STEPS #AmericanIdol,170,2020-03-30 01:19:25,Twitter for iPhone,2179,183,katyperry,1244434018054987776,False,,en,March,"['werk', 'put', 'cover', 'bands', 'gave', 'edge', 'performing', 'front', 'crowd', '@faithbecnel', 'cant', 'skip', 'steps', '#americanidol']"
". @JovinWebb might not have the biggest range but he’s got artistry, and that’s harder to find than a gymnastics note type hittin’ voice 👏🏼 Love seeing your fellow contestants love on you, too. #AmericanIdol #staystrongLouisiana  @RayLaMontagne",244,2020-03-30 01:15:37,Twitter for iPhone,1549,155,katyperry,1244433065390161921,False,,en,March,"['@jovinwebb', 'might', 'biggest', 'range', 'hes', 'artistry', 'harder', 'find', 'gymnastics', 'note', 'type', 'hittin', 'voice', 'love', 'seeing', 'fellow', 'contestants', 'love', '#americanidol', '#staystronglouisiana', '@raylamontagne']"
YOU WILL! And it’s gonna be expensive because: #babycat🤰🏼,81,2020-03-30 01:15:01,Twitter for iPhone,3817,391,katyperry,1244432913782829056,False,https://t.co/t3QqBxKdXZ,en,March,"['gonna', 'expensive', '#babycat']"
"Never seen @LukeBryanOnline react that way to a performance. Embrace the new, confident version of yourself that made the girls swoon @fronciscomartin! #AmericanIdol",189,2020-03-30 01:06:56,Twitter for iPhone,1698,166,katyperry,1244430876584194049,False,https://t.co/hbfg0VBjQ9,en,March,"['seen', '@lukebryanonline', 'react', 'performance', 'embrace', 'new', 'confident', 'version', 'girls', 'swoon', '@fronciscomartin', '#americanidol']"
Get out of your head ❌🧠 and into your heart ✔️❤️ @louiskmusic. We want you to see what we see in you! #AmericanIdol @edsheeran,126,2020-03-30 00:59:46,Twitter for iPhone,2143,191,katyperry,1244429073457090561,False,,en,March,"['head', 'heart', '@louiskmusic', '#americanidol', '@edsheeran']"
"#AmericanIdol might not have been your journey #CamrynLeighSmith, but I ain’t worried about you one bit. Keep following your heart ❤ and your faith ✝! @tashacobbs",162,2020-03-30 00:39:00,Twitter for iPhone,1978,194,katyperry,1244423846775492608,False,,en,March,"['#americanidol', 'might', 'journey', '#camrynleighsmith', 'aint', 'worried', 'bit', 'following', 'heart', 'faith', '@tashacobbs']"
"Don’t think I’ve ever seen @lionelrichie get that hyped during a performance, @singdewayne! Take that horse back to HOLLYWOOD! (And trust we are waiting for everyone’s LEWKS) #AmericanIdol @LilNasX",221,2020-03-30 00:29:42,Twitter for iPhone,5027,389,katyperry,1244421506651705344,False,https://t.co/UgF5zfnSjv,en,March,"['think', 'ive', 'seen', '@lionelrichie', 'hyped', 'performance', '@singdewayne', 'take', 'horse', 'hollywood', 'trust', 'waiting', 'everyones', 'lewks', '#americanidol', '@lilnasx']"
Ok seeing @singdewayne’s grandma going down that water slide is the #SMILE I needed today #AmericanIdol,127,2020-03-30 00:26:05,Twitter for iPhone,1943,216,katyperry,1244420599419559936,False,https://t.co/UkkPbo1o8q,en,March,"['ok', 'seeing', '@singdewaynes', 'grandma', 'water', 'slide', '#smile', 'needed', '#americanidol']"
So proud of #MakaylaBrownlee and seeing the incredible FIGHT she has 💪🏼🥊 17 family members + 1 boyfriend willing to hop on a plane for her shows just how incredible she is! #WeloveyouMakayla #AmericanIdol @IngridAndress,219,2020-03-30 00:19:42,Twitter for iPhone,1760,187,katyperry,1244418990547431424,False,,en,March,"['proud', '#makaylabrownlee', 'seeing', 'incredible', 'fight', '17', 'family', 'members', '1', 'boyfriend', 'willing', 'hop', 'plane', 'shows', 'incredible', '#weloveyoumakayla', '#americanidol', '@ingridandress']"
Dangit #MakaylaBrownlee makes me sound like my mom everytime she comes around! But I guess it's good practice? #Godgiveusthestrength 😳🤷🏼‍♀ #AmericanIdol,152,2020-03-30 00:17:20,Twitter for iPhone,2640,232,katyperry,1244418396847919105,False,,en,March,"['dangit', '#makaylabrownlee', 'makes', 'sound', 'mom', 'everytime', 'comes', 'guess', 'good', 'practice', '#godgiveusthestrength', '#americanidol']"
This is a new side of @nickmerico we haven’t seen before. Glad you took @lionelrichie’s tough love and took it to heart! #AmericanIdol @BrunoMars,169,2020-03-30 00:08:10,Twitter for iPhone,1636,197,katyperry,1244416088319774720,False,https://t.co/o0ozGtpLWx,en,March,"['new', 'side', '@nickmerico', 'havent', 'seen', 'glad', 'took', '@lionelrichies', 'tough', 'love', 'took', 'heart', '#americanidol', '@brunomars']"
